"","ensembl","beta","p.value","prod"
"7244","FBgn0037498",0.00589027475795272,0.372635875497147,0.0025252511205217
"1577","FBgn0020224",0.00521519823917328,0.373001453208832,0.00223361452204258
"4307","FBgn0032375",0.000230381970701772,0.373680400175767,9.84882188984719e-05
"6555","FBgn0036382",0.00483060153023735,0.373906073309687,0.00206381402754864
"9960","FBgn0052554",0.00250658062278177,0.373907074120612,0.00107090227642388
"8563","FBgn0039678",0.0176495500342615,0.374187643293024,0.00753477925709858
"8456","FBgn0039501",0.00578450822804088,0.374198803873499,0.00246939270897813
"7298","FBgn0037581",0.00745884585337906,0.374199541265007,0.00318415704790223
"5370","FBgn0034281",0.00141714671104528,0.374370508154765,0.000604694193173199
"3018","FBgn0030263",0.00457634547013673,0.374403366378985,0.001952544725428
"10703","FBgn0259221",0.000689101777488266,0.374404157716013,0.000294011707588487
"9934","FBgn0052461",0.00622680488693072,0.375024694368751,0.00265224610921176
"2656","FBgn0029522",0.00196479088379884,0.37527682041513,0.000836309820295608
"715","FBgn0004396",0.00219356146223903,0.375355121388176,0.000933486870199976
"8756","FBgn0040075",0.00437615587243465,0.376128598925342,0.00185839429843165
"8410","FBgn0039413",0.00695212694008041,0.376291586286507,0.00295100750475648
"1008","FBgn0010482",0.00978932567348392,0.376400606010924,0.00415409727592213
"1976","FBgn0025631",0.00675516739494918,0.37648325795861,0.0028659090301143
"4963","FBgn0033588",0.00248786636253251,0.376739445678593,0.00105475310024737
"10746","FBgn0259740",0.00481800745717837,0.376880271387441,0.00204185516004229
"9036","FBgn0041210",0.00175162199806629,0.377082740936794,0.000741922872294657
"5392","FBgn0034318",0.00517341359433353,0.377222307597001,0.00219043693501333
"9437","FBgn0051050",0.0067032238562945,0.377276507062061,0.00283774437862665
"7571","FBgn0038035",0.00293838676295169,0.377613189556977,0.00124279904035244
"7113","FBgn0037284",0.00689749613522603,0.377660835170813,0.00291693767088911
"2729","FBgn0029726",0.000226042567547456,0.377794339010016,9.5558264396409e-05
"8035","FBgn0038804",0.00128690889669671,0.378338891320614,0.000543228713475735
"4740","FBgn0033167",0.000274195365912035,0.378366918794162,0.000115734255992802
"6841","FBgn0036830",0.00690910458812879,0.378595027465256,0.00291443369535628
"10630","FBgn0250821",0.00440196765700584,0.379055352550388,0.0018545373809279
"1662","FBgn0020910",0.00911363313660465,0.379446310173402,0.00383546946158971
"8467","FBgn0039523",0.00330253748481585,0.379446913833833,0.00138986951565664
"6261","FBgn0035880",0.00339468701103162,0.379447344300125,0.00142864887679655
"7837","FBgn0038467",0.00794256313546087,0.380115338442422,0.00333654850030742
"2193","FBgn0027053",0.00351178390707872,0.380224973840119,0.00147480652668933
"9972","FBgn0052590",0.00316187937832948,0.38077344442462,0.00132588146386953
"3052","FBgn0030318",0.00764431984672657,0.380836759129489,0.00320496624802074
"5962","FBgn0035383",0.0038106323629812,0.380864302121601,0.00159753038140973
"1835","FBgn0024234",0.00644241577535645,0.381024205555031,0.00269967779787749
"10714","FBgn0259238",0.00329870706022723,0.381242766626084,0.00138149319765388
"898","FBgn0010015",0.00486298985998777,0.381274033863214,0.00203643910784775
"4904","FBgn0033469",0.0042142791738925,0.381342366003093,0.00176445523663543
"7892","FBgn0038550",0.00699967699567803,0.381367724551002,0.00293045722319872
"1724","FBgn0022772",6.82352395258686e-06,0.381457559995225,2.85601169911851e-06
"170","FBgn0000568",0.000604526079360838,0.381700641323953,0.00025285942161199
"6165","FBgn0035718",0.00423485760797022,0.382105144562192,0.00176939598839551
"7988","FBgn0038722",7.19213273853897e-05,0.382197656841798,3.00424000536957e-05
"11408","FBgn0264270",0.0019141266068109,0.382214510040721,0.000799516959015547
"5021","FBgn0033686",0.00665840009851788,0.382313964463109,0.00278041363833461
"1211","FBgn0013576",0.00127154227616527,0.382542237990593,0.000530640792867307
"9733","FBgn0051898",0.00578525345593337,0.382577889547268,0.00241407133101352
"11219","FBgn0262720",0.00554409326154304,0.382657094904992,0.00231294154258099
"5377","FBgn0034291",0.00430534368615026,0.382803184348908,0.00179543361808513
"4714","FBgn0033124",0.00751913484866699,0.3828920212514,0.00313490539736645
"4139","FBgn0032101",0.00491894081932824,0.382953531875254,0.00205047976643908
"10537","FBgn0086519",0.00177437326728663,0.38309980709813,0.000739360166344049
"6707","FBgn0036617",0.000251677201660508,0.383170695805938,0.000104850663239772
"412","FBgn0002891",0.00215300616772569,0.383215605546066,0.000896849388934817
"11468","FBgn0264908",0.00239133888410101,0.383251919355373,0.000996030097152474
"4339","FBgn0032429",0.00352600633294972,0.383435277061223,0.00146790440954454
"6536","FBgn0036354",2.10845559980736e-05,0.383467615731131,8.77689567905734e-06
"6962","FBgn0037013",0.00515134260758186,0.383486141853137,0.00214424803795927
"7189","FBgn0037412",0.00227845161069392,0.383579754592895,0.000948164703102133
"5546","FBgn0034570",0.00513579327400519,0.38369698678748,0.00213654963547028
"4966","FBgn0033591",0.00488903353259233,0.384036309351568,0.00203201782396223
"11120","FBgn0262102",0.00601511873019221,0.384219820005292,0.00249880204117948
"10516","FBgn0086361",0.00230436900974686,0.384385272786302,0.000956850656399411
"4252","FBgn0032283",0.000875637256080152,0.384607525942179,0.000363373894023671
"5359","FBgn0034263",0.00100530743218515,0.384655235211029,0.000417130556469901
"9048","FBgn0041245",0.0110688222903422,0.385042097825443,0.00458793591070922
"5833","FBgn0035132",0.00117670758005556,0.385051633313391,0.000487722969880943
"3101","FBgn0030390",0.00605806374003733,0.385250031402416,0.00250959723243156
"1781","FBgn0023479",0.00458555879489703,0.385946869129402,0.00189600235699997
"5688","FBgn0034840",0.00208571223635536,0.386017798136186,0.000862218151981573
"3469","FBgn0030980",5.54234754671942e-05,0.386126757481269,2.29048653576467e-05
"10600","FBgn0087011",0.00469917994134899,0.386129280462906,0.00194201723863721
"972","FBgn0010382",0.00531822286522169,0.386142717984605,0.00219776703762863
"6075","FBgn0035571",0.00814982124397335,0.3866729107129,0.00336307469218923
"5563","FBgn0034605",0.0110422284952938,0.386988120458608,0.00455273694006166
"7481","FBgn0037879",1.82579429650363e-05,0.387033764416385,7.52685790978781e-06
"2730","FBgn0029728",0.00489987274206936,0.387064499005054,0.00201980917476434
"7861","FBgn0038507",0.0119964669253598,0.38719391256302,0.00494340187181438
"4245","FBgn0032266",0.00137409322683041,0.387556796650103,0.000565665596862999
"11142","FBgn0262362",0.00280847469267313,0.387578822090182,0.00115608041436319
"6429","FBgn0036186",0.00527063380625108,0.387669726361255,0.00216906668722732
"6071","FBgn0035567",0.0051006278304577,0.387714935804086,0.00209884443371171
"10514","FBgn0086358",0.00426068922011681,0.387735560451538,0.00175312179144389
"7356","FBgn0037675",0.00800665150027698,0.387762762221833,0.00329420784937292
"10115","FBgn0053181",0.00441300566211999,0.387884100730584,0.0018150604983783
"3820","FBgn0031579",0.00672998753429871,0.388054234633989,0.00276674884135847
"8297","FBgn0039218",0.00457076068184061,0.388120417176447,0.00187873580863829
"7610","FBgn0038097",0.00336586842920747,0.388336257292732,0.00138267202352063
"8087","FBgn0038886",0.00167951968628383,0.388348820556777,0.000689909753632514
"10729","FBgn0259680",0.00917069690881723,0.388839576962997,0.00376209075632662
"10785","FBgn0259994",0.00285776879188113,0.38887179984718,0.00117223832530486
"6501","FBgn0036306",0.0130488579025881,0.3888783886804,0.00535246132558956
"2270","FBgn0027527",0.0063338176263136,0.388881401102093,0.0025980232209917
"7983","FBgn0038715",0.00589383367881791,0.388995975867726,0.00241679532905462
"9261","FBgn0050039",0.000430656011933173,0.38979630761403,0.000176208195350029
"6643","FBgn0036515",0.00481197332812647,0.390009837382533,0.00196773349100467
"7979","FBgn0038705",0.00518590411657989,0.390250042659866,0.00211925623010738
"5968","FBgn0035393",0.00507006520358575,0.390341829883668,0.00207140001407932
"2884","FBgn0029993",0.004657018118472,0.390581366844083,0.00190140684471742
"8749","FBgn0040064",0.00891971944096091,0.390772223615405,0.0036399262299164
"10182","FBgn0053512",0.00641803425442708,0.390795041524352,0.00261888500881112
"8409","FBgn0039411",0.000396787340476868,0.39107450577771,0.000161786266562577
"8","FBgn0000028",0.00349484871969654,0.391391193435632,0.00142376275202178
"3562","FBgn0031134",0.00375453482986808,0.391694149414896,0.00152829434806917
"4579","FBgn0032851",0.0066584928376292,0.39178839789915,0.00270966319972824
"2027","FBgn0025821",0.00841077652529994,0.392010354437835,0.00342068351605507
"380","FBgn0002715",0.00298120517920788,0.39202805067677,0.00121240503932255
"6335","FBgn0036010",0.000350447399037864,0.392213198221818,0.000142449086423468
"10388","FBgn0085280",0.00518453490317381,0.392242542201581,0.00210722987002554
"1337","FBgn0015221",0.00295526349832693,0.392558728899605,0.0012001187979867
"273","FBgn0001257",0.00359100796368551,0.392771333485201,0.00145744727074622
"9395","FBgn0050429",0.00959326503040884,0.392818202384817,0.00389302749543686
"10179","FBgn0053503",0.000381321191953634,0.392881798890135,0.000154716532239079
"4580","FBgn0032853",0.00137077188669953,0.393043580500696,0.000555929276647534
"1255","FBgn0014010",0.00152255407117544,0.393140408654924,0.000617323073234423
"583","FBgn0003520",0.00292759291760389,0.39319229477033,0.00118683153507425
"8871","FBgn0040397",0.00148333667940041,0.393215774336897,0.000601298807600522
"1421","FBgn0015625",0.00486988019129459,0.393240938665576,0.00197396345026056
"7214","FBgn0037449",0.00469190553330759,0.393795857658798,0.00189894956139717
"7120","FBgn0037295",0.00234197471564669,0.393842190088711,0.000947745087037294
"10436","FBgn0085383",0.000946476442589085,0.394245463219453,0.00038259729160977
"9174","FBgn0045038",0.00886201814415877,0.394259861068277,0.00358218224727779
"11494","FBgn0265186",0.000184209975270471,0.394413908010108,7.44296314077065e-05
"8006","FBgn0038747",0.00637905082711656,0.394656299811644,0.00257573926849536
"9037","FBgn0041224",0.0022447495363112,0.395064666909373,0.000905378894012967
"5693","FBgn0034850",0.00277355487141185,0.395243952686211,0.00111811639446263
"6926","FBgn0036959",0.00669320378221379,0.395390147023765,0.00269718815407848
"703","FBgn0004373",0.00251418258441771,0.395415721188259,0.00101307998593247
"911","FBgn0010097",0.0084165723854885,0.396223642641067,0.00338396384197512
"7364","FBgn0037686",0.00463491044582728,0.396361778823316,0.00186280865903396
"9232","FBgn0046885",0.00858118121352445,0.396517306318075,0.00344738531520297
"7801","FBgn0038402",0.0034163803447457,0.396749058858296,0.00137162237012194
"11271","FBgn0263042",0.00192582143128337,0.396844201845101,0.000772986130288424
"5072","FBgn0033766",0.00215852998400077,0.396944536952439,0.000866153695278985
"3774","FBgn0031498",0.00252932173388067,0.397185106298194,0.0010142758346249
"6229","FBgn0035831",0.00125390070314889,0.397209461042295,0.000502789625184432
"6644","FBgn0036516",0.00235925484492648,0.397272285555161,0.000945852943912867
"5445","FBgn0034416",0.00397581620415569,0.397968213506751,0.00159092927298401
"10777","FBgn0259971",0.00715226053071222,0.398218773755513,0.0028600335626434
"11248","FBgn0262874",0.00451297724192847,0.398355222153439,0.00180397006949793
"3646","FBgn0031294",0.00141087657734219,0.398559435754656,0.000563654934247301
"1821","FBgn0024177",0.000128386282827738,0.398670907156769,5.12756140650864e-05
"8151","FBgn0038986",0.00539042414744614,0.398681297522618,0.0021527959918521
"7190","FBgn0037413",0.00409291488485528,0.398726154674217,0.00163440436441806
"594","FBgn0003655",0.00194563890041911,0.398758328293182,0.000776874610571344
"10443","FBgn0085395",0.00345278747081754,0.399222388609787,0.00137692023560268
"6139","FBgn0035678",0.00197777349371107,0.399248309885972,0.000788650854267783
"6651","FBgn0036532",0.00571240058752464,0.39948398043241,0.00227639524146479
"9702","FBgn0051804",0.007684814958191,0.399637847782037,0.0030611183826978
"7351","FBgn0037667",0.000916136409025057,0.399735794658839,0.000364830217802777
"8794","FBgn0040260",0.00362131975808931,0.399862653600599,0.00144160812696587
"2655","FBgn0029521",0.00635926801912259,0.400088954954801,0.00252999305058558
"6365","FBgn0036075",0.00603684414287411,0.400126360862673,0.0024014737191612
"9615","FBgn0051559",0.00268274906747562,0.400171323381898,0.00106707427049826
"10157","FBgn0053333",0.00635627390339459,0.400624683917578,0.00252510796349437
"11004","FBgn0261568",0.00566315831287986,0.400717072424308,0.00224919215508445
"8233","FBgn0039118",0.00222351733480971,0.400894906999741,0.000882668477980278
"2930","FBgn0030063",0.00344451570566143,0.400931070020189,0.00136723260741281
"6179","FBgn0035743",0.00567500147828488,0.401541140001518,0.00224883256539796
"2538","FBgn0028866",0.0061097401863205,0.401648949552159,0.00242039413119082
"549","FBgn0003396",0.0047094904510135,0.402593451716186,0.001860876471669
"10286","FBgn0063261",0.00203736503870951,0.403291212991168,0.000803498551124101
"9086","FBgn0042094",0.00383088275457672,0.403520061529436,0.00150988447218904
"10098","FBgn0053136",0.00544631060075918,0.403735217892987,0.00214532007440446
"10336","FBgn0083950",0.00165306259457072,0.403889077896503,0.000650873379690183
"6212","FBgn0035800",0.00659883296423317,0.404306450394619,0.00259525059383832
"1977","FBgn0025632",0.00323144081460354,0.404317718230213,0.00127085208071734
"1432","FBgn0015773",0.00275066395955367,0.404402365549543,0.00108152341965195
"9137","FBgn0043539",0.00734852079538087,0.404521754511608,0.00288839575232881
"8408","FBgn0039408",0.00243215014848003,0.404865929492312,0.000955078047075479
"6992","FBgn0037064",0.00314798565917814,0.40511362675161,0.00123534244307304
"3845","FBgn0031623",0.0033901181227078,0.405288294070919,0.00132972616786298
"11240","FBgn0262854",0.00529621373284954,0.405331350127317,0.00207712102950729
"1333","FBgn0015039",0.0129480219382583,0.405459375518766,0.00507630635006389
"11627","FBgn0267348",0.00600133787782504,0.405492155497071,0.00235262973002046
"9369","FBgn0050379",0.00557010449621359,0.405542861656807,0.00218327619780683
