"","ensembl","beta","p.value","prod"
"4734","FBgn0033159",0.00209112823634261,0.622793894873721,0.000430052343760191
"7977","FBgn0038702",0.00341897690140836,0.622809332960004,0.000703095122098986
"10035","FBgn0052803",0.00122975216632022,0.623226777615319,0.000252534397239226
"1039","FBgn0010803",0.00104579051345861,0.623363673725933,0.000214657402211921
"163","FBgn0000559",0.00215654229795574,0.623515193286037,0.000442421034797206
"171","FBgn0000575",0.000797105482687211,0.623644497258432,0.000163456766118937
"11306","FBgn0263239",0.000410692286806089,0.623648880934419,8.42164998007844e-05
"9219","FBgn0046689",0.00210495001324807,0.623694736700762,0.000431573524819539
"127","FBgn0000447",0.00364010819885453,0.623773741958448,0.00074612357394463
"5929","FBgn0035298",0.00679542287073578,0.623895266504037,0.00139230270331129
"64","FBgn0000216",0.00364292375639196,0.624027585058023,0.000746056985776557
"10693","FBgn0259194",0.000886197566811503,0.624180744511479,0.000181395454813308
"8359","FBgn0039323",0.00494408781727749,0.624439470934802,0.00101111368345411
"10431","FBgn0085374",0.00134976625317707,0.62445755338514,0.000276023253187769
"3055","FBgn0030321",0.00293449820650025,0.624531458437197,0.000599945483570049
"5227","FBgn0034033",0.00396075534312731,0.624803797978982,0.00080900938680607
"5130","FBgn0033879",0.00694949834771135,0.624815911712669,0.00141942057660033
"3788","FBgn0031526",0.00669043752381294,0.625543661781391,0.00136312561060159
"475","FBgn0003129",0.000564148776041857,0.625577990411947,0.000114927564646692
"10355","FBgn0085190",0.00329251077900487,0.625896862212353,0.000670016809032974
"2011","FBgn0025740",0.00366900197662987,0.625969814512312,0.000746446009874389
"2939","FBgn0030082",0.00199237504789194,0.626015200755478,0.000405279211890522
"9394","FBgn0050428",0.00344211525049956,0.626211240961222,0.000699710230441364
"1641","FBgn0020621",0.00608023454320869,0.626569286449517,0.00123447547595898
"6389","FBgn0036117",0.000122922888735984,0.626729938026809,2.49434583923246e-05
"4908","FBgn0033475",0.00319803145582591,0.626733377483091,0.000648935511069117
"2548","FBgn0028887",0.00320946184558958,0.62679798595723,0.000651111251994197
"4566","FBgn0032824",0.000651920880891827,0.627508892733971,0.000131935822979309
"450","FBgn0003044",0.00208834767210439,0.627604133879867,0.000422502397960985
"7385","FBgn0037718",0.00511254463665805,0.627704632260533,0.00103398488440564
"6412","FBgn0036154",0.00359795577347449,0.628386623484426,0.000725970576361757
"9717","FBgn0051848",0.00587221103270867,0.6284547672586,0.00118457749596591
"9564","FBgn0051407",0.00371122901546899,0.628535731705922,0.000748443659520613
"5122","FBgn0033867",0.000812895020893138,0.6287481548713,0.000163817267994058
"10019","FBgn0052720",0.00247281895124266,0.628768280488768,0.000498296202084711
"11229","FBgn0262739",0.0053369716457674,0.628801746127869,0.00107532646180268
"3843","FBgn0031621",0.000277734382755033,0.629084973207381,5.59053451451117e-05
"8959","FBgn0040786",0.00337225094599627,0.629138824974145,0.000678677349974895
"3959","FBgn0031804",0.000207137404946231,0.630554340081312,4.14849576279104e-05
"3764","FBgn0031485",0.00320928803839757,0.63094035055797,0.000641895147525248
"8972","FBgn0040828",0.00266048700692354,0.631083997830928,0.000531865491877644
"3551","FBgn0031114",0.00212563815831273,0.631602933512379,0.000424183554038307
"3137","FBgn0030456",0.00261419541268668,0.6321104128264,0.000520766170482902
"5987","FBgn0035428",0.00395309963915493,0.632361412602238,0.000786803759864528
"7514","FBgn0037930",0.00186512580996852,0.632653613332257,0.000370850438712309
"1709","FBgn0022359",0.00435090424811488,0.632952960195714,0.000864213865884567
"2621","FBgn0029095",0.00243257398855959,0.632970430326887,0.000483149521073718
"8050","FBgn0038829",0.00164121849981863,0.632971719783494,0.000325971749981652
"9921","FBgn0052437",0.000119556289587067,0.633131475339407,2.37326522425646e-05
"10415","FBgn0085326",0.00362652860429946,0.634275441069094,0.000717044865904288
"3261","FBgn0030659",0.00115444754416233,0.634731321823461,0.000227899570743912
"9761","FBgn0051989",1.13999713184508e-05,0.634829790085661,2.24970113920686e-06
"9006","FBgn0041004",0.000937645807127283,0.635004537399253,0.000184925479790883
"11432","FBgn0264493",0.00112870175761911,0.635412272078956,0.000222291492297061
"3932","FBgn0031758",7.28699027026527e-05,0.636037736552953,1.43201831659887e-05
"9454","FBgn0051093",0.00425714568133533,0.63606152761107,0.000836532838921822
"6968","FBgn0037019",0.00377880998081686,0.636219745331004,0.000742131286374266
"6479","FBgn0036263",0.00124010625421478,0.63630058078195,0.000243479585355269
"10391","FBgn0085288",0.0030122246022469,0.636332667104165,0.000591347225411257
"7304","FBgn0037601",0.0012683917402462,0.636385262147029,0.000248959786943678
"10159","FBgn0053340",0.00124508204075218,0.636828208073947,0.000244008324529112
"2002","FBgn0025700",0.00307920225970718,0.637124712706471,0.000602832513603256
"1466","FBgn0015946",0.0019222052007787,0.637607566662078,0.000375688351223547
"4971","FBgn0033598",0.00323962480113657,0.637892419631266,0.000632545031778708
"10781","FBgn0259982",0.00116158589744915,0.63793734749077,0.000226767089210652
"5066","FBgn0033755",0.00294044401755825,0.638709869085784,0.000572493785957433
"5740","FBgn0034945",0.00111844483019879,0.639441961175,0.000217200720001586
"9838","FBgn0052196",0.00115583690013004,0.639603169048274,0.00022433568248873
"5832","FBgn0035131",0.000183196003510874,0.639641471354093,3.5551636815334e-05
"2114","FBgn0026380",0.00302774366674731,0.640421799235903,0.000585971020668585
"6308","FBgn0035970",0.00386528506647698,0.640667981322982,0.000747418500955991
"3925","FBgn0031745",0.00343033528521764,0.641028680483964,0.000662475060342214
"9751","FBgn0051952",0.000798788849577909,0.641211978378241,0.000154164948543947
"10116","FBgn0053192",0.00295566668430938,0.641398491250412,0.000570065539777918
"711","FBgn0004390",0.0020703477338957,0.641438793152356,0.000399255749549692
"641","FBgn0003975",0.00147085537245612,0.642823342790318,0.000282269443977201
"6656","FBgn0036544",0.00121034098580326,0.643166361303814,0.000231994139414187
"3376","FBgn0030826",0.00289779012111788,0.643233770479706,0.000555306890238677
"9522","FBgn0051251",0.00300322089915814,0.643252379291015,0.000575472980362997
"2082","FBgn0026238",0.00232503407466957,0.643260218963456,0.000445507465079545
"6233","FBgn0035842",0.00240021503361411,0.643636461170481,0.000459303616672379
"11626","FBgn0267347",0.00395190875713742,0.644622600519633,0.000753607154457668
"10956","FBgn0261387",0.00340354382077859,0.644629807515077,0.000649020466589589
"317","FBgn0001991",0.000967947402653893,0.644872570193874,0.000184419239264926
"1619","FBgn0020412",0.00277345974510869,0.645629657018468,0.000527003192692255
"4270","FBgn0032313",0.00160043005568553,0.646200834849104,0.000303493528909271
"423","FBgn0002930",0.0132127383356988,0.646323712052193,0.00250447336994249
"111","FBgn0000394",0.0031441955837446,0.646777383784025,0.000595023842571612
"9927","FBgn0052447",0.00320443381377634,0.646841003443846,0.000606286753540821
"8618","FBgn0039761",8.27802087123208e-05,0.646847286082218,1.56618697654695e-05
"5301","FBgn0034159",0.00149846695499133,0.647450292796343,0.000282900923553415
"552","FBgn0003411",0.000962898155908139,0.647515284528721,0.000181747003482182
"7534","FBgn0037964",3.79265442067187e-05,0.647684710316569,7.15432505972497e-06
"11113","FBgn0262018",0.00430910254230967,0.648317266388218,0.00081102658236525
"4152","FBgn0032124",0.0019390202075592,0.648426760286901,0.000364805459165631
"6898","FBgn0036918",0.00218902025319287,0.648517359925828,0.000411707413550974
"10375","FBgn0085241",0.00394239513878989,0.648733695938731,0.000740908289306751
"10813","FBgn0260452",0.00157981899540058,0.648802888049013,0.000296827807989154
"3291","FBgn0030696",1.85596934941078e-05,0.648816785458395,3.48695666654467e-06
"1550","FBgn0019650",0.00420413207122676,0.64892783933347,0.000789551112576684
"3370","FBgn0030814",0.00175765589155051,0.649157784195409,0.000329823654916794
"3736","FBgn0031446",2.36343678699603e-05,0.649379362989462,4.43147983348455e-06
"11321","FBgn0263355",0.00298066165663418,0.649560355441138,0.000558517839402013
"9509","FBgn0051221",0.00195817848302206,0.649728214244436,0.000366704704157331
"483","FBgn0003145",0.00250319629743683,0.649740907617684,0.000468748011084242
"8500","FBgn0039585",0.00289345272241937,0.649886340492283,0.000541546108666006
"11330","FBgn0263402",0.00273693981943471,0.650287885517748,0.000511518551781024
"9968","FBgn0052574",0.000536194856082457,0.651154193629986,9.99017655829688e-05
"3130","FBgn0030441",6.5805553134638e-05,0.651343936814708,1.22523112762248e-05
"8954","FBgn0040775",0.00103138512322471,0.651667239239068,0.000191810931807817
"9177","FBgn0045073",0.00301483236957346,0.651699528994048,0.000560615896232913
"11562","FBgn0266409",0.00282966081564963,0.651704076775735,0.000526174189956392
"9953","FBgn0052533",0.00266080595405169,0.652579106093013,0.000493225179101789
"11380","FBgn0263971",0.00158692266914246,0.652986764303211,0.000293732437805366
"10713","FBgn0259237",8.20633755174862e-05,0.653112523235934,1.51827083033925e-05
"5767","FBgn0034997",0.00911149003872397,0.65323430852816,0.00168499708963299
"9646","FBgn0051673",0.00343375125298494,0.653872534562032,0.000633550814430394
"5538","FBgn0034554",2.51505894775161e-06,0.654250272844971,4.63414921726262e-07
"9167","FBgn0044809",0.00344011759114166,0.654496630150729,0.000633300140702779
"7207","FBgn0037439",0.00162740348392623,0.654617610146252,0.000299462283705353
"8752","FBgn0040069",0.00175956512954248,0.655106390138997,0.0003232112885868
"11382","FBgn0263974",0.000254823211123167,0.655391270081306,4.67598930424729e-05
"10592","FBgn0086913",0.00380063993893732,0.656017087450256,0.000695839586640432
"3812","FBgn0031563",0.00157966444964385,0.656423000737161,0.000288788267579597
"10470","FBgn0085430",0.00131235855051817,0.656565310512504,0.00023979686680738
"2561","FBgn0028913",0.000502743643806197,0.656847324702883,9.17685948723425e-05
"9247","FBgn0050005",0.00561961022439543,0.656986395883818,0.00102526205040099
"9790","FBgn0052072",0.00241798236226849,0.657134411784993,0.000440908903476514
"8711","FBgn0039923",0.00141080357886852,0.657540351026179,0.000256875716785662
"1334","FBgn0015040",0.00540289303363832,0.657637501625949,0.000983399088760206
"2874","FBgn0029974",0.00140848722484211,0.657684547351896,0.000256319832024467
"7196","FBgn0037420",0.00266083577830486,0.65778377537711,0.000484050844130347
"1447","FBgn0015803",0.00239559266274791,0.657832482324437,0.000435721618805581
"7592","FBgn0038068",0.00330238758911127,0.657984242290184,0.000600322899630753
"4190","FBgn0032189",0.00392885930571785,0.658332276898391,0.000713303468501577
"5827","FBgn0035113",0.00838940424556241,0.658565619193727,0.00152184586343154
"10437","FBgn0085384",8.22988226048323e-05,0.658609627855744,1.4926695869798e-05
"8282","FBgn0039198",0.00247967277534261,0.659237566578314,0.000448716755975006
"4303","FBgn0032371",0.00477623800640315,0.659629735267037,0.000863065133795994
"3095","FBgn0030375",0.00246156025935552,0.659704310492439,0.000444682530382073
"10005","FBgn0052685",0.00142056350154452,0.659781222593813,0.000256553837499587
"8147","FBgn0038980",0.0028365422608696,0.660059848323383,0.000511759550812765
"6955","FBgn0037005",0.00322686710779703,0.660679522953915,0.000580865616434974
"8934","FBgn0040723",3.79144262569705e-05,0.661360379097095,6.80798362709291e-06
"7562","FBgn0038011",0.00424010504495041,0.661405961546352,0.000761234093359384
"6451","FBgn0036217",0.00197763300762807,0.661499047672863,0.000354927331922591
"7221","FBgn0037463",0.00306308675774428,0.661756314996502,0.000549217292770844
"11019","FBgn0261609",0.00421515142593306,0.662168879887535,0.000754643760219894
"10447","FBgn0085400",0.0020218162885685,0.662329685789717,0.000361755055083357
"5566","FBgn0034612",0.000798973497081868,0.662498800530892,0.00014286836893192
"2705","FBgn0029697",7.33051927689118e-05,0.662636857035373,1.31014274414839e-05
"3446","FBgn0030941",0.00173664472999578,0.663010027516083,0.000309956183260698
"10082","FBgn0053100",0.000885042671474961,0.663231344489839,0.000157834046849133
"8328","FBgn0039271",0.00243245705558266,0.664111944666986,0.000432390424690235
"9326","FBgn0050271",0.00220123263877547,0.664206965777073,0.000391151498732805
"6148","FBgn0035692",0.00289950022484727,0.66478544209702,0.000514135029408127
"8276","FBgn0039189",0.00153867898530663,0.664908832185399,0.000272712229275868
"7626","FBgn0038125",0.00216163898741461,0.665054143425028,0.000382919207475913
"2372","FBgn0027951",2.87630997517904e-05,0.665370736487886,5.08923655158359e-06
"6632","FBgn0036499",0.000475540279626799,0.665428752730377,8.412233242873e-05
"10084","FBgn0053108",0.000832793161081288,0.665609140514449,0.000147221776878328
"4440","FBgn0032631",0.000291168139799132,0.665690776256495,5.14574059388041e-05
"1553","FBgn0019809",0.000101224482213057,0.66614090870374,1.78594296514539e-05
"2362","FBgn0027873",0.00370052556503336,0.666902777188035,0.00065106112053961
"9616","FBgn0051560",0.00375518565301703,0.666930143050278,0.000660610958736794
"2087","FBgn0026257",0.00193676978620058,0.667530468137655,0.000339959083641749
"8416","FBgn0039424",0.00316527565123513,0.668352833267954,0.000553904901118254
"6166","FBgn0035719",0.00060549832746125,0.668493302843035,0.000105903437193889
"7470","FBgn0037856",0.0020396270969746,0.66857453151581,0.000356629147327407
"7442","FBgn0037817",0.00401292555325212,0.669577964446712,0.00069904700545247
"7302","FBgn0037592",0.00379266095705654,0.670109362019152,0.00065937047098886
"9855","FBgn0052238",0.00242937080968137,0.670190777271648,0.000422228419382492
"896","FBgn0008651",0.00150488200480413,0.670314923846657,0.000261429774393393
"809","FBgn0004867",0.00143737026020769,0.670443782587631,0.000249581568767226
"67","FBgn0000228",0.000898245829909148,0.670939887592896,0.000155680723143738
"7559","FBgn0038007",0.00465107305746401,0.671206610146338,0.000805304347710461
"461","FBgn0003076",0.00425166390877101,0.671398525748202,0.000735621259864644
"5256","FBgn0034084",0.00208313516593428,0.672700842295126,0.000358670106037503
"11260","FBgn0262982",0.00349817513010884,0.672710107844623,0.000602287972045414
"527","FBgn0003326",0.000940720051969571,0.67290906956002,0.000161844881433243
"7876","FBgn0038529",0.00246277630838528,0.672989675311427,0.000423576833940873
"723","FBgn0004432",0.00209893488068881,0.673396753625543,0.000360447949569639
"8729","FBgn0039965",0.00407207359169543,0.673951707687269,0.000697836227141614
"9988","FBgn0052647",0.00287216596233515,0.674333654363531,0.000491499874769538
"8313","FBgn0039249",0.00141284684120937,0.67441324931317,0.000241701228108164
"4500","FBgn0032721",0.00262916624917046,0.674748736028188,0.000449213877487799
"6607","FBgn0036468",0.00415118668695499,0.675040966392739,0.00070848249313462
"5092","FBgn0033799",0.0045317882724755,0.675046762411639,0.000773422817703403
"8284","FBgn0039200",0.00358101961357871,0.675597186138991,0.000609891213799047
"546","FBgn0003388",0.00329005625580773,0.676102814157264,0.000559267636283216
"188","FBgn0000636",0.00218228779620675,0.676609411703878,0.000370251236631353
"6867","FBgn0036870",0.00316507817554683,0.676829418861871,0.000536546497806154
"4495","FBgn0032709",0.00191024881392927,0.676852651370135,0.000323798378577684
"4200","FBgn0032202",0.00173148630655119,0.677506945606568,0.000292770523329827
"5789","FBgn0035039",0.00169184448899923,0.677885632091065,0.000285657065003424
"4166","FBgn0032149",0.00413551482284859,0.677961015132742,0.000698055377084852
"10374","FBgn0085233",0.00468766718073995,0.678200743323421,0.00079053634315558
"4089","FBgn0032020",0.00149378770058723,0.678391995507941,0.000251732035326118
"10945","FBgn0261286",0.00268083844469186,0.678425087297372,0.00045171618647282
"11051","FBgn0261790",0.00222792024105763,0.678492983905184,0.000375303499686473
"9909","FBgn0052405",0.00162252695841396,0.67870581022507,0.000273101194994106
"2352","FBgn0027835",0.00113821448343602,0.679528260766791,0.000190983827269343
"9740","FBgn0051913",0.00339896971881509,0.679975859840509,0.00056934953861899
"6066","FBgn0035554",0.00281369484612965,0.68065482010023,0.000470092651886942
"5441","FBgn0034408",0.00112172746271124,0.680752286580163,0.000187340703267912
"2792","FBgn0029839",0.00200265314750865,0.681098268163917,0.000334022967069995
"7337","FBgn0037647",0.00296038758167411,0.68134456980655,0.000493298858875707
"7935","FBgn0038630",0.00343537332992217,0.681534551370112,0.000572031303338367
"10117","FBgn0053193",0.000647219002007073,0.681625865574192,0.000107732151508592
"39","FBgn0000115",0.00274646968338943,0.681753682442908,0.00045693704819036
"6130","FBgn0035666",7.8881634745069e-05,0.682028367140326,1.31099353539059e-05
"10575","FBgn0086778",0.00271075519521077,0.682335932281793,0.000449990127561063
"3352","FBgn0030792",0.00286845779994053,0.682546216077401,0.000475785176662847
"7843","FBgn0038473",0.00280445218947379,0.683803334714934,0.000462927517198783
"4219","FBgn0032229",0.00333651535506331,0.68470879532253,0.00054883706855722
"7451","FBgn0037831",0.0019109020629813,0.68489568188145,0.00031410561947395
"11244","FBgn0262870",0.00158498938067723,0.685521510706857,0.000259904835929314
"9626","FBgn0051627",0.00227939504087273,0.685574439195397,0.000373696292805681
"445","FBgn0003023",0.00269611966449721,0.686248589098749,0.000440865538893473
"3678","FBgn0031347",0.000126400496476398,0.686644156334912,2.06371905943223e-05
"7426","FBgn0037779",0.00326205174963425,0.686676005485447,0.000532523841206501
"4017","FBgn0031897",0.00285525953750421,0.686718078542377,0.000466039799471261
"368","FBgn0002609",0.0030829019073032,0.686786890496924,0.000503061777658182
"4363","FBgn0032471",0.00349538057057714,0.686844364177044,0.000570242191956422
"11144","FBgn0262365",0.00219229908020401,0.686850243561808,0.000357647163290237
"4565","FBgn0032822",0.0024298524867258,0.686928953478869,0.000396280215087228
"2582","FBgn0028952",0.00235865923339118,0.687142124982422,0.000384351603761809
"4439","FBgn0032629",0.00114139488034968,0.687419482068181,0.000185794162725167
"3098","FBgn0030384",0.00127331839115631,0.687519303489541,0.000207188133976069
"9479","FBgn0051148",0.00417048055655403,0.687590670180564,0.000678412175665573
"6399","FBgn0036135",0.000545255589045028,0.688199138248425,8.84872806564053e-05
"6590","FBgn0036442",0.0007125838637382,0.688291723640907,0.000115600664968051
"1483","FBgn0016080",0.000860971284797339,0.688461723420043,0.000139580837157357
"5982","FBgn0035422",0.00143632391521571,0.688505705924686,0.000232817271342654
"8610","FBgn0039751",0.00494341121762655,0.689219789231507,0.00079906416804678
"1629","FBgn0020497",0.000687342965892622,0.689278446672167,0.000111078267184828
"10338","FBgn0083952",0.00226559203045415,0.689562681625074,0.00036572602570482
"9987","FBgn0052645",0.00297122879939097,0.689659350246902,0.000479453438575494
"6372","FBgn0036090",0.00151215166481713,0.689712899723689,0.000243957925117196
"6830","FBgn0036817",0.00140583683516319,0.689796682111666,0.000226731816806549
"2441","FBgn0028514",7.4866149595883e-05,0.689891803135109,1.20698468976408e-05
"7625","FBgn0038123",0.000101690800587561,0.689990951005847,1.63881441669916e-05
"10445","FBgn0085397",0.00101426678684324,0.690019363334321,0.000163437653710828
"4279","FBgn0032335",0.00116591946222423,0.690738378837779,0.000187347416270593
"4465","FBgn0032664",0.00136527128583014,0.690847978692654,0.000219286472691308
"3418","FBgn0030890",0.0013868737890324,0.69105267495671,0.000222577776171842
"7805","FBgn0038412",2.03518137762052e-05,0.691443488033792,3.26124198719919e-06
"8538","FBgn0039640",0.00214412447196989,0.69178618201005,0.000343120201845116
"9119","FBgn0042696",0.00499975661317082,0.691804619932427,0.00080004376435631
"11115","FBgn0262029",0.00308677516065075,0.692290966894736,0.000492992982012168
"7031","FBgn0037127",0.00196583235075276,0.692610626656596,0.000313571588042637
"6636","FBgn0036503",0.00171791781955149,0.692624813583823,0.000274011248548876
"11322","FBgn0263390",0.00133419279551187,0.693143362741856,0.000212372714595298
"3847","FBgn0031628",0.000794368597578268,0.693258938757923,0.000126387636007832
"10170","FBgn0053475",0.00199944896327988,0.693289407074718,0.000318083208951274
"9193","FBgn0045501",0.000606191596009106,0.693371101464992,9.64052336850892e-05
"4372","FBgn0032480",0.00130384581449171,0.693824667275006,0.000206985867160102
"474","FBgn0003124",0.000128448507119581,0.693994814134193,2.03775560358476e-05
"4113","FBgn0032055",0.000361594058023134,0.694151346330089,5.73292299347472e-05
"8372","FBgn0039341",0.00134522040725367,0.694564022174026,0.000212931866490582
"10041","FBgn0052815",0.000109330325170362,0.694791850460786,1.72900753499617e-05
"11568","FBgn0266429",0.00329603743621997,0.69511532599035,0.000520586489067473
"8221","FBgn0039104",0.000858226516295897,0.695216518307853,0.000135496731694489
"10518","FBgn0086365",0.00303730634410443,0.695329094157136,0.00047931609426344
"4145","FBgn0032115",0.00324172071066471,0.695404555508649,0.00051142186193763
"11183","FBgn0262566",0.00522840175234759,0.695604528868331,0.000824192699378575
"4335","FBgn0032420",0.00302642032827771,0.695639725937586,0.000477011130589784
"6903","FBgn0036923",0.00165369889594658,0.695650660425283,0.000260637495625342
"6689","FBgn0036590",0.00225537252949112,0.696054316451731,0.000354898359644069
"7875","FBgn0038528",0.00200536615946854,0.696075195107612,0.000315532016558791
"2759","FBgn0029791",0.00304293404069214,0.696138216467592,0.000478667290123271
"979","FBgn0010395",0.00141298229426341,0.696344518882838,0.000222086676895826
"5152","FBgn0033912",0.000627374279467295,0.696450849627897,9.85664765906957e-05
"4426","FBgn0032600",0.00239397155412068,0.696764632444403,0.000375647418057859
"10124","FBgn0053207",0.00290524806825901,0.697373636135938,0.000454771480926555
"440","FBgn0003008",0.00155534281966457,0.697449629319694,0.000243391168559308
"9573","FBgn0051436",0.00253844391423508,0.69757217550264,0.000397040172093591
"4079","FBgn0032005",0.00209928431223555,0.698010063547876,0.000327778717104827
"4032","FBgn0031925",0.000648959767293122,0.698259702556529,0.000101226704954806
"176","FBgn0000581",0.00401285149958934,0.698412149019542,0.000625556255714194
"7681","FBgn0038204",0.00159948863213197,0.698789776487306,0.00024896593583376
"3530","FBgn0031080",0.00264988180508973,0.699027875484654,0.000412071209166457
"9984","FBgn0052642",0.00315118983399267,0.700077986493341,0.000487973021528998
"739","FBgn0004552",0.0046053190554918,0.700602991057985,0.000711650802403127
"5473","FBgn0034459",0.00359920547009658,0.700612938236791,0.000556155876313628
"4136","FBgn0032095",0.00326692926121674,0.700748242865338,0.00050453796428474
"9634","FBgn0051642",0.000396298842156001,0.701161514823844,6.11021200906784e-05
"6826","FBgn0036813",0.0015916885238971,0.701875809640948,0.000244705756615976
"1158","FBgn0011760",0.00171575810836889,0.702394268737767,0.000263229963162893
"5561","FBgn0034599",0.00177425017763017,0.702917582656327,0.00027162988339756
"5928","FBgn0035295",0.00156155650159603,0.70304645468466,0.00023894309447303
"11243","FBgn0262869",0.0012156762005279,0.703132925604338,0.000185952949698139
"1784","FBgn0023496",0.00138087439227759,0.703727398816185,0.000210715273406719
"6682","FBgn0036583",0.0010461179430549,0.703756019562184,0.000159614455257262
"2167","FBgn0026679",0.000273260627748645,0.704119726074675,4.16322099488447e-05
"10147","FBgn0053290",0.00351348101485487,0.704528752468469,0.000534404953411766
"10484","FBgn0085450",0.00228112014021292,0.70511018007029,0.000346144047938733
"9729","FBgn0051871",0.00249924254253254,0.70578128311337,0.000378210031681579
"10749","FBgn0259748",0.0034151460016554,0.705921164992779,0.000516519648095417
"3452","FBgn0030952",9.40447422776784e-05,0.707098273703997,1.4155635582702e-05
"10799","FBgn0260396",0.00108272311887452,0.707745558165733,0.000162541477768528
"6026","FBgn0035495",0.00306388870813587,0.709081432579855,0.000457450492089972
"6616","FBgn0036482",0.000159174672400185,0.709178043489861,2.37559792287065e-05
"8764","FBgn0040093",0.000336606881056177,0.709438774221728,5.01830634357103e-05
"1910","FBgn0024983",0.00299775580013062,0.709712351829095,0.000446418707801299
"4004","FBgn0031878",0.000734077069621656,0.709870945990805,0.000109245788859559
"5554","FBgn0034583",0.00200747921281972,0.710226901536966,0.000298317196146613
"2766","FBgn0029807",0.00416600312096629,0.710736244117246,0.000617783006250323
"6385","FBgn0036109",0.00301530155719658,0.711072555222985,0.000446524197274708
"6455","FBgn0036224",1.98652047406049e-05,0.711221277879388,2.93995611847118e-06
"8932","FBgn0040717",0.00283477763716191,0.711547536180454,0.000418969024729985
"7222","FBgn0037464",0.00206321101506708,0.712252211545649,0.000304047553885022
"9900","FBgn0052376",0.00221379836774094,0.712480444552415,0.000325931005710422
"3735","FBgn0031444",0.00455985088521403,0.712670008709671,0.000670806582076299
"10212","FBgn0053758",0.00118858201359334,0.712677659134175,0.00017484856211896
"8542","FBgn0039647",0.000448281016872649,0.712951342387223,6.58704614519932e-05
"5770","FBgn0035001",0.00203987802988218,0.713136174543055,0.000299510258693517
"8037","FBgn0038806",0.00198598335161488,0.713641529269552,0.000290986051889603
"7273","FBgn0037543",0.00274685356160466,0.714067748946224,0.000401756399227745
"9462","FBgn0051106",0.000240273446156969,0.714226031958354,3.5119406020565e-05
"2620","FBgn0029094",0.00113394131596228,0.714695995271367,0.00016541782996016
"11447","FBgn0264691",0.00299344216251986,0.714896308430634,0.000436314986231201
"6510","FBgn0036320",0.00309595585648824,0.715249436041052,0.000450593080799179
"10285","FBgn0062449",0.0017002650672972,0.715520431663791,0.000247181067727853
"5075","FBgn0033770",0.00256880844677937,0.715645247120654,0.00037325354103126
"7371","FBgn0037700",0.00109784430596161,0.716103125478005,0.000159214245538852
"9577","FBgn0051441",0.0011587462351416,0.71621269385863,0.000167969520530609
"7963","FBgn0038679",0.0021523880897522,0.717070003881275,0.000310887587237061
"6398","FBgn0036134",0.00240704456290128,0.717733455897717,0.000346703018955998
"9241","FBgn0047330",0.000406316252459891,0.717812993093291,5.85049428010019e-05
"11058","FBgn0261800",0.00116341790838919,0.718128728204467,0.000167296818548797
"5477","FBgn0034463",1.99337855211078e-06,0.718292733470265,2.86445561765504e-07
"6654","FBgn0036537",0.0014899435846988,0.71851711615745,0.000213900594827196
"7369","FBgn0037697",0.000647902247946729,0.719102168445706,9.2785693245681e-05
"1692","FBgn0022023",0.00193056318066433,0.719126220912408,0.000276446754556452
"6794","FBgn0036768",0.00442336174137682,0.719902310881252,0.000631330640347055
"904","FBgn0010042",0.000136154087617031,0.72054886264359,1.93797048699935e-05
"4673","FBgn0033042",0.00198930263337602,0.721316879074376,0.000282230132911301
"8815","FBgn0040318",0.00038582708500124,0.721329578255133,5.47358452154624e-05
"5254","FBgn0034082",0.00241094920445258,0.721556427321581,0.00034170310853647
"1760","FBgn0023175",0.00202909867484447,0.721946711744469,0.000287107027538981
"520","FBgn0003301",0.00241033666854153,0.722030461845989,0.000340928815578978
"10172","FBgn0053477",0.0027082817172023,0.722419041706676,0.000382438669343258
"2134","FBgn0026418",0.00170337263090922,0.722842846212928,0.000240100784568357
"6106","FBgn0035620",0.000686168634978586,0.723425997216209,9.64793504994231e-05
"6959","FBgn0037010",0.00147648840703636,0.724562400726882,0.000206596468457532
"10795","FBgn0260049",0.00174415200104677,0.725403215677196,0.000243170585127981
"7355","FBgn0037672",0.00126663157529602,0.725405097832922,0.000176593010083248
"3533","FBgn0031086",0.00020097822588709,0.725787513509434,2.79742612976082e-05
"841","FBgn0005322",0.00147523995915754,0.72579005360777,0.000205337156625903
"6027","FBgn0035496",0.00235077047922325,0.72579128194096,0.000327199635648003
"11269","FBgn0263038",0.00142530343682071,0.725817855716205,0.000198362831619725
"11553","FBgn0266186",0.00262645605796629,0.726258597980647,0.000364837630961058
"7937","FBgn0038632",0.00157130914919196,0.726636165360156,0.000217913852114263
"7645","FBgn0038149",0.00204859300399304,0.72735450743758,0.000283225901606737
"7164","FBgn0037370",0.00148474274633036,0.727417044886872,0.000205215985505421
"3044","FBgn0030307",0.00291924112462374,0.727454229668594,0.000403422561520935
"7849","FBgn0038486",0.00155830456177224,0.727572201295293,0.000215239107498762
"2365","FBgn0027903",0.00227691320942675,0.727668385467354,0.000314365422094215
"562","FBgn0003449",0.00202794108476902,0.728205521717279,0.000279340838150268
"1878","FBgn0024740",0.000664567661190907,0.728316236273791,9.14976810812085e-05
"11340","FBgn0263599",0.00159935110495146,0.728335084609894,0.000220180698063687
"3688","FBgn0031372",0.00100452156033679,0.728584692519029,0.000138141762260832
"11217","FBgn0262717",0.00230080589441657,0.728613647357431,0.000316367019045134
"11184","FBgn0262568",0.00233139770270383,0.728697751088838,0.00032045660778278
