"","ensembl","p.value"
"2557","FBgn0013720",0.259513827893791
"2558","FBgn0035189",0.259530676972828
"2559","FBgn0259896",0.259756342483587
"2560","FBgn0266711",0.259761482043003
"2561","FBgn0032444",0.259866713575646
"2562","FBgn0003525",0.259905131538585
"2563","FBgn0011300",0.260090529184471
"2564","FBgn0029707",0.260405708429587
"2565","FBgn0015553",0.260424143700236
"2566","FBgn0031208",0.260463506126237
"2567","FBgn0037618",0.260561253729428
"2568","FBgn0037385",0.260594014100054
"2569","FBgn0037906",0.26078637154428
"2570","FBgn0001296",0.260828442352352
"2571","FBgn0038577",0.261075743683945
"2572","FBgn0039272",0.261127876967465
"2573","FBgn0004620",0.261198370868225
"2574","FBgn0050000",0.261256179465176
"2575","FBgn0051523",0.261407690118273
"2576","FBgn0030854",0.26176153685804
"2577","FBgn0028394",0.261794571861237
"2578","FBgn0085491",0.261835130093061
"2579","FBgn0051606",0.261851801089672
"2580","FBgn0260932",0.26190390887844
"2581","FBgn0010421",0.261986406914335
"2582","FBgn0034534",0.262248350169664
"2583","FBgn0031734",0.262355948492604
"2584","FBgn0050466",0.26236103476426
"2585","FBgn0031620",0.262437729080807
"2586","FBgn0040764",0.262451811008067
"2587","FBgn0035429",0.262636213412519
"2588","FBgn0040496",0.262957069427389
"2589","FBgn0038386",0.263103908832776
"2590","FBgn0045843",0.263138055220678
"2591","FBgn0027654",0.263179375525435
"2592","FBgn0013725",0.263767782919495
"2593","FBgn0261349",0.263817900186738
"2594","FBgn0004854",0.263879706315027
"2595","FBgn0019828",0.264491707574267
"2596","FBgn0085360",0.264572307999313
"2597","FBgn0050349",0.264800719428134
"2598","FBgn0041710",0.264838027758089
"2599","FBgn0030631",0.265068009841099
"2600","FBgn0261788",0.265148007335815
"2601","FBgn0054011",0.265274623613251
"2602","FBgn0036667",0.265613808873021
"2603","FBgn0033644",0.265885503199607
"2604","FBgn0045980",0.265937359507472
"2605","FBgn0022700",0.266134728953974
"2606","FBgn0262017",0.266441133192675
"2607","FBgn0034501",0.266692399844969
"2608","FBgn0011244",0.266734238908119
"2609","FBgn0058470",0.266888857554629
"2610","FBgn0038796",0.266942659384669
"2611","FBgn0003969",0.267250145427364
"2612","FBgn0015789",0.267251166545998
"2613","FBgn0036975",0.267366384689985
"2614","FBgn0050463",0.267408509443854
"2615","FBgn0029903",0.267628356994002
"2616","FBgn0039128",0.267688344755945
"2617","FBgn0001316",0.267752941436605
"2618","FBgn0037894",0.268215315977206
"2619","FBgn0032337",0.269217785334948
"2620","FBgn0050265",0.269235103919065
"2621","FBgn0036350",0.26946451201378
"2622","FBgn0053476",0.269505458346134
"2623","FBgn0038038",0.269587162691311
"2624","FBgn0038017",0.269672094217466
"2625","FBgn0026565",0.270509179962473
"2626","FBgn0260440",0.270561781344114
"2627","FBgn0054025",0.270621359866171
"2628","FBgn0050339",0.270748908489595
"2629","FBgn0261437",0.270881088087026
"2630","FBgn0029898",0.271120689467917
"2631","FBgn0040816",0.271123652924962
"2632","FBgn0029724",0.27139387825268
"2633","FBgn0036214",0.271491056386461
"2634","FBgn0039925",0.271565941581218
"2635","FBgn0030694",0.271672859840107
"2636","FBgn0050323",0.271728655803109
"2637","FBgn0000045",0.272296286499748
"2638","FBgn0034070",0.272496457649185
"2639","FBgn0051806",0.27275136699918
"2640","FBgn0037836",0.272865448368823
"2641","FBgn0030558",0.272873562288514
"2642","FBgn0003380",0.273131929917507
"2643","FBgn0033863",0.273288335896204
"2644","FBgn0024734",0.273398834329519
"2645","FBgn0000426",0.273679641384676
"2646","FBgn0052600",0.27375506864837
"2647","FBgn0250753",0.274074696602067
"2648","FBgn0041775",0.274077627942084
"2649","FBgn0036587",0.274338750962198
"2650","FBgn0045442",0.274366806379499
"2651","FBgn0038819",0.274381303528837
"2652","FBgn0034225",0.274407620889735
"2653","FBgn0003149",0.274453898519372
"2654","FBgn0028945",0.274627457083717
"2655","FBgn0051281",0.274687507900993
"2656","FBgn0262007",0.274996919745208
"2657","FBgn0051635",0.275129559863622
"2658","FBgn0039677",0.275140961176157
"2659","FBgn0026250",0.27516932939073
"2660","FBgn0031548",0.275207662705379
"2661","FBgn0052086",0.275658978536275
"2662","FBgn0260856",0.275783313477245
"2663","FBgn0260971",0.276459020744118
"2664","FBgn0051921",0.276597781030401
"2665","FBgn0032668",0.276603393841526
"2666","FBgn0034290",0.277335078053927
"2667","FBgn0259715",0.277612941299535
"2668","FBgn0041713",0.277745978950624
"2669","FBgn0069973",0.277774713174381
"2670","FBgn0041181",0.277807918726113
"2671","FBgn0011289",0.277852606154619
"2672","FBgn0050295",0.278289991858274
"2673","FBgn0260965",0.278384688710201
"2674","FBgn0263987",0.278652701555276
"2675","FBgn0261545",0.279058905940237
"2676","FBgn0035192",0.279168013243287
"2677","FBgn0033789",0.279231787573276
"2678","FBgn0014342",0.27979294161464
"2679","FBgn0260934",0.279906491042896
"2680","FBgn0034401",0.280016780234487
"2681","FBgn0033032",0.280106805306468
"2682","FBgn0001114",0.280304110198162
"2683","FBgn0035730",0.280522108901291
"2684","FBgn0036610",0.280600402205826
"2685","FBgn0263774",0.280606299147043
"2686","FBgn0024491",0.280612889995567
"2687","FBgn0052811",0.281120411689972
"2688","FBgn0262519",0.281159315557806
"2689","FBgn0052512",0.281240812546294
"2690","FBgn0034010",0.281318551962025
"2691","FBgn0032522",0.281753982295495
"2692","FBgn0086674",0.281771270561458
"2693","FBgn0041195",0.281794446965812
"2694","FBgn0051858",0.281911444157467
"2695","FBgn0086445",0.282212331467834
"2696","FBgn0029082",0.282222266378314
"2697","FBgn0026415",0.282302246899813
"2698","FBgn0267366",0.282606226107233
"2699","FBgn0027788",0.282723264972544
"2700","FBgn0030840",0.282730032351722
"2701","FBgn0053099",0.282870213301707
"2702","FBgn0036764",0.282955472830891
"2703","FBgn0034451",0.282966824801972
"2704","FBgn0264954",0.283034746113371
"2705","FBgn0083979",0.283139504348821
"2706","FBgn0030676",0.283190716611283
"2707","FBgn0053128",0.283594876132561
"2708","FBgn0051997",0.283879929340931
"2709","FBgn0030737",0.284024051231299
"2710","FBgn0004057",0.28402423762442
"2711","FBgn0034439",0.284174293451531
"2712","FBgn0040503",0.284216379938891
"2713","FBgn0034397",0.284348296556453
"2714","FBgn0037518",0.28455034649267
"2715","FBgn0063491",0.285052216821238
"2716","FBgn0033369",0.285345133664752
"2717","FBgn0051820",0.285359090413705
"2718","FBgn0031321",0.285754281724826
"2719","FBgn0051741",0.285763570660191
"2720","FBgn0039419",0.286090838260863
"2721","FBgn0037101",0.286202174443916
"2722","FBgn0036331",0.286319871323164
"2723","FBgn0038150",0.286406104612266
"2724","FBgn0050411",0.286582867335691
"2725","FBgn0031849",0.287138188413641
"2726","FBgn0264815",0.287499076866932
"2727","FBgn0038404",0.287752920455406
"2728","FBgn0052181",0.287778620367777
"2729","FBgn0030294",0.287950941296999
"2730","FBgn0029936",0.288026525604906
"2731","FBgn0051907",0.288046431083064
"2732","FBgn0036325",0.288111897944283
"2733","FBgn0035594",0.288364149547482
"2734","FBgn0036836",0.288365861769659
"2735","FBgn0046294",0.288926159622027
"2736","FBgn0038892",0.289124539979162
"2737","FBgn0030913",0.289309175862753
"2738","FBgn0051233",0.289437059197918
"2739","FBgn0050125",0.289524983760143
"2740","FBgn0051784",0.289901906244897
"2741","FBgn0038798",0.29002996354926
"2742","FBgn0035139",0.290128642818826
"2743","FBgn0265045",0.290625832019101
"2744","FBgn0037885",0.290702245665715
"2745","FBgn0262820",0.29108389398977
"2746","FBgn0037852",0.291144855916061
"2747","FBgn0028744",0.291532590538511
"2748","FBgn0015904",0.291564137033842
"2749","FBgn0030276",0.292079431460659
"2750","FBgn0035044",0.29217143373747
"2751","FBgn0031905",0.292254175534175
"2752","FBgn0033301",0.292328534332066
"2753","FBgn0036789",0.292496400347792
"2754","FBgn0051704",0.292854259501217
"2755","FBgn0033623",0.292983168658278
"2756","FBgn0015299",0.293007818094591
"2757","FBgn0039737",0.293014240376439
"2758","FBgn0024804",0.293140201492817
"2759","FBgn0039199",0.293475344978836
"2760","FBgn0053489",0.293591359399501
"2761","FBgn0085312",0.293656683654229
"2762","FBgn0030575",0.29365862888943
"2763","FBgn0020912",0.293747797707201
"2764","FBgn0038282",0.293957721862468
"2765","FBgn0051467",0.294112151179134
"2766","FBgn0042189",0.294365274772814
"2767","FBgn0035779",0.294554370881993
"2768","FBgn0033238",0.294820613270078
"2769","FBgn0037294",0.29488126555884
"2770","FBgn0029848",0.294882048783514
"2771","FBgn0028546",0.295019492701348
"2772","FBgn0046114",0.29506454649624
"2773","FBgn0052228",0.295180664394525
"2774","FBgn0086371",0.295365300013553
"2775","FBgn0030067",0.29536534682978
"2776","FBgn0035685",0.2954348673332
"2777","FBgn0029657",0.295548701798141
"2778","FBgn0050272",0.295884749086953
"2779","FBgn0041625",0.295906317094162
"2780","FBgn0038012",0.296019684023035
"2781","FBgn0032706",0.296189752628159
"2782","FBgn0264490",0.296849723439418
"2783","FBgn0039041",0.297187972308187
"2784","FBgn0262081",0.297509570415463
"2785","FBgn0036259",0.297758230096959
"2786","FBgn0034923",0.297843284700066
"2787","FBgn0038006",0.297923295235228
"2788","FBgn0036367",0.297965091317995
"2789","FBgn0029121",0.298003892987568
"2790","FBgn0029969",0.298111743117353
"2791","FBgn0038944",0.298427689477784
"2792","FBgn0036311",0.298487788910437
"2793","FBgn0032974",0.298531919365749
"2794","FBgn0034118",0.299484035242176
"2795","FBgn0031183",0.299697633921132
"2796","FBgn0041604",0.299745679647178
"2797","FBgn0262127",0.299957423273223
"2798","FBgn0035372",0.299986617891215
"2799","FBgn0000183",0.30009695767095
"2800","FBgn0260642",0.3002330427583
"2801","FBgn0010295",0.300285008663893
"2802","FBgn0259967",0.300347303825135
"2803","FBgn0038257",0.30077425457564
"2804","FBgn0040372",0.300931708750577
"2805","FBgn0028856",0.301005013148325
"2806","FBgn0039006",0.301073082714152
"2807","FBgn0023167",0.301460493299446
"2808","FBgn0029176",0.301669412694048
"2809","FBgn0259101",0.301823929483522
"2810","FBgn0030041",0.302233705957079
"2811","FBgn0037632",0.302372883955677
"2812","FBgn0032276",0.302410172714149
"2813","FBgn0030362",0.302443208712894
"2814","FBgn0262740",0.302587532964033
"2815","FBgn0259247",0.302856845452901
"2816","FBgn0033665",0.302882633835744
"2817","FBgn0083945",0.302955350035966
"2818","FBgn0035065",0.303388514303517
"2819","FBgn0029719",0.303473882394441
"2820","FBgn0037350",0.303562217951442
"2821","FBgn0034539",0.303832584816986
"2822","FBgn0031613",0.30399369025312
"2823","FBgn0035539",0.304024233616026
"2824","FBgn0259213",0.304203865793066
"2825","FBgn0038611",0.30429426874896
"2826","FBgn0263321",0.304683119807413
"2827","FBgn0035150",0.304786496089805
"2828","FBgn0036875",0.304795193547957
"2829","FBgn0029785",0.30482824440667
"2830","FBgn0011596",0.305157631826315
"2831","FBgn0036125",0.305269856762488
"2832","FBgn0039887",0.305414153293769
"2833","FBgn0036618",0.305506674179615
"2834","FBgn0030662",0.305662068949441
"2835","FBgn0260970",0.305735423349004
"2836","FBgn0013812",0.305743855859676
"2837","FBgn0014018",0.306209600748224
"2838","FBgn0030586",0.306390502422473
"2839","FBgn0031417",0.306513555447962
"2840","FBgn0052572",0.306513788910338
"2841","FBgn0260006",0.306683712851101
"2842","FBgn0033483",0.306799776105461
"2843","FBgn0030351",0.306881673022257
"2844","FBgn0031189",0.307006592560969
"2845","FBgn0031738",0.307007544006862
"2846","FBgn0030776",0.307199817120406
"2847","FBgn0037003",0.307277410075991
"2848","FBgn0028850",0.307341132834848
"2849","FBgn0052499",0.307535142475051
"2850","FBgn0030161",0.307584864336787
"2851","FBgn0085415",0.307704401330536
"2852","FBgn0028426",0.307786704497619
"2853","FBgn0032869",0.308258334452099
"2854","FBgn0040795",0.308259896227464
"2855","FBgn0052462",0.308336792588193
"2856","FBgn0032677",0.308642155685977
"2857","FBgn0027514",0.308684075731498
"2858","FBgn0260648",0.30874365071158
"2859","FBgn0026206",0.308888285848823
"2860","FBgn0029947",0.30891458146333
"2861","FBgn0027537",0.308978637666967
"2862","FBgn0032783",0.309331292618314
"2863","FBgn0031381",0.30960436404798
"2864","FBgn0028986",0.309757463250291
"2865","FBgn0037766",0.310213126084748
"2866","FBgn0262527",0.310240633580202
"2867","FBgn0038854",0.310307432139689
"2868","FBgn0034331",0.310773363370453
"2869","FBgn0029823",0.31132825336886
"2870","FBgn0034505",0.311430695725628
"2871","FBgn0028518",0.31149649891441
"2872","FBgn0034104",0.311645545261694
"2873","FBgn0051008",0.311720656741862
"2874","FBgn0040338",0.311754142329681
"2875","FBgn0028997",0.312057903609044
"2876","FBgn0039897",0.312069884398033
"2877","FBgn0038423",0.312208923952345
"2878","FBgn0035337",0.312451494792794
"2879","FBgn0036262",0.312576219512134
"2880","FBgn0020509",0.31259989499335
"2881","FBgn0031751",0.31263060981365
"2882","FBgn0015831",0.312673151594709
"2883","FBgn0030481",0.312695358411744
"2884","FBgn0030052",0.31286316727896
"2885","FBgn0039766",0.312893467492368
"2886","FBgn0032080",0.313379944522652
"2887","FBgn0051706",0.313468864224994
"2888","FBgn0033828",0.314096847652326
"2889","FBgn0030026",0.314872036190893
"2890","FBgn0032521",0.314939070818046
"2891","FBgn0039115",0.315005566426018
"2892","FBgn0032162",0.315088548424433
"2893","FBgn0033233",0.315393679199253
"2894","FBgn0058298",0.315403183782293
"2895","FBgn0038740",0.315628261479072
"2896","FBgn0262787",0.31569888977648
"2897","FBgn0028852",0.315874803394995
"2898","FBgn0014011",0.315998753692311
"2899","FBgn0037399",0.316001918226213
"2900","FBgn0038153",0.316245456683065
"2901","FBgn0041229",0.316391660419102
"2902","FBgn0261929",0.316614426841018
"2903","FBgn0085250",0.317090837026815
"2904","FBgn0038826",0.317130258936288
"2905","FBgn0261575",0.317172748704232
"2906","FBgn0031267",0.317461500842319
"2907","FBgn0036058",0.317571306149465
"2908","FBgn0263111",0.317656994383353
"2909","FBgn0263873",0.317784641677011
"2910","FBgn0262579",0.317868793769254
"2911","FBgn0034142",0.317913624626229
"2912","FBgn0001233",0.318029235952515
"2913","FBgn0032873",0.318239073502871
"2914","FBgn0028888",0.318244135494623
"2915","FBgn0022710",0.31833480702083
"2916","FBgn0031549",0.318357326761946
"2917","FBgn0044046",0.318436410333771
"2918","FBgn0030319",0.318526527613227
"2919","FBgn0038649",0.318527537524801
"2920","FBgn0026090",0.318637249442527
"2921","FBgn0036390",0.318720480765063
"2922","FBgn0259168",0.318798908278029
"2923","FBgn0052365",0.319813916087084
"2924","FBgn0038849",0.319833071843836
"2925","FBgn0039838",0.320185604023763
"2926","FBgn0052404",0.32023921014224
"2927","FBgn0039059",0.320500805213397
"2928","FBgn0032538",0.320541127045332
"2929","FBgn0036225",0.320763169680959
"2930","FBgn0038494",0.321170499899163
"2931","FBgn0052170",0.321190372126515
"2932","FBgn0040308",0.321224015737696
"2933","FBgn0033387",0.321570888891773
"2934","FBgn0034229",0.321656960942093
"2935","FBgn0037683",0.321801013842077
"2936","FBgn0260400",0.321897363170802
"2937","FBgn0040356",0.321936054062418
"2938","FBgn0051792",0.322065872115846
"2939","FBgn0264712",0.32226689134938
"2940","FBgn0033744",0.322361906880462
"2941","FBgn0029714",0.322466708520672
"2942","FBgn0028737",0.322659463008727
"2943","FBgn0021800",0.322753874959751
"2944","FBgn0052677",0.322865470971759
"2945","FBgn0030091",0.322899066738794
"2946","FBgn0035608",0.322943600781167
"2947","FBgn0031169",0.323237293077356
"2948","FBgn0033474",0.323612397928885
"2949","FBgn0243516",0.323683774182746
"2950","FBgn0031850",0.323814983761829
"2951","FBgn0036942",0.323885031780127
"2952","FBgn0005533",0.323967919404812
"2953","FBgn0023540",0.32396840057879
"2954","FBgn0040309",0.324035038352062
"2955","FBgn0000463",0.324186863935244
"2956","FBgn0029825",0.3242576131732
"2957","FBgn0052073",0.324312702684621
"2958","FBgn0034473",0.324387868213752
"2959","FBgn0039756",0.324458425863529
"2960","FBgn0262743",0.32501409651096
"2961","FBgn0040519",0.325277260499734
"2962","FBgn0038697",0.325497360434607
"2963","FBgn0037504",0.325685540790946
"2964","FBgn0000640",0.32574448748775
"2965","FBgn0267001",0.326742538070687
"2966","FBgn0013323",0.326832936391391
"2967","FBgn0264776",0.326846632512203
"2968","FBgn0034284",0.326953924724826
"2969","FBgn0086906",0.327494753658104
"2970","FBgn0028490",0.327553129427558
"2971","FBgn0250907",0.327803348799473
"2972","FBgn0036471",0.327813049622332
"2973","FBgn0031081",0.327820709653358
"2974","FBgn0036754",0.327928283604979
"2975","FBgn0033473",0.32824710207458
"2976","FBgn0036552",0.328661123565232
"2977","FBgn0038359",0.328737806895933
"2978","FBgn0085436",0.328755562219578
"2979","FBgn0027280",0.328781294890175
"2980","FBgn0032801",0.329284424090559
"2981","FBgn0002413",0.329602919673137
"2982","FBgn0051816",0.329891222167911
"2983","FBgn0051538",0.330382496691205
"2984","FBgn0036321",0.330672057247524
"2985","FBgn0035581",0.330680409860881
"2986","FBgn0052767",0.330681098011082
"2987","FBgn0004198",0.330819637025188
"2988","FBgn0001325",0.331013748532493
"2989","FBgn0004921",0.33196418756065
"2990","FBgn0038771",0.331975092672466
"2991","FBgn0034133",0.331980263760582
"2992","FBgn0035847",0.332076056359019
"2993","FBgn0004171",0.332524286985097
"2994","FBgn0023526",0.332674877150669
"2995","FBgn0000490",0.332829224858638
"2996","FBgn0027521",0.332896928029953
"2997","FBgn0039294",0.333282281419342
"2998","FBgn0265140",0.333386961963842
"2999","FBgn0038241",0.333717968391876
"3000","FBgn0052203",0.333827947265048
"3001","FBgn0039688",0.333871676435245
"3002","FBgn0003087",0.333914006005439
"3003","FBgn0034324",0.333939185872251
"3004","FBgn0033140",0.333964578748941
"3005","FBgn0032331",0.334370169851264
"3006","FBgn0036156",0.334711686827509
"3007","FBgn0029708",0.33485213528531
"3008","FBgn0028379",0.335742042949014
"3009","FBgn0035103",0.335760637806791
"3010","FBgn0259822",0.335785728076661
"3011","FBgn0015033",0.335814957104994
"3012","FBgn0029880",0.335854607903824
"3013","FBgn0035167",0.335858332266827
"3014","FBgn0262960",0.336217577743755
"3015","FBgn0086683",0.336709088590325
"3016","FBgn0013300",0.336716506533238
"3017","FBgn0050115",0.337284450252133
"3018","FBgn0036815",0.337477857606992
"3019","FBgn0030438",0.337534168880861
"3020","FBgn0261599",0.33780316293467
"3021","FBgn0028694",0.337901453924074
"3022","FBgn0038511",0.337904524872284
"3023","FBgn0026199",0.33803161733932
"3024","FBgn0038280",0.33814244859918
"3025","FBgn0002643",0.338230678805663
"3026","FBgn0010105",0.338415238386613
"3027","FBgn0028853",0.338605082051257
"3028","FBgn0011802",0.338850899082707
"3029","FBgn0013770",0.339246796511446
"3030","FBgn0038742",0.339532239596188
"3031","FBgn0034500",0.339560341735542
"3032","FBgn0027500",0.339671009610318
"3033","FBgn0037719",0.339898585528378
"3034","FBgn0052037",0.340003703772996
"3035","FBgn0015032",0.340236581374385
"3036","FBgn0266720",0.340342294594687
"3037","FBgn0038225",0.340360282386538
"3038","FBgn0026398",0.340524304200312
"3039","FBgn0037684",0.340615109169097
"3040","FBgn0263607",0.340630196856635
"3041","FBgn0030812",0.340817135397202
"3042","FBgn0030876",0.340839201038046
"3043","FBgn0032624",0.340935655816966
"3044","FBgn0037517",0.341278690603774
"3045","FBgn0030459",0.341474726219194
"3046","FBgn0052409",0.341480286499963
"3047","FBgn0086904",0.341496627825192
"3048","FBgn0259216",0.341522359832359
"3049","FBgn0037662",0.341541958830901
"3050","FBgn0261873",0.342156079450097
"3051","FBgn0263773",0.342236881093133
"3052","FBgn0028948",0.342264730301337
"3053","FBgn0034509",0.34234936680023
"3054","FBgn0016685",0.342568545175976
"3055","FBgn0031746",0.342573649314685
"3056","FBgn0264294",0.342731106260452
"3057","FBgn0262576",0.342898440002077
"3058","FBgn0036725",0.343117511849227
"3059","FBgn0032166",0.343397677148793
"3060","FBgn0036822",0.343464910227823
"3061","FBgn0014931",0.343692380021842
"3062","FBgn0053263",0.344143297373621
"3063","FBgn0262719",0.344675082350964
"3064","FBgn0029648",0.344676800286957
"3065","FBgn0036934",0.345304857375808
"3066","FBgn0038208",0.345467338385217
"3067","FBgn0030065",0.345645407990102
"3068","FBgn0038223",0.345646015124949
"3069","FBgn0037552",0.345806075332872
"3070","FBgn0051954",0.345857061535525
"3071","FBgn0028893",0.345880764999947
"3072","FBgn0031764",0.346046951961133
"3073","FBgn0030494",0.346413474941247
"3074","FBgn0262890",0.346903137509812
"3075","FBgn0046706",0.34690830912404
"3076","FBgn0050159",0.347385405888019
"3077","FBgn0243586",0.34739693217678
"3078","FBgn0038809",0.347584919365553
"3079","FBgn0038959",0.347750218495608
"3080","FBgn0032945",0.348110088408998
"3081","FBgn0033999",0.348231692380955
"3082","FBgn0038515",0.348465743148973
"3083","FBgn0032943",0.34848431105933
"3084","FBgn0061492",0.349024821340572
"3085","FBgn0038159",0.349187879575913
"3086","FBgn0035792",0.349408761197722
"3087","FBgn0050377",0.349644127545541
"3088","FBgn0038203",0.349664397624346
"3089","FBgn0250843",0.349798451011186
"3090","FBgn0038584",0.350006617137227
"3091","FBgn0083938",0.350503556137612
"3092","FBgn0026373",0.350767276137778
"3093","FBgn0051163",0.350780964215102
"3094","FBgn0031459",0.351125731008261
"3095","FBgn0035612",0.351716231078233
"3096","FBgn0028940",0.351751695690215
"3097","FBgn0037737",0.351778989472707
"3098","FBgn0039584",0.352027133658265
"3099","FBgn0030984",0.352292613028948
"3100","FBgn0045468",0.352545202059722
"3101","FBgn0011016",0.352628116181693
"3102","FBgn0051226",0.352856469359409
"3103","FBgn0266569",0.353230815171213
"3104","FBgn0033353",0.353397812010686
"3105","FBgn0051870",0.354438548022778
"3106","FBgn0030417",0.354815804302907
"3107","FBgn0028531",0.355038447517731
"3108","FBgn0029091",0.355112195550291
"3109","FBgn0050361",0.35516441825628
"3110","FBgn0003731",0.35556047068375
"3111","FBgn0041237",0.355835840925533
"3112","FBgn0264542",0.355836710197053
"3113","FBgn0085424",0.356059374939118
"3114","FBgn0053124",0.356131566053503
"3115","FBgn0000448",0.356155647644118
"3116","FBgn0024364",0.356959141631892
"3117","FBgn0030373",0.356996706223729
"3118","FBgn0085296",0.357080474545726
"3119","FBgn0029896",0.357175953695647
"3120","FBgn0038349",0.35721468401378
"3121","FBgn0265296",0.358296382542624
"3122","FBgn0031608",0.358694495197034
"3123","FBgn0036437",0.358817413781039
"3124","FBgn0033279",0.359391760824186
"3125","FBgn0053531",0.359456736554778
"3126","FBgn0031906",0.359738900127833
"3127","FBgn0011656",0.359894184985277
"3128","FBgn0086254",0.359946590689598
"3129","FBgn0036460",0.360081656749266
"3130","FBgn0038832",0.360130375791736
"3131","FBgn0027596",0.360131301678704
"3132","FBgn0042693",0.360150253241184
"3133","FBgn0087021",0.360197653602393
"3134","FBgn0035922",0.360359813011366
"3135","FBgn0032707",0.360471713040726
"3136","FBgn0050354",0.360489309598116
"3137","FBgn0040337",0.360602280120446
"3138","FBgn0034054",0.360645100124981
"3139","FBgn0029603",0.360727674926336
"3140","FBgn0259171",0.360762304563297
"3141","FBgn0032457",0.361162818743931
"3142","FBgn0052719",0.361735280739408
"3143","FBgn0031130",0.361939590423331
"3144","FBgn0030647",0.362102614978314
"3145","FBgn0036824",0.362284751208489
"3146","FBgn0015924",0.362565154537796
"3147","FBgn0052109",0.362572472838121
"3148","FBgn0053544",0.362612696121013
"3149","FBgn0085371",0.36265996383471
"3150","FBgn0053757",0.363504106968894
"3151","FBgn0039500",0.363939556206736
"3152","FBgn0038655",0.364193249692211
"3153","FBgn0261461",0.36435402627394
"3154","FBgn0051213",0.364403984945156
"3155","FBgn0051155",0.364486655621131
"3156","FBgn0036337",0.364670496812112
"3157","FBgn0029866",0.364674761478804
"3158","FBgn0001624",0.364691062108141
"3159","FBgn0030700",0.365053759705648
"3160","FBgn0040355",0.365169796695908
"3161","FBgn0026079",0.365273195655597
"3162","FBgn0261649",0.365276948759149
"3163","FBgn0035817",0.365292331970956
"3164","FBgn0032445",0.365391169138122
"3165","FBgn0034903",0.365690254231982
"3166","FBgn0032210",0.365787186414884
"3167","FBgn0034666",0.36585308556318
"3168","FBgn0030421",0.366013081884627
"3169","FBgn0038420",0.366335195706216
"3170","FBgn0038281",0.366535162247719
"3171","FBgn0053172",0.36659126372239
"3172","FBgn0037792",0.366824712512992
"3173","FBgn0038566",0.366832231774417
"3174","FBgn0033485",0.366894285592323
"3175","FBgn0261860",0.366905603768035
"3176","FBgn0010225",0.367058311221437
"3177","FBgn0033554",0.367098969069451
"3178","FBgn0261383",0.36710502218345
"3179","FBgn0039459",0.367595742253129
"3180","FBgn0050203",0.368276696389478
"3181","FBgn0033848",0.368307863887873
"3182","FBgn0039086",0.368317880513954
"3183","FBgn0262581",0.368391910426087
"3184","FBgn0036441",0.368594446680294
"3185","FBgn0033389",0.368602520314476
"3186","FBgn0264492",0.368775942082398
"3187","FBgn0259682",0.368795703067131
"3188","FBgn0038656",0.368916453821649
"3189","FBgn0030283",0.369054060891937
"3190","FBgn0087007",0.369247221338089
"3191","FBgn0036152",0.369887457281044
"3192","FBgn0264495",0.369944874269554
"3193","FBgn0037512",0.370057710965178
"3194","FBgn0028855",0.370302889186634
"3195","FBgn0263257",0.370470525483909
"3196","FBgn0259190",0.370733669991292
"3197","FBgn0259162",0.371371030211461
"3198","FBgn0263106",0.371496253319677
"3199","FBgn0037230",0.37153347054027
"3200","FBgn0031437",0.371781306114916
"3201","FBgn0261836",0.372038459958654
"3202","FBgn0030880",0.372143314344326
"3203","FBgn0013987",0.372306730328567
"3204","FBgn0259785",0.372311587265782
"3205","FBgn0039407",0.37250357106379
"3206","FBgn0037498",0.372635875497147
"3207","FBgn0020224",0.373001453208832
"3208","FBgn0032375",0.373680400175767
"3209","FBgn0036382",0.373906073309687
"3210","FBgn0052554",0.373907074120612
"3211","FBgn0039678",0.374187643293024
"3212","FBgn0039501",0.374198803873499
"3213","FBgn0037581",0.374199541265007
"3214","FBgn0034281",0.374370508154765
"3215","FBgn0030263",0.374403366378985
"3216","FBgn0259221",0.374404157716013
"3217","FBgn0052461",0.375024694368751
"3218","FBgn0029522",0.37527682041513
"3219","FBgn0004396",0.375355121388176
"3220","FBgn0040075",0.376128598925342
"3221","FBgn0039413",0.376291586286507
"3222","FBgn0010482",0.376400606010924
"3223","FBgn0025631",0.37648325795861
"3224","FBgn0033588",0.376739445678593
"3225","FBgn0259740",0.376880271387441
"3226","FBgn0041210",0.377082740936794
"3227","FBgn0034318",0.377222307597001
"3228","FBgn0051050",0.377276507062061
"3229","FBgn0038035",0.377613189556977
"3230","FBgn0037284",0.377660835170813
"3231","FBgn0029726",0.377794339010016
"3232","FBgn0038804",0.378338891320614
"3233","FBgn0036830",0.378595027465256
"3234","FBgn0250821",0.379055352550388
"3235","FBgn0020910",0.379446310173402
"3236","FBgn0039523",0.379446913833833
"3237","FBgn0035880",0.379447344300125
"3238","FBgn0038467",0.380115338442422
"3239","FBgn0027053",0.380224973840119
"3240","FBgn0052590",0.38077344442462
"3241","FBgn0030318",0.380836759129489
"3242","FBgn0035383",0.380864302121601
"3243","FBgn0024234",0.381024205555031
"3244","FBgn0259238",0.381242766626084
"3245","FBgn0010015",0.381274033863214
"3246","FBgn0033469",0.381342366003093
"3247","FBgn0038550",0.381367724551002
"3248","FBgn0022772",0.381457559995225
"3249","FBgn0000568",0.381700641323953
"3250","FBgn0035718",0.382105144562192
"3251","FBgn0038722",0.382197656841798
"3252","FBgn0264270",0.382214510040721
"3253","FBgn0033686",0.382313964463109
"3254","FBgn0013576",0.382542237990593
"3255","FBgn0051898",0.382577889547268
