"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","geneSymbol"
"FBgn0000108",55029.0965028711,-0.00389510299981842,0.0660917538192014,-0.0589347804337852,0.953004055405435,1,"FBgn0000108","Appl"
"FBgn0000109",323.514104129677,1.07566826808354,0.0608851622797812,17.6671659860346,7.50749412517179e-70,9.25523875751178e-66,"FBgn0000109","Aprt"
"FBgn0000114",1734.23741851202,0.0702213527321621,0.0536037808440729,1.31000745892212,0.190193312297773,1,"FBgn0000114","aret"
"FBgn0000115",542.025379422983,-0.0122143387906185,0.0543494291718292,-0.224737204727617,0.82218371967283,1,"FBgn0000115","Arl1"
"FBgn0000116",39412.9295723986,0.149746669250894,0.0615044750531161,2.43472802786416,0.0149029864885935,1,"FBgn0000116","Argk"
"FBgn0000117",20146.0486656842,-0.00898737485653417,0.0330849895578345,-0.271645086688745,0.785894928359906,1,"FBgn0000117","arm"
"FBgn0000119",1896.58313114182,0.114648864765653,0.0477669251756535,2.40017259524357,0.0163873430712599,1,"FBgn0000119","arr"
"FBgn0000120",10279.6630124455,-0.504225979687813,0.136197860057798,-3.70215787145139,0.000213773524910711,1,"FBgn0000120","Arr1"
"FBgn0000121",16866.2048430973,-0.54534043452677,0.132617506041286,-4.11213007095003,3.92025315479316e-05,0.483288808922901,"FBgn0000121","Arr2"
"FBgn0000137",0.521013644669115,-0.00365922821805639,0.0618639451458003,-0.0591496098322271,0.952832944849666,NA,"FBgn0000137","ase"
"FBgn0000139",720.320142195654,-0.120067987599356,0.0456966257249903,-2.62750226508943,0.00860142691875924,1,"FBgn0000139","ash2"
"FBgn0000140",22.3365294336354,0.432490980735352,0.141564282687791,3.05508545322252,0.00224996405424886,1,"FBgn0000140","asp"
"FBgn0000146",209.235180315917,-1.02400152098295,0.0768048655011045,-13.3325084850024,1.49775471370909e-40,1.84643201106057e-36,"FBgn0000146","aub"
"FBgn0000147",254.045914282042,-0.259049305765905,0.0644024247870467,-4.02235329838089,5.76195423486702e-05,0.710333718074407,"FBgn0000147","aurA"
"FBgn0000150",2607.07966443964,0.00713723077615285,0.0753528810990194,0.094717423833788,0.924539277981158,1,"FBgn0000150","awd"
"FBgn0000152",586.407602040107,0.210565802772819,0.0571453250842682,3.68474240827771,0.000228934052903391,1,"FBgn0000152","Axs"
"FBgn0000153",1300.51695688599,-0.319061641664448,0.151014242877728,-2.11279171808174,0.0346185988493525,1,"FBgn0000153","b"
"FBgn0000157",680.790669495074,-0.209036912430866,0.0519871500638496,-4.02093425344785,5.79677835027338e-05,0.714626835021702,"FBgn0000157","Dll"
"FBgn0000158",1.34359767916537,0.00595721821326042,0.105865599988165,0.0562715198697822,0.955125506725559,1,"FBgn0000158","bam"
"FBgn0000163",191.192009432313,-0.189422822650746,0.099809115513232,-1.89785092951388,0.0577157220097625,1,"FBgn0000163","baz"
"FBgn0000166",0.21629454365023,-0.0182411630471619,0.0394844538426863,-0.46198342061,0.644093209891273,NA,"FBgn0000166","bcd"
"FBgn0000173",3867.74506362686,0.033040439035058,0.0565252807802216,0.584524987386156,0.558867158984255,1,"FBgn0000173","ben"
"FBgn0000179",1216.34796056777,0.0379605020750682,0.0661099526199946,0.574202530340148,0.565830757249715,1,"FBgn0000179","bi"
"FBgn0000180",455.024352512176,-0.115589531130089,0.0559029084168187,-2.06768367520773,0.0386697779804309,1,"FBgn0000180","bib"
"FBgn0000181",7784.84861002741,-0.187870559322747,0.0395203951487131,-4.75376216800973,1.99665900424581e-06,0.0246148122043423,"FBgn0000181","bic"
"FBgn0000182",0,NA,NA,NA,NA,NA,"FBgn0000182","BicC"
"FBgn0000183",5747.42015657059,-0.0659878165200743,0.0606346533151513,-1.08828554155492,0.276469071371123,1,"FBgn0000183","BicD"
"FBgn0000206",223.818100449353,-0.713813434780605,0.137066357242464,-5.20779459775023,1.91098291462379e-07,0.0023558597371482,"FBgn0000206","boss"
"FBgn0000212",5030.9438905093,0.0153054950419307,0.0446615646010397,0.342699481727838,0.731824552660234,1,"FBgn0000212","brm"
"FBgn0000216",0,NA,NA,NA,NA,NA,"FBgn0000216","Brd"
"FBgn0000221",228.193495390374,0.0523663937917274,0.073477853559667,0.712682682669871,0.476042134782356,1,"FBgn0000221","brn"
"FBgn0000227",0.166454197668872,0.00431359150556742,0.0308142000927662,0.139987132315015,0.888670157200052,NA,"FBgn0000227","Bsg25A"
"FBgn0000228",2867.15685289674,0.103136420710996,0.0443161762401774,2.32728609418002,0.0199500433923365,1,"FBgn0000228","Bsg25D"
"FBgn0000229",6303.79587789611,-0.0558335316395191,0.0382130225483168,-1.46111267615439,0.143984522034728,1,"FBgn0000229","bsk"
"FBgn0000233",41.1128105555726,-0.0700648752679609,0.124037192724992,-0.564869888851039,0.572162265899203,1,"FBgn0000233","btd"
"FBgn0000239",2975.46045948651,-0.0217517460825642,0.0313811834349439,-0.693146137323266,0.488217846198326,1,"FBgn0000239","bur"
"FBgn0000241",45.9371763048047,-0.0412012584611546,0.136603924980203,-0.301611088166943,0.762948554292321,1,"FBgn0000241","bw"
"FBgn0000244",801.581243725179,0.0956022675699927,0.0414656803633161,2.30557576126426,0.0211343489577507,1,"FBgn0000244","by"
"FBgn0000246",489.07869875919,-0.111852394905769,0.0509115140769879,-2.19699604173285,0.0280207289034187,1,"FBgn0000246","c(3)G"
"FBgn0000247",4956.17724313089,0.136927185282816,0.0516714667252195,2.64995739352578,0.00805019222022365,1,"FBgn0000247","ca"
"FBgn0000250",2452.98506868274,-0.0363512067902644,0.0384519630513682,-0.945366735677517,0.344471678525388,1,"FBgn0000250","cact"
"FBgn0000251",3.13960847702322,-0.182419735216694,0.132178492286642,-1.38010149806445,0.167555396112333,1,"FBgn0000251","cad"
"FBgn0000253",67455.6560585215,0.0216984705968652,0.0599773293705881,0.361777872148902,0.717518029142728,1,"FBgn0000253","Cam"
"FBgn0000256",4005.89463045087,0.0128947705617138,0.0394687460613168,0.32670839204471,0.743888452343478,1,"FBgn0000256","capu"
"FBgn0000257",1480.25985671747,0.0357083175058413,0.0487463930283423,0.732532507278633,0.463843609015916,1,"FBgn0000257","car"
"FBgn0000259",6281.16245151731,0.0121851956388953,0.0450298283409778,0.270602755725068,0.786696576120762,1,"FBgn0000259","CkIIbeta"
"FBgn0000261",1610.52447098689,0.0134417245688427,0.0651362869007023,0.206363076687716,0.836507310594246,1,"FBgn0000261","Cat"
"FBgn0000273",17314.8420564005,0.0931699937107402,0.0654938573516534,1.42257606252273,0.154859087297734,1,"FBgn0000273","Pka-C1"
"FBgn0000274",1.53117334432687,0.00805724714845219,0.0994387677435881,0.0810272223930663,0.935420303339641,1,"FBgn0000274","Pka-C2"
"FBgn0000276",19.2748028456476,-0.811067164967524,0.134713377078788,-6.02068764479988,1.73677631169669e-09,2.14109783705968e-05,"FBgn0000276","CecA1"
"FBgn0000277",14.8149727329254,-0.916215779717496,0.138065167503187,-6.63611102124181,3.22067300922065e-11,3.97044568576722e-07,"FBgn0000277","CecA2"
"FBgn0000278",3.65107375977808,-0.4753462317335,0.120412669140034,-3.94764301072587,7.8924373300336e-05,0.972979674046542,"FBgn0000278","CecB"
"FBgn0000279",11.903608900034,-0.517871506278166,0.121765033980446,-4.25303955782026,2.10888305304603e-05,0.259983102779515,"FBgn0000279","CecC"
"FBgn0000280",0,NA,NA,NA,NA,NA,"FBgn0000280","Cec-Psi1"
"FBgn0000281",0.628055643618606,0.0260765139208498,0.0711960492830534,0.366263496127119,0.714168465765281,NA,"FBgn0000281","Cec2"
"FBgn0000283",5470.00865362387,0.0196024193998612,0.028038755858816,0.699118730465988,0.484477833921841,1,"FBgn0000283","Cp190"
"FBgn0000286",2223.32114255628,0.0517102300936751,0.0528043605621178,0.979279543265076,0.327441875319849,1,"FBgn0000286","Cf2"
"FBgn0000287",1540.44772038303,0.109328448190811,0.0465780799032213,2.34720813777576,0.0189146854125139,1,"FBgn0000287","salr"
"FBgn0000289",11757.3506667023,0.0455299019420504,0.0435617532976612,1.04518065723711,0.295939481492732,1,"FBgn0000289","cg"
"FBgn0000299",5222.64773246938,0.0724371371440489,0.0915360609730561,0.791350822550372,0.428739298769162,1,"FBgn0000299","Cg25C"
"FBgn0000303",7731.25642704464,0.0183947418376898,0.0552882883508657,0.332705938027141,0.739356266783097,1,"FBgn0000303","Cha"
"FBgn0000307",4681.12082310127,-0.0183878308248952,0.0468488769333547,-0.392492457205602,0.694694383465315,1,"FBgn0000307","chif"
"FBgn0000308",6830.02858163864,-0.0201266045725867,0.0341510533718448,-0.58934066699037,0.555632769718508,1,"FBgn0000308","chic"
"FBgn0000316",2276.30487986292,1.16777443741636,0.0320821097958512,36.3995524249273,4.32696957641747e-290,5.33428809380745e-286,"FBgn0000316","cin"
"FBgn0000317",516.744914317642,0.206373129250622,0.0636778853804515,3.24089168504293,0.00119156449937045,1,"FBgn0000317","ck"
"FBgn0000318",1191.61496884677,0.0114786660181847,0.0435371726100567,0.2636520777542,0.792048025596184,1,"FBgn0000318","cl"
"FBgn0000319",18510.7884035599,-0.0108909408643522,0.0400352882601215,-0.272033531857955,0.785596236533263,1,"FBgn0000319","Chc"
"FBgn0000320",194.50126120633,-0.0741031273124441,0.0881036914147221,-0.841089926228239,0.400297558158113,1,"FBgn0000320","eya"
"FBgn0000326",607.723574156715,-0.0537986497795677,0.0552405905056938,-0.973897079793571,0.330107643836678,1,"FBgn0000326","clt"
"FBgn0000330",992.779854207625,0.00433761844963791,0.0347239239867319,0.124917289051068,0.900589030899617,1,"FBgn0000330","cm"
"FBgn0000337",2.73156050587856,-0.231188795102698,0.126707068945431,-1.82459271630901,0.0680625133877753,1,"FBgn0000337","cn"
"FBgn0000339",948.317576126361,-0.0162297729221553,0.0422835134902781,-0.383832174350574,0.701102839577401,1,"FBgn0000339","cni"
"FBgn0000346",20731.5575533889,0.164114366406364,0.0355741532080538,4.61330352535867,3.96318890227392e-06,0.0488581927872329,"FBgn0000346","comt"
"FBgn0000351",62.1871580597304,0.0331025553782309,0.104702116897564,0.316159370594359,0.751881544767953,1,"FBgn0000351","cort"
"FBgn0000352",2594.76302651546,0.185649211143323,0.0433074362808091,4.28677444537603,1.81286196641529e-05,0.223489623219677,"FBgn0000352","cos"
"FBgn0000355",0.157741736954343,0.0103587176883082,0.0303645839326116,0.341144726741436,0.732994631538584,NA,"FBgn0000355","Cp15"
"FBgn0000356",0.0447494959089739,-0.00293660081164356,0.0303645839326116,-0.0967113798812718,0.922955602358474,NA,"FBgn0000356","Cp16"
"FBgn0000357",125.277841846861,-0.00507206645550616,0.123679814368229,-0.041009654497097,0.967288199162662,1,"FBgn0000357","Cp18"
"FBgn0000358",0,NA,NA,NA,NA,NA,"FBgn0000358","Cp19"
"FBgn0000359",0.558022836019929,0.104991440532818,0.0637953620709802,1.64575350189253,0.0998145189733344,NA,"FBgn0000359","Cp36"
"FBgn0000360",0.0498151295197756,-0.00294465996536758,0.0303645839326116,-0.0969767928288657,0.922744824207781,NA,"FBgn0000360","Cp38"
"FBgn0000370",5672.23016740437,-0.105852667857903,0.0424150681607232,-2.49563828252723,0.0125730738616359,1,"FBgn0000370","crc"
"FBgn0000376",1082.29274580292,-0.0218026589111066,0.0481559041037425,-0.452751522723715,0.650727674588136,1,"FBgn0000376","crm"
"FBgn0000377",925.090373772562,0.000887967069955313,0.0443373516852824,0.0200275171205156,0.98402142147728,1,"FBgn0000377","crn"
"FBgn0000382",23509.489215898,-0.0203063435094522,0.0569682521166066,-0.356450176282182,0.721503458403335,1,"FBgn0000382","csw"
"FBgn0000384",1091.35247993659,-0.0546903580322959,0.0892792893743652,-0.612576090328953,0.540156671672832,1,"FBgn0000384","cta"
"FBgn0000392",0,NA,NA,NA,NA,NA,"FBgn0000392","cup"
"FBgn0000394",211.491949973389,-0.26327139851602,0.0779617259281027,-3.37693137731214,0.000732993345997376,1,"FBgn0000394","cv"
"FBgn0000395",703.054563379702,-0.274295478239432,0.131300848136177,-2.0890609781511,0.0367022344228469,1,"FBgn0000395","cv-2"
"FBgn0000404",68.3904930723593,-0.0619646583346709,0.101737483375024,-0.609064194228758,0.542481889661471,1,"FBgn0000404","CycA"
"FBgn0000405",3.84760469881324,0.416021241379734,0.133172447588539,3.12392877740829,0.0017845364690464,1,"FBgn0000405","CycB"
"FBgn0000406",711.948348978793,0.525324470817644,0.146963876625269,3.57451424717874,0.000350878707391019,1,"FBgn0000406","Cyt-b5-r"
"FBgn0000411",1365.34727714118,-0.0717573106077844,0.0540344217730472,-1.32799256942502,0.184180561664516,1,"FBgn0000411","D"
"FBgn0000412",4435.38371773493,0.107528185805695,0.0318144055817771,3.37985839557177,0.000725231843894753,1,"FBgn0000412","D1"
"FBgn0000414",15629.3948918915,-0.0521227752796172,0.056069685297127,-0.929607059561791,0.352574570934462,1,"FBgn0000414","Dab"
"FBgn0000416",16546.6352727096,-0.0719023536232289,0.0312905992834221,-2.29788995001202,0.0215680534332384,1,"FBgn0000416","Sap-r"
"FBgn0000422",14342.2888164891,-0.168464824261912,0.0593364238002975,-2.83914690964351,0.00452343259109916,1,"FBgn0000422","Ddc"
"FBgn0000426",129.471306397112,0.113391621321289,0.0760157694602255,1.49168550323785,0.135781611251127,1,"FBgn0000426","SmF"
"FBgn0000427",1.7595396962768,-0.113349186380458,0.104645426113653,-1.08317382412254,0.278731275938527,1,"FBgn0000427","dec-1"
"FBgn0000439",126.51273826519,-0.000777788853953045,0.0795270163615909,-0.00978018401214273,0.992196666575839,1,"FBgn0000439","Dfd"
"FBgn0000442",88.7317602399243,-0.141669045538142,0.098603361175941,-1.43675675807195,0.150787121241875,1,"FBgn0000442","Pkg21D"
"FBgn0000447",828.068118430611,-0.0299142360974023,0.0528062302117355,-0.566490657966988,0.571060281794507,1,"FBgn0000447","Dhod"
"FBgn0000448",1592.78047436667,0.109741462768392,0.0863718308773506,1.27057006495817,0.203881642134243,1,"FBgn0000448","Hr46"
"FBgn0000449",4.69713081527091,-0.27843184552955,0.140003238096466,-1.98875289825585,0.046728484063992,1,"FBgn0000449","dib"
"FBgn0000451",12.327439917061,-0.519147817287162,0.150990504563703,-3.43828122693724,0.000585419366728334,1,"FBgn0000451","ect"
"FBgn0000454",1986.28943110702,0.345329081387284,0.101561235335466,3.40020560252767,0.000673352013666834,1,"FBgn0000454","Dip-B"
"FBgn0000455",954.444201372109,-0.00730684350882427,0.0515674080051035,-0.141694992854811,0.887320930158532,1,"FBgn0000455","Dip-C"
"FBgn0000459",272.196188259263,0.127272262765042,0.0594222108010982,2.14182981496693,0.0322071792832557,1,"FBgn0000459","disco"
"FBgn0000463",49.1072665071728,-0.24369037134199,0.121090213640664,-2.01246957962385,0.0441704602760482,1,"FBgn0000463","Dl"
"FBgn0000464",1848.92090235245,0.02510961617709,0.0546043623855796,0.45984633974448,0.645626518746008,1,"FBgn0000464","Lar"
"FBgn0000473",473.64297343277,0.801918849235509,0.0732507246260069,10.9475893014005,6.82395840776667e-28,8.41257592509475e-24,"FBgn0000473","Cyp6a2"
"FBgn0000477",791.811646605088,-0.10857803826471,0.05992223381594,-1.81198248713865,0.069988902548613,1,"FBgn0000477","DNaseII"
"FBgn0000479",11444.1913448093,0.0572975163949141,0.0747260080383857,0.766768062405812,0.443219428303245,1,"FBgn0000479","dnc"
"FBgn0000482",1002.01061992119,0.0329841233237942,0.04893081900371,0.67409710271339,0.50024958138393,1,"FBgn0000482","dor"
"FBgn0000489",2243.05916956608,-0.021426521458575,0.0452923007982784,-0.47307204714558,0.636161778683092,1,"FBgn0000489","Pka-C3"
"FBgn0000490",78.5368147414692,-0.0119911267914173,0.111653856004532,-0.107395545666874,0.914475188113343,1,"FBgn0000490","dpp"
"FBgn0000492",166.700616951324,-0.0589135376088096,0.0778421134743081,-0.756833736641208,0.449149478189213,1,"FBgn0000492","Dr"
"FBgn0000499",1816.9842723975,0.0952240823446905,0.0462902759466006,2.05710768400989,0.0396758687453426,1,"FBgn0000499","dsh"
"FBgn0000500",4508.7022059739,0.131222119969296,0.0600707365457106,2.18445998026749,0.0289284649174913,1,"FBgn0000500","Dsk"
"FBgn0000504",405.014142518953,-0.0394358265385169,0.0977156423872887,-0.403577416829702,0.686523495134447,1,"FBgn0000504","dsx"
"FBgn0000520",710.965784454295,-0.0282157442185577,0.0770279473878793,-0.366305284969823,0.71413728641883,1,"FBgn0000520","dwg"
"FBgn0000524",184.956507314178,-0.224809157386965,0.0852266687491427,-2.63777947309746,0.00834508307510962,1,"FBgn0000524","dx"
"FBgn0000527",3849.38414329253,-0.134358295564441,0.0998546699088471,-1.34553842786812,0.178451420255078,1,"FBgn0000527","e"
"FBgn0000529",219.595913672801,-0.061665076254801,0.0700011609545911,-0.880915050748979,0.378363800591804,1,"FBgn0000529","bsh"
"FBgn0000533",118.718051405873,0.102926585686706,0.100572749807987,1.02340431064292,0.306116722122792,1,"FBgn0000533","ea"
"FBgn0000535",6714.45280279932,-0.0933089264860885,0.0813620277110737,-1.1468362958878,0.251449285216544,1,"FBgn0000535","eag"
"FBgn0000536",2345.71109404399,0.00949860507237448,0.0342173234703645,0.277596378354993,0.781322212573874,1,"FBgn0000536","eas"
"FBgn0000541",12206.7291417919,0.00258145179663369,0.0586886906574995,0.0439855067085879,0.964915956657526,1,"FBgn0000541","E(bx)"
"FBgn0000542",31.3659290694263,-0.249155122745965,0.136024424386283,-1.83169400547075,0.0669970222722753,1,"FBgn0000542","ec"
"FBgn0000543",1361.53925397178,0.0554697917204683,0.0432704653590331,1.28193194272843,0.19986652141693,1,"FBgn0000543","ecd"
"FBgn0000546",3873.21354993333,-0.00197009348452044,0.0769241821164906,-0.0256108473345484,0.979567733987099,1,"FBgn0000546","EcR"
"FBgn0000547",2843.22316714802,-0.0759732936596473,0.0573987619648731,-1.32360509284401,0.185634232889496,1,"FBgn0000547","ed"
"FBgn0000551",67.3047604812861,0.741591618517367,0.111690339274696,6.63971139610798,3.14297937776072e-11,3.87466497690342e-07,"FBgn0000551","Edg78E"
"FBgn0000552",10.1455446736476,0.136642576241115,0.151208774006873,0.903668303235528,0.366171311257452,1,"FBgn0000552","Edg84A"
"FBgn0000557",32428.2107217655,-0.160025536411103,0.0355748156839456,-4.4982815324415,6.8504942613119e-06,0.0844528932534531,"FBgn0000557","Ef1alpha100E"
"FBgn0000559",50435.8210086759,-0.266751672055342,0.0297767796655302,-8.95837881233797,3.29486838878603e-19,4.06191374969542e-15,"FBgn0000559","EF2"
"FBgn0000560",0.0534431525355856,0.00322677886622142,0.0303645839326116,0.10626784392576,0.915369843921712,NA,"FBgn0000560","eg"
"FBgn0000562",1454.31888559294,-0.0468147969881261,0.0446869179947787,-1.04761749274354,0.294814874727255,1,"FBgn0000562","egl"
"FBgn0000564",36.9857663316248,-0.214543693604063,0.134579930882212,-1.59417301077259,0.110897289715507,1,"FBgn0000564","Eh"
"FBgn0000565",3073.91484836011,0.195301276507279,0.0556283590795189,3.5108221730593,0.000446723124314107,1,"FBgn0000565","Eip71CD"
"FBgn0000566",633.960117341886,-0.0156494461145831,0.062394713767915,-0.250813653425724,0.801958185020178,1,"FBgn0000566","Eip55E"
"FBgn0000567",1391.21368199207,0.0759803685567579,0.0741697036958996,1.02441245913941,0.305640499607164,1,"FBgn0000567","Eip74EF"
"FBgn0000568",8582.93593977719,-0.182947934390458,0.0916852459448326,-1.99539121594917,0.0460002282289544,1,"FBgn0000568","Eip75B"
"FBgn0000575",6828.98405744702,-0.102958787277853,0.0531012379268385,-1.93891501022456,0.0525116879003292,1,"FBgn0000575","emc"
"FBgn0000576",28.1916039431951,-0.122521388516401,0.137356477965881,-0.891995705851129,0.372395234057908,1,"FBgn0000576","ems"
"FBgn0000577",44.8071623973533,0.144541759686626,0.116789080035698,1.23763077543247,0.215852997725328,1,"FBgn0000577","en"
"FBgn0000578",2508.36294881613,0.177523565348708,0.0487042063162597,3.64493292829706,0.000267461545924193,1,"FBgn0000578","ena"
"FBgn0000579",23330.8880886319,-0.0228847579923175,0.0505934919601117,-0.452326121516973,0.651034060570722,1,"FBgn0000579","Eno"
"FBgn0000581",7971.40748691788,0.0078113725244008,0.0717226223672941,0.108910860570581,0.913273192400137,1,"FBgn0000581","E(Pc)"
"FBgn0000588",576.677383552461,0.0194330305103402,0.103239842743209,0.188231887941523,0.850694876284483,1,"FBgn0000588","esc"
"FBgn0000591",0.296604712232537,-0.0255585753538912,0.0483162931785678,-0.528984606899199,0.596816128161641,NA,"FBgn0000591","E(spl)m8-HLH"
"FBgn0000592",398.251389712413,0.00952486517522492,0.150525384771421,0.063277467715421,0.949545557957623,1,"FBgn0000592","Est-6"
"FBgn0000594",4.52688735517586,0.053944136573761,0.132166487655942,0.40815291024597,0.683161417263783,1,"FBgn0000594","Est-P"
"FBgn0000606",3.57386176251656,0.0202496931361246,0.140009622220674,0.144630724766962,0.885002437427719,1,"FBgn0000606","eve"
"FBgn0000611",4659.30505899087,-0.11047881888008,0.0808359132311686,-1.36670465470144,0.171717898291477,1,"FBgn0000611","exd"
"FBgn0000615",6.9790893996115,-0.0594498942482307,0.149287466966204,-0.39822428135705,0.690464868997532,1,"FBgn0000615","exu"
"FBgn0000617",206.520955806377,-0.0961295456713996,0.0783759671933289,-1.22651814215292,0.220003752416997,1,"FBgn0000617","e(y)1"
"FBgn0000618",137.661515124313,-0.0223696157131298,0.106630247957788,-0.209786773842871,0.833834096311645,1,"FBgn0000618","e(y)2"
"FBgn0000625",8.99271639733639,-0.153013873180019,0.146300545453343,-1.04588723648209,0.295613097887197,1,"FBgn0000625","eyg"
"FBgn0000629",1573.06954986437,-0.0122450260504521,0.0335182926913525,-0.365323680511066,0.714869803698358,1,"FBgn0000629","E(z)"
"FBgn0000633",4742.22477447187,-0.0278972214517293,0.0585436396624245,-0.476520107266832,0.633703885888273,1,"FBgn0000633","fas"
"FBgn0000635",4144.22511345811,0.0879644629806236,0.0519388858360243,1.69361474673013,0.090338513978225,1,"FBgn0000635","Fas2"
"FBgn0000636",1354.52709502284,0.0545063503232482,0.0668208073199165,0.815709245509252,0.414666449867937,1,"FBgn0000636","Fas3"
"FBgn0000639",26.5083383327684,0.540187280413772,0.137776620640025,3.9207470607451,8.82748813834967e-05,1,"FBgn0000639","Fbp1"
"FBgn0000640",0.365238168356389,-0.0177732982232443,0.0503803171665243,-0.352782579047634,0.724251445044029,NA,"FBgn0000640","Fbp2"
