,x
8428,FBgn0051950
8429,FBgn0051954
8430,FBgn0051955
8431,FBgn0051956
8432,FBgn0051957
8433,FBgn0051961
8434,FBgn0051973
8435,FBgn0051974
8436,FBgn0051988
8437,FBgn0051989
8438,FBgn0051992
8439,FBgn0051997
8440,FBgn0051998
8441,FBgn0051999
8442,FBgn0052000
8443,FBgn0052006
8444,FBgn0052009
8445,FBgn0052010
8446,FBgn0052011
8447,FBgn0052016
8448,FBgn0052017
8449,FBgn0052022
8450,FBgn0052026
8451,FBgn0052027
8452,FBgn0052036
8453,FBgn0052039
8454,FBgn0052040
8455,FBgn0052055
8456,FBgn0052056
8457,FBgn0052057
8458,FBgn0052062
8459,FBgn0052066
8460,FBgn0052068
8461,FBgn0052069
8462,FBgn0052074
8463,FBgn0052075
8464,FBgn0052076
8465,FBgn0052082
8466,FBgn0052085
8467,FBgn0052086
8468,FBgn0052088
8469,FBgn0052091
8470,FBgn0052095
8471,FBgn0052099
8472,FBgn0052100
8473,FBgn0052103
8474,FBgn0052104
8475,FBgn0052105
8476,FBgn0052109
8477,FBgn0052110
8478,FBgn0052111
8479,FBgn0052112
8480,FBgn0052113
8481,FBgn0052115
8482,FBgn0052121
8483,FBgn0052133
8484,FBgn0052137
8485,FBgn0052141
8486,FBgn0052150
8487,FBgn0052163
8488,FBgn0052170
8489,FBgn0052176
8490,FBgn0052177
8491,FBgn0052179
8492,FBgn0052181
8493,FBgn0052183
8494,FBgn0052185
8495,FBgn0052187
8496,FBgn0052190
8497,FBgn0052191
8498,FBgn0052192
8499,FBgn0052194
8500,FBgn0052195
8501,FBgn0052196
8502,FBgn0052202
8503,FBgn0052203
8504,FBgn0052204
8505,FBgn0052206
8506,FBgn0052207
8507,FBgn0052218
8508,FBgn0052220
8509,FBgn0052221
8510,FBgn0052225
8511,FBgn0052226
8512,FBgn0052227
8513,FBgn0052228
8514,FBgn0052230
8515,FBgn0052232
8516,FBgn0052237
8517,FBgn0052238
8518,FBgn0052241
8519,FBgn0052243
8520,FBgn0052250
8521,FBgn0052255
8522,FBgn0052259
8523,FBgn0052260
8524,FBgn0052262
8525,FBgn0052264
8526,FBgn0052267
8527,FBgn0052271
8528,FBgn0052278
8529,FBgn0052279
8530,FBgn0052280
8531,FBgn0052281
8532,FBgn0052282
8533,FBgn0052284
8534,FBgn0052296
8535,FBgn0052311
8536,FBgn0052313
8537,FBgn0052333
8538,FBgn0052343
8539,FBgn0052344
8540,FBgn0052350
8541,FBgn0052354
8542,FBgn0052364
8543,FBgn0052365
8544,FBgn0052368
8545,FBgn0052369
8546,FBgn0052373
8547,FBgn0052380
8548,FBgn0052391
8549,FBgn0052392
8550,FBgn0052406
8551,FBgn0052407
8552,FBgn0052409
8553,FBgn0052412
8554,FBgn0052418
8555,FBgn0052423
8556,FBgn0052425
8557,FBgn0052428
8558,FBgn0052432
8559,FBgn0052436
8560,FBgn0052437
8561,FBgn0052438
8562,FBgn0052440
8563,FBgn0052441
8564,FBgn0052442
8565,FBgn0052446
8566,FBgn0052447
8567,FBgn0052448
8568,FBgn0052451
8569,FBgn0052452
8570,FBgn0052457
8571,FBgn0052459
8572,FBgn0052461
8573,FBgn0052473
8574,FBgn0052476
8575,FBgn0052479
8576,FBgn0052483
8577,FBgn0052484
8578,FBgn0052485
8579,FBgn0052506
8580,FBgn0052512
8581,FBgn0052521
8582,FBgn0052528
8583,FBgn0052529
8584,FBgn0052532
8585,FBgn0052533
8586,FBgn0052536
8587,FBgn0052537
8588,FBgn0052544
8589,FBgn0052547
8590,FBgn0052548
8591,FBgn0052549
8592,FBgn0052553
8593,FBgn0052554
8594,FBgn0052572
8595,FBgn0052576
8596,FBgn0052579
8597,FBgn0052580
8598,FBgn0052581
8599,FBgn0052582
8600,FBgn0052590
8601,FBgn0052591
8602,FBgn0052594
8603,FBgn0052600
8604,FBgn0052602
8605,FBgn0052625
8606,FBgn0052626
8607,FBgn0052636
8608,FBgn0052638
8609,FBgn0052640
8610,FBgn0052641
8611,FBgn0052645
8612,FBgn0052647
8613,FBgn0052649
8614,FBgn0052652
8615,FBgn0052654
8616,FBgn0052656
8617,FBgn0052657
8618,FBgn0052666
8619,FBgn0052667
8620,FBgn0052668
8621,FBgn0052669
8622,FBgn0052672
8623,FBgn0052675
8624,FBgn0052676
8625,FBgn0052677
8626,FBgn0052679
8627,FBgn0052683
8628,FBgn0052685
8629,FBgn0052687
8630,FBgn0052690
8631,FBgn0052694
8632,FBgn0052695
8633,FBgn0052698
8634,FBgn0052699
8635,FBgn0052702
8636,FBgn0052703
8637,FBgn0052704
8638,FBgn0052706
8639,FBgn0052707
8640,FBgn0052708
8641,FBgn0052726
8642,FBgn0052732
8643,FBgn0052745
8644,FBgn0052755
8645,FBgn0052756
8646,FBgn0052758
8647,FBgn0052762
8648,FBgn0052767
8649,FBgn0052772
8650,FBgn0052773
8651,FBgn0052783
8652,FBgn0052786
8653,FBgn0052791
8654,FBgn0052792
8655,FBgn0052801
8656,FBgn0052803
8657,FBgn0052808
8658,FBgn0052813
8659,FBgn0052814
8660,FBgn0052815
8661,FBgn0052816
8662,FBgn0052817
8663,FBgn0052829
8664,FBgn0052831
8665,FBgn0052843
8666,FBgn0052850
8667,FBgn0052855
8668,FBgn0052856
8669,FBgn0052865
8670,FBgn0052944
8671,FBgn0052982
8672,FBgn0052984
8673,FBgn0052985
8674,FBgn0053002
8675,FBgn0053017
8676,FBgn0053051
8677,FBgn0053052
8678,FBgn0053054
8679,FBgn0053056
8680,FBgn0053062
8681,FBgn0053080
8682,FBgn0053082
8683,FBgn0053087
8684,FBgn0053094
8685,FBgn0053096
8686,FBgn0053098
8687,FBgn0053100
8688,FBgn0053107
8689,FBgn0053108
8690,FBgn0053110
8691,FBgn0053111
8692,FBgn0053113
8693,FBgn0053116
8694,FBgn0053120
8695,FBgn0053126
8696,FBgn0053127
8697,FBgn0053129
8698,FBgn0053136
8699,FBgn0053137
8700,FBgn0053138
8701,FBgn0053143
8702,FBgn0053144
8703,FBgn0053145
8704,FBgn0053147
8705,FBgn0053155
8706,FBgn0053156
8707,FBgn0053158
8708,FBgn0053169
8709,FBgn0053170
8710,FBgn0053172
8711,FBgn0053177
8712,FBgn0053178
8713,FBgn0053179
8714,FBgn0053180
8715,FBgn0053181
8716,FBgn0053182
8717,FBgn0053189
8718,FBgn0053191
8719,FBgn0053193
8720,FBgn0053196
8721,FBgn0053198
8722,FBgn0053199
8723,FBgn0053200
8724,FBgn0053202
8725,FBgn0053203
8726,FBgn0053207
8727,FBgn0053208
8728,FBgn0053213
8729,FBgn0053217
8730,FBgn0053229
8731,FBgn0053230
8732,FBgn0053258
8733,FBgn0053260
8734,FBgn0053267
8735,FBgn0053276
8736,FBgn0053278
8737,FBgn0053281
8738,FBgn0053285
8739,FBgn0053288
8740,FBgn0053289
8741,FBgn0053290
8742,FBgn0053293
8743,FBgn0053294
8744,FBgn0053296
8745,FBgn0053300
8746,FBgn0053302
8747,FBgn0053303
8748,FBgn0053307
8749,FBgn0053310
8750,FBgn0053318
8751,FBgn0053329
8752,FBgn0053337
8753,FBgn0053348
8754,FBgn0053349
8755,FBgn0053458
8756,FBgn0053459
8757,FBgn0053460
8758,FBgn0053465
8759,FBgn0053468
8760,FBgn0053474
8761,FBgn0053475
8762,FBgn0053476
8763,FBgn0053477
8764,FBgn0053481
8765,FBgn0053483
8766,FBgn0053493
8767,FBgn0053494
8768,FBgn0053504
8769,FBgn0053505
8770,FBgn0053506
8771,FBgn0053508
8772,FBgn0053509
8773,FBgn0053512
8774,FBgn0053513
8775,FBgn0053514
8776,FBgn0053516
8777,FBgn0053517
8778,FBgn0053519
8779,FBgn0053523
8780,FBgn0053526
8781,FBgn0053527
8782,FBgn0053530
8783,FBgn0053531
8784,FBgn0053539
8785,FBgn0053543
8786,FBgn0053544
8787,FBgn0053547
8788,FBgn0053548
8789,FBgn0053554
8790,FBgn0053556
8791,FBgn0053558
8792,FBgn0053632
8793,FBgn0053635
8794,FBgn0053639
8795,FBgn0053640
8796,FBgn0053653
8797,FBgn0053673
8798,FBgn0053696
8799,FBgn0053700
8800,FBgn0053766
8801,FBgn0053767
8802,FBgn0053768
8803,FBgn0053769
8804,FBgn0053770
8805,FBgn0053771
8806,FBgn0053774
8807,FBgn0053777
8808,FBgn0053792
8809,FBgn0053868
8810,FBgn0053912
8811,FBgn0053914
8812,FBgn0053926
8813,FBgn0053958
8814,FBgn0053963
8815,FBgn0053969
8816,FBgn0053970
8817,FBgn0053971
8818,FBgn0053977
8819,FBgn0053978
8820,FBgn0053983
8821,FBgn0053988
8822,FBgn0053993
8823,FBgn0053998
8824,FBgn0054001
8825,FBgn0054002
8826,FBgn0054003
8827,FBgn0054008
8828,FBgn0054010
8829,FBgn0054015
8830,FBgn0054025
8831,FBgn0054027
8832,FBgn0054030
8833,FBgn0054031
8834,FBgn0054039
8835,FBgn0054041
8836,FBgn0054044
8837,FBgn0054045
8838,FBgn0054054
8839,FBgn0054056
8840,FBgn0054057
8841,FBgn0058002
8842,FBgn0058006
8843,FBgn0058045
8844,FBgn0058100
8845,FBgn0058160
8846,FBgn0058178
8847,FBgn0058191
8848,FBgn0058198
8849,FBgn0058263
8850,FBgn0058354
8851,FBgn0058439
8852,FBgn0058470
8853,FBgn0060292
8854,FBgn0060296
8855,FBgn0061197
8856,FBgn0061198
8857,FBgn0061200
8858,FBgn0061356
8859,FBgn0061469
8860,FBgn0061476
8861,FBgn0061492
8862,FBgn0061515
8863,FBgn0062412
8864,FBgn0062413
8865,FBgn0062440
8866,FBgn0062442
8867,FBgn0062449
8868,FBgn0062928
8869,FBgn0062961
8870,FBgn0062978
8871,FBgn0063368
8872,FBgn0063379
8873,FBgn0063389
8874,FBgn0063391
8875,FBgn0063392
8876,FBgn0063449
8877,FBgn0063491
8878,FBgn0063492
8879,FBgn0063493
8880,FBgn0063494
8881,FBgn0063495
8882,FBgn0063496
8883,FBgn0063497
8884,FBgn0063498
8885,FBgn0063499
8886,FBgn0063649
8887,FBgn0063667
8888,FBgn0063670
8889,FBgn0063923
8890,FBgn0064225
8891,FBgn0064227
8892,FBgn0064237
8893,FBgn0064766
8894,FBgn0065032
8895,FBgn0065035
8896,FBgn0065046
8897,FBgn0065053
8898,FBgn0065055
8899,FBgn0065058
8900,FBgn0065064
8901,FBgn0065066
8902,FBgn0065070
8903,FBgn0065073
8904,FBgn0065076
8905,FBgn0065098
8906,FBgn0065099
8907,FBgn0065110
8908,FBgn0066084
8909,FBgn0066101
8910,FBgn0066114
8911,FBgn0066292
8912,FBgn0066293
8913,FBgn0067102
8914,FBgn0067628
8915,FBgn0067629
8916,FBgn0067779
8917,FBgn0067783
8918,FBgn0067864
8919,FBgn0067905
8920,FBgn0069242
8921,FBgn0069354
8922,FBgn0069923
8923,FBgn0069969
8924,FBgn0069973
8925,FBgn0082582
8926,FBgn0082585
8927,FBgn0082598
8928,FBgn0082831
8929,FBgn0082919
8930,FBgn0082922
8931,FBgn0082923
8932,FBgn0082925
8933,FBgn0082926
8934,FBgn0082928
8935,FBgn0082929
8936,FBgn0082931
8937,FBgn0082937
8938,FBgn0082944
8939,FBgn0082945
8940,FBgn0082946
8941,FBgn0082949
8942,FBgn0082952
8943,FBgn0082953
8944,FBgn0082954
8945,FBgn0082957
8946,FBgn0082958
8947,FBgn0082959
8948,FBgn0082961
8949,FBgn0082962
8950,FBgn0082963
8951,FBgn0082966
8952,FBgn0082967
8953,FBgn0082971
8954,FBgn0082972
8955,FBgn0082973
8956,FBgn0082974
8957,FBgn0082975
8958,FBgn0082978
8959,FBgn0082979
8960,FBgn0082980
8961,FBgn0082983
8962,FBgn0082986
8963,FBgn0082987
8964,FBgn0082988
8965,FBgn0082989
8966,FBgn0082994
8967,FBgn0082995
8968,FBgn0082997
8969,FBgn0082998
8970,FBgn0082999
8971,FBgn0083000
8972,FBgn0083001
8973,FBgn0083003
8974,FBgn0083004
8975,FBgn0083005
8976,FBgn0083006
8977,FBgn0083013
8978,FBgn0083015
8979,FBgn0083027
8980,FBgn0083028
8981,FBgn0083029
8982,FBgn0083040
8983,FBgn0083044
8984,FBgn0083047
8985,FBgn0083048
8986,FBgn0083049
8987,FBgn0083050
8988,FBgn0083054
8989,FBgn0083068
8990,FBgn0083120
8991,FBgn0083121
8992,FBgn0083123
8993,FBgn0083124
8994,FBgn0083141
8995,FBgn0083167
8996,FBgn0083228
8997,FBgn0083940
8998,FBgn0083943
8999,FBgn0083945
9000,FBgn0083946
9001,FBgn0083949
9002,FBgn0083950
9003,FBgn0083951
9004,FBgn0083952
9005,FBgn0083953
9006,FBgn0083956
9007,FBgn0083960
9008,FBgn0083961
9009,FBgn0083962
9010,FBgn0083963
9011,FBgn0083968
9012,FBgn0083969
9013,FBgn0083970
9014,FBgn0083972
9015,FBgn0083973
9016,FBgn0083974
9017,FBgn0083975
9018,FBgn0083977
9019,FBgn0083981
9020,FBgn0083983
9021,FBgn0083984
9022,FBgn0083985
9023,FBgn0083986
9024,FBgn0083987
9025,FBgn0083988
9026,FBgn0083990
9027,FBgn0083991
9028,FBgn0084001
9029,FBgn0084049
9030,FBgn0085188
9031,FBgn0085191
9032,FBgn0085192
9033,FBgn0085195
9034,FBgn0085201
9035,FBgn0085203
9036,FBgn0085209
9037,FBgn0085212
9038,FBgn0085220
9039,FBgn0085224
9040,FBgn0085229
9041,FBgn0085230
9042,FBgn0085234
9043,FBgn0085235
9044,FBgn0085237
9045,FBgn0085242
9046,FBgn0085243
9047,FBgn0085244
9048,FBgn0085248
9049,FBgn0085250
9050,FBgn0085256
9051,FBgn0085257
9052,FBgn0085259
9053,FBgn0085260
9054,FBgn0085261
9055,FBgn0085263
9056,FBgn0085271
9057,FBgn0085279
9058,FBgn0085280
9059,FBgn0085282
9060,FBgn0085284
9061,FBgn0085285
9062,FBgn0085290
9063,FBgn0085292
9064,FBgn0085294
9065,FBgn0085315
9066,FBgn0085320
9067,FBgn0085322
9068,FBgn0085328
9069,FBgn0085330
9070,FBgn0085334
9071,FBgn0085339
9072,FBgn0085345
9073,FBgn0085350
9074,FBgn0085351
9075,FBgn0085354
9076,FBgn0085357
9077,FBgn0085359
9078,FBgn0085360
9079,FBgn0085367
9080,FBgn0085369
9081,FBgn0085370
9082,FBgn0085371
9083,FBgn0085376
9084,FBgn0085377
9085,FBgn0085380
9086,FBgn0085382
9087,FBgn0085383
9088,FBgn0085384
9089,FBgn0085385
9090,FBgn0085386
9091,FBgn0085387
9092,FBgn0085390
9093,FBgn0085391
9094,FBgn0085395
9095,FBgn0085396
9096,FBgn0085397
9097,FBgn0085398
9098,FBgn0085399
9099,FBgn0085400
9100,FBgn0085405
9101,FBgn0085407
9102,FBgn0085408
9103,FBgn0085409
9104,FBgn0085410
9105,FBgn0085411
9106,FBgn0085412
9107,FBgn0085413
9108,FBgn0085414
9109,FBgn0085415
9110,FBgn0085417
9111,FBgn0085419
9112,FBgn0085420
9113,FBgn0085421
9114,FBgn0085422
9115,FBgn0085423
9116,FBgn0085424
9117,FBgn0085425
9118,FBgn0085426
9119,FBgn0085427
9120,FBgn0085428
9121,FBgn0085430
9122,FBgn0085431
9123,FBgn0085432
9124,FBgn0085433
9125,FBgn0085434
9126,FBgn0085436
9127,FBgn0085437
9128,FBgn0085438
9129,FBgn0085440
9130,FBgn0085442
9131,FBgn0085443
9132,FBgn0085444
9133,FBgn0085446
9134,FBgn0085447
9135,FBgn0085450
9136,FBgn0085451
9137,FBgn0085452
9138,FBgn0085453
9139,FBgn0085454
9140,FBgn0085466
9141,FBgn0085468
9142,FBgn0085474
9143,FBgn0085475
9144,FBgn0085478
9145,FBgn0085479
9146,FBgn0085482
9147,FBgn0085483
9148,FBgn0085484
9149,FBgn0085485
9150,FBgn0085486
9151,FBgn0085512
9152,FBgn0085521
9153,FBgn0085582
9154,FBgn0085612
9155,FBgn0085638
9156,FBgn0085732
9157,FBgn0085734
9158,FBgn0085736
9159,FBgn0085753
9160,FBgn0085771
9161,FBgn0085789
9162,FBgn0085813
9163,FBgn0086039
9164,FBgn0086044
9165,FBgn0086048
9166,FBgn0086054
9167,FBgn0086055
9168,FBgn0086057
9169,FBgn0086061
9170,FBgn0086065
9171,FBgn0086067
9172,FBgn0086068
9173,FBgn0086075
9174,FBgn0086078
9175,FBgn0086129
9176,FBgn0086130
9177,FBgn0086134
9178,FBgn0086251
9179,FBgn0086253
9180,FBgn0086254
9181,FBgn0086346
9182,FBgn0086347
9183,FBgn0086348
9184,FBgn0086350
9185,FBgn0086355
9186,FBgn0086356
9187,FBgn0086357
9188,FBgn0086358
9189,FBgn0086359
9190,FBgn0086361
9191,FBgn0086362
9192,FBgn0086365
9193,FBgn0086367
9194,FBgn0086368
9195,FBgn0086370
9196,FBgn0086371
9197,FBgn0086372
9198,FBgn0086378
9199,FBgn0086384
9200,FBgn0086408
9201,FBgn0086442
9202,FBgn0086443
9203,FBgn0086444
9204,FBgn0086445
9205,FBgn0086446
9206,FBgn0086447
9207,FBgn0086448
9208,FBgn0086450
9209,FBgn0086451
9210,FBgn0086472
9211,FBgn0086519
9212,FBgn0086532
9213,FBgn0086533
9214,FBgn0086558
9215,FBgn0086600
9216,FBgn0086601
9217,FBgn0086602
9218,FBgn0086603
9219,FBgn0086604
9220,FBgn0086605
9221,FBgn0086608
9222,FBgn0086613
9223,FBgn0086655
9224,FBgn0086656
9225,FBgn0086657
9226,FBgn0086658
9227,FBgn0086659
9228,FBgn0086660
9229,FBgn0086661
9230,FBgn0086662
9231,FBgn0086663
9232,FBgn0086664
9233,FBgn0086665
9234,FBgn0086666
9235,FBgn0086667
9236,FBgn0086668
9237,FBgn0086669
9238,FBgn0086671
9239,FBgn0086672
9240,FBgn0086674
9241,FBgn0086675
9242,FBgn0086676
9243,FBgn0086677
9244,FBgn0086679
9245,FBgn0086680
9246,FBgn0086681
9247,FBgn0086683
9248,FBgn0086686
9249,FBgn0086687
9250,FBgn0086690
9251,FBgn0086691
9252,FBgn0086693
9253,FBgn0086694
9254,FBgn0086695
9255,FBgn0086698
9256,FBgn0086704
9257,FBgn0086706
9258,FBgn0086707
9259,FBgn0086708
9260,FBgn0086710
9261,FBgn0086711
9262,FBgn0086712
9263,FBgn0086757
9264,FBgn0086758
9265,FBgn0086768
9266,FBgn0086778
9267,FBgn0086779
9268,FBgn0086782
9269,FBgn0086784
9270,FBgn0086785
9271,FBgn0086855
9272,FBgn0086856
9273,FBgn0086895
9274,FBgn0086898
9275,FBgn0086901
9276,FBgn0086904
9277,FBgn0086906
9278,FBgn0086907
9279,FBgn0086908
9280,FBgn0086909
9281,FBgn0086912
9282,FBgn0086913
9283,FBgn0086915
9284,FBgn0086917
9285,FBgn0087002
9286,FBgn0087005
9287,FBgn0087007
9288,FBgn0087008
9289,FBgn0087011
9290,FBgn0087012
9291,FBgn0087013
9292,FBgn0087021
9293,FBgn0087035
9294,FBgn0087039
9295,FBgn0087040
9296,FBgn0243486
9297,FBgn0243511
9298,FBgn0243512
9299,FBgn0243513
9300,FBgn0243514
9301,FBgn0243516
9302,FBgn0250732
9303,FBgn0250746
9304,FBgn0250753
9305,FBgn0250754
9306,FBgn0250755
9307,FBgn0250757
9308,FBgn0250785
9309,FBgn0250786
9310,FBgn0250788
9311,FBgn0250789
9312,FBgn0250791
9313,FBgn0250814
9314,FBgn0250816
9315,FBgn0250819
9316,FBgn0250820
9317,FBgn0250821
9318,FBgn0250822
9319,FBgn0250823
9320,FBgn0250824
9321,FBgn0250830
9322,FBgn0250835
9323,FBgn0250837
9324,FBgn0250838
9325,FBgn0250839
9326,FBgn0250843
9327,FBgn0250848
9328,FBgn0250850
9329,FBgn0250867
9330,FBgn0250868
9331,FBgn0250869
9332,FBgn0250871
9333,FBgn0250874
9334,FBgn0250906
9335,FBgn0250907
9336,FBgn0250908
9337,FBgn0250910
9338,FBgn0259098
9339,FBgn0259099
9340,FBgn0259108
9341,FBgn0259110
9342,FBgn0259111
9343,FBgn0259112
9344,FBgn0259113
9345,FBgn0259139
9346,FBgn0259140
9347,FBgn0259143
9348,FBgn0259145
9349,FBgn0259146
9350,FBgn0259150
9351,FBgn0259151
9352,FBgn0259152
9353,FBgn0259162
9354,FBgn0259163
9355,FBgn0259166
9356,FBgn0259167
9357,FBgn0259168
9358,FBgn0259170
9359,FBgn0259171
9360,FBgn0259173
9361,FBgn0259174
9362,FBgn0259175
9363,FBgn0259176
9364,FBgn0259178
9365,FBgn0259179
9366,FBgn0259188
9367,FBgn0259190
9368,FBgn0259195
9369,FBgn0259196
9370,FBgn0259198
9371,FBgn0259209
9372,FBgn0259210
9373,FBgn0259211
9374,FBgn0259212
9375,FBgn0259213
9376,FBgn0259214
9377,FBgn0259215
9378,FBgn0259216
9379,FBgn0259219
9380,FBgn0259221
9381,FBgn0259222
9382,FBgn0259223
9383,FBgn0259224
9384,FBgn0259226
9385,FBgn0259227
9386,FBgn0259228
9387,FBgn0259229
9388,FBgn0259231
9389,FBgn0259233
9390,FBgn0259234
9391,FBgn0259236
9392,FBgn0259238
9393,FBgn0259239
9394,FBgn0259241
9395,FBgn0259242
9396,FBgn0259243
9397,FBgn0259244
9398,FBgn0259245
9399,FBgn0259246
9400,FBgn0259247
9401,FBgn0259481
9402,FBgn0259482
9403,FBgn0259483
9404,FBgn0259676
9405,FBgn0259677
9406,FBgn0259678
9407,FBgn0259680
9408,FBgn0259682
9409,FBgn0259685
9410,FBgn0259697
9411,FBgn0259700
9412,FBgn0259704
9413,FBgn0259705
9414,FBgn0259707
9415,FBgn0259710
9416,FBgn0259711
9417,FBgn0259712
9418,FBgn0259714
9419,FBgn0259715
9420,FBgn0259716
9421,FBgn0259722
9422,FBgn0259728
9423,FBgn0259734
9424,FBgn0259735
9425,FBgn0259736
9426,FBgn0259737
9427,FBgn0259738
9428,FBgn0259740
9429,FBgn0259741
9430,FBgn0259742
9431,FBgn0259745
9432,FBgn0259749
9433,FBgn0259785
9434,FBgn0259789
9435,FBgn0259791
9436,FBgn0259795
9437,FBgn0259817
9438,FBgn0259818
9439,FBgn0259821
9440,FBgn0259822
9441,FBgn0259823
9442,FBgn0259824
9443,FBgn0259832
9444,FBgn0259834
9445,FBgn0259838
9446,FBgn0259876
9447,FBgn0259878
9448,FBgn0259896
9449,FBgn0259916
9450,FBgn0259918
9451,FBgn0259923
9452,FBgn0259926
9453,FBgn0259927
9454,FBgn0259935
9455,FBgn0259936
9456,FBgn0259937
9457,FBgn0259938
9458,FBgn0259977
9459,FBgn0259978
9460,FBgn0259979
9461,FBgn0259982
9462,FBgn0259984
9463,FBgn0259985
9464,FBgn0259992
9465,FBgn0259993
9466,FBgn0259994
9467,FBgn0259996
9468,FBgn0260003
9469,FBgn0260004
9470,FBgn0260005
9471,FBgn0260006
9472,FBgn0260007
9473,FBgn0260008
9474,FBgn0260011
9475,FBgn0260012
9476,FBgn0260026
9477,FBgn0260027
9478,FBgn0260049
9479,FBgn0260243
9480,FBgn0260386
9481,FBgn0260388
9482,FBgn0260396
9483,FBgn0260397
9484,FBgn0260399
9485,FBgn0260400
9486,FBgn0260407
9487,FBgn0260429
9488,FBgn0260431
9489,FBgn0260439
9490,FBgn0260440
9491,FBgn0260441
9492,FBgn0260442
9493,FBgn0260444
9494,FBgn0260446
9495,FBgn0260450
9496,FBgn0260452
9497,FBgn0260456
9498,FBgn0260458
9499,FBgn0260460
9500,FBgn0260461
9501,FBgn0260462
9502,FBgn0260474
9503,FBgn0260480
9504,FBgn0260481
9505,FBgn0260482
9506,FBgn0260484
9507,FBgn0260486
9508,FBgn0260487
9509,FBgn0260499
9510,FBgn0260632
9511,FBgn0260634
9512,FBgn0260635
9513,FBgn0260639
9514,FBgn0260642
9515,FBgn0260648
9516,FBgn0260653
9517,FBgn0260655
9518,FBgn0260657
9519,FBgn0260658
9520,FBgn0260659
9521,FBgn0260660
9522,FBgn0260720
9523,FBgn0260722
9524,FBgn0260741
9525,FBgn0260742
9526,FBgn0260743
9527,FBgn0260744
9528,FBgn0260745
9529,FBgn0260746
9530,FBgn0260747
9531,FBgn0260748
9532,FBgn0260749
9533,FBgn0260750
9534,FBgn0260753
9535,FBgn0260755
9536,FBgn0260756
9537,FBgn0260763
9538,FBgn0260764
9539,FBgn0260766
9540,FBgn0260768
9541,FBgn0260771
9542,FBgn0260776
9543,FBgn0260779
9544,FBgn0260780
9545,FBgn0260789
9546,FBgn0260793
9547,FBgn0260794
9548,FBgn0260795
9549,FBgn0260798
9550,FBgn0260799
9551,FBgn0260812
9552,FBgn0260817
9553,FBgn0260855
9554,FBgn0260856
9555,FBgn0260857
9556,FBgn0260858
9557,FBgn0260859
9558,FBgn0260860
9559,FBgn0260861
9560,FBgn0260862
9561,FBgn0260866
9562,FBgn0260868
9563,FBgn0260870
9564,FBgn0260874
9565,FBgn0260932
9566,FBgn0260933
9567,FBgn0260934
9568,FBgn0260935
9569,FBgn0260936
9570,FBgn0260938
9571,FBgn0260940
9572,FBgn0260941
9573,FBgn0260942
9574,FBgn0260943
9575,FBgn0260944
9576,FBgn0260945
9577,FBgn0260959
9578,FBgn0260960
9579,FBgn0260962
9580,FBgn0260964
9581,FBgn0260965
9582,FBgn0260970
9583,FBgn0260971
9584,FBgn0260972
9585,FBgn0260985
9586,FBgn0260986
9587,FBgn0260987
9588,FBgn0260990
9589,FBgn0260991
9590,FBgn0260995
9591,FBgn0261004
9592,FBgn0261014
9593,FBgn0261015
9594,FBgn0261016
9595,FBgn0261020
9596,FBgn0261041
9597,FBgn0261046
9598,FBgn0261049
9599,FBgn0261053
9600,FBgn0261064
9601,FBgn0261065
9602,FBgn0261067
9603,FBgn0261068
9604,FBgn0261085
9605,FBgn0261086
9606,FBgn0261089
9607,FBgn0261090
9608,FBgn0261108
9609,FBgn0261109
9610,FBgn0261111
9611,FBgn0261112
9612,FBgn0261113
9613,FBgn0261119
9614,FBgn0261238
9615,FBgn0261239
9616,FBgn0261243
9617,FBgn0261244
9618,FBgn0261258
9619,FBgn0261260
9620,FBgn0261261
9621,FBgn0261262
9622,FBgn0261268
9623,FBgn0261269
9624,FBgn0261270
9625,FBgn0261274
9626,FBgn0261276
9627,FBgn0261277
9628,FBgn0261278
9629,FBgn0261279
9630,FBgn0261283
9631,FBgn0261284
9632,FBgn0261285
9633,FBgn0261286
9634,FBgn0261289
9635,FBgn0261292
9636,FBgn0261293
9637,FBgn0261341
9638,FBgn0261349
9639,FBgn0261356
9640,FBgn0261373
9641,FBgn0261380
9642,FBgn0261383
9643,FBgn0261385
9644,FBgn0261386
9645,FBgn0261387
9646,FBgn0261393
9647,FBgn0261394
9648,FBgn0261396
9649,FBgn0261397
9650,FBgn0261403
9651,FBgn0261429
9652,FBgn0261434
9653,FBgn0261436
9654,FBgn0261437
9655,FBgn0261439
9656,FBgn0261444
9657,FBgn0261445
9658,FBgn0261446
9659,FBgn0261454
9660,FBgn0261456
9661,FBgn0261458
9662,FBgn0261461
9663,FBgn0261477
9664,FBgn0261479
9665,FBgn0261503
9666,FBgn0261509
9667,FBgn0261514
9668,FBgn0261522
9669,FBgn0261524
9670,FBgn0261530
9671,FBgn0261532
9672,FBgn0261535
9673,FBgn0261545
9674,FBgn0261547
9675,FBgn0261549
9676,FBgn0261550
9677,FBgn0261552
9678,FBgn0261553
9679,FBgn0261554
9680,FBgn0261555
9681,FBgn0261556
9682,FBgn0261560
9683,FBgn0261561
9684,FBgn0261562
9685,FBgn0261563
9686,FBgn0261564
9687,FBgn0261565
9688,FBgn0261570
9689,FBgn0261573
9690,FBgn0261574
9691,FBgn0261575
9692,FBgn0261584
9693,FBgn0261587
9694,FBgn0261588
9695,FBgn0261592
9696,FBgn0261593
9697,FBgn0261596
9698,FBgn0261597
9699,FBgn0261599
