,x
2790,FBgn0030245
2791,FBgn0030246
2792,FBgn0030247
2793,FBgn0030251
2794,FBgn0030257
2795,FBgn0030258
2796,FBgn0030259
2797,FBgn0030260
2798,FBgn0030261
2799,FBgn0030262
2800,FBgn0030263
2801,FBgn0030266
2802,FBgn0030268
2803,FBgn0030269
2804,FBgn0030270
2805,FBgn0030271
2806,FBgn0030272
2807,FBgn0030274
2808,FBgn0030276
2809,FBgn0030277
2810,FBgn0030286
2811,FBgn0030289
2812,FBgn0030291
2813,FBgn0030292
2814,FBgn0030293
2815,FBgn0030294
2816,FBgn0030296
2817,FBgn0030300
2818,FBgn0030301
2819,FBgn0030304
2820,FBgn0030305
2821,FBgn0030306
2822,FBgn0030309
2823,FBgn0030310
2824,FBgn0030311
2825,FBgn0030314
2826,FBgn0030316
2827,FBgn0030317
2828,FBgn0030318
2829,FBgn0030320
2830,FBgn0030321
2831,FBgn0030323
2832,FBgn0030326
2833,FBgn0030327
2834,FBgn0030328
2835,FBgn0030329
2836,FBgn0030330
2837,FBgn0030331
2838,FBgn0030332
2839,FBgn0030334
2840,FBgn0030336
2841,FBgn0030339
2842,FBgn0030341
2843,FBgn0030342
2844,FBgn0030343
2845,FBgn0030344
2846,FBgn0030345
2847,FBgn0030346
2848,FBgn0030347
2849,FBgn0030348
2850,FBgn0030349
2851,FBgn0030350
2852,FBgn0030351
2853,FBgn0030352
2854,FBgn0030354
2855,FBgn0030357
2856,FBgn0030358
2857,FBgn0030359
2858,FBgn0030360
2859,FBgn0030361
2860,FBgn0030362
2861,FBgn0030364
2862,FBgn0030365
2863,FBgn0030366
2864,FBgn0030367
2865,FBgn0030369
2866,FBgn0030376
2867,FBgn0030377
2868,FBgn0030384
2869,FBgn0030385
2870,FBgn0030389
2871,FBgn0030391
2872,FBgn0030396
2873,FBgn0030398
2874,FBgn0030400
2875,FBgn0030403
2876,FBgn0030406
2877,FBgn0030407
2878,FBgn0030408
2879,FBgn0030409
2880,FBgn0030410
2881,FBgn0030411
2882,FBgn0030412
2883,FBgn0030417
2884,FBgn0030418
2885,FBgn0030420
2886,FBgn0030421
2887,FBgn0030425
2888,FBgn0030431
2889,FBgn0030432
2890,FBgn0030433
2891,FBgn0030434
2892,FBgn0030435
2893,FBgn0030437
2894,FBgn0030439
2895,FBgn0030441
2896,FBgn0030443
2897,FBgn0030447
2898,FBgn0030451
2899,FBgn0030452
2900,FBgn0030455
2901,FBgn0030456
2902,FBgn0030457
2903,FBgn0030459
2904,FBgn0030460
2905,FBgn0030465
2906,FBgn0030466
2907,FBgn0030467
2908,FBgn0030468
2909,FBgn0030474
2910,FBgn0030477
2911,FBgn0030478
2912,FBgn0030479
2913,FBgn0030480
2914,FBgn0030481
2915,FBgn0030482
2916,FBgn0030484
2917,FBgn0030485
2918,FBgn0030486
2919,FBgn0030499
2920,FBgn0030500
2921,FBgn0030501
2922,FBgn0030502
2923,FBgn0030503
2924,FBgn0030504
2925,FBgn0030505
2926,FBgn0030506
2927,FBgn0030507
2928,FBgn0030508
2929,FBgn0030510
2930,FBgn0030511
2931,FBgn0030512
2932,FBgn0030514
2933,FBgn0030518
2934,FBgn0030519
2935,FBgn0030520
2936,FBgn0030521
2937,FBgn0030522
2938,FBgn0030524
2939,FBgn0030528
2940,FBgn0030529
2941,FBgn0030530
2942,FBgn0030539
2943,FBgn0030545
2944,FBgn0030551
2945,FBgn0030552
2946,FBgn0030554
2947,FBgn0030555
2948,FBgn0030556
2949,FBgn0030558
2950,FBgn0030559
2951,FBgn0030571
2952,FBgn0030572
2953,FBgn0030573
2954,FBgn0030574
2955,FBgn0030575
2956,FBgn0030576
2957,FBgn0030581
2958,FBgn0030582
2959,FBgn0030583
2960,FBgn0030584
2961,FBgn0030586
2962,FBgn0030588
2963,FBgn0030589
2964,FBgn0030590
2965,FBgn0030593
2966,FBgn0030594
2967,FBgn0030600
2968,FBgn0030603
2969,FBgn0030605
2970,FBgn0030607
2971,FBgn0030608
2972,FBgn0030610
2973,FBgn0030611
2974,FBgn0030612
2975,FBgn0030613
2976,FBgn0030615
2977,FBgn0030616
2978,FBgn0030617
2979,FBgn0030623
2980,FBgn0030625
2981,FBgn0030628
2982,FBgn0030629
2983,FBgn0030630
2984,FBgn0030631
2985,FBgn0030634
2986,FBgn0030638
2987,FBgn0030640
2988,FBgn0030641
2989,FBgn0030642
2990,FBgn0030645
2991,FBgn0030648
2992,FBgn0030653
2993,FBgn0030654
2994,FBgn0030655
2995,FBgn0030657
2996,FBgn0030658
2997,FBgn0030659
2998,FBgn0030660
2999,FBgn0030662
3000,FBgn0030668
3001,FBgn0030669
3002,FBgn0030670
3003,FBgn0030671
3004,FBgn0030672
3005,FBgn0030673
3006,FBgn0030674
3007,FBgn0030675
3008,FBgn0030676
3009,FBgn0030678
3010,FBgn0030679
3011,FBgn0030680
3012,FBgn0030683
3013,FBgn0030685
3014,FBgn0030686
3015,FBgn0030687
3016,FBgn0030691
3017,FBgn0030692
3018,FBgn0030693
3019,FBgn0030694
3020,FBgn0030695
3021,FBgn0030697
3022,FBgn0030699
3023,FBgn0030700
3024,FBgn0030701
3025,FBgn0030703
3026,FBgn0030704
3027,FBgn0030706
3028,FBgn0030707
3029,FBgn0030710
3030,FBgn0030711
3031,FBgn0030715
3032,FBgn0030716
3033,FBgn0030717
3034,FBgn0030718
3035,FBgn0030719
3036,FBgn0030720
3037,FBgn0030721
3038,FBgn0030722
3039,FBgn0030723
3040,FBgn0030724
3041,FBgn0030725
3042,FBgn0030729
3043,FBgn0030731
3044,FBgn0030733
3045,FBgn0030734
3046,FBgn0030735
3047,FBgn0030737
3048,FBgn0030738
3049,FBgn0030739
3050,FBgn0030740
3051,FBgn0030742
3052,FBgn0030743
3053,FBgn0030744
3054,FBgn0030745
3055,FBgn0030747
3056,FBgn0030748
3057,FBgn0030749
3058,FBgn0030752
3059,FBgn0030753
3060,FBgn0030756
3061,FBgn0030757
3062,FBgn0030759
3063,FBgn0030761
3064,FBgn0030763
3065,FBgn0030764
3066,FBgn0030766
3067,FBgn0030768
3068,FBgn0030769
3069,FBgn0030776
3070,FBgn0030778
3071,FBgn0030780
3072,FBgn0030786
3073,FBgn0030787
3074,FBgn0030788
3075,FBgn0030789
3076,FBgn0030790
3077,FBgn0030791
3078,FBgn0030792
3079,FBgn0030793
3080,FBgn0030794
3081,FBgn0030795
3082,FBgn0030796
3083,FBgn0030798
3084,FBgn0030799
3085,FBgn0030800
3086,FBgn0030801
3087,FBgn0030802
3088,FBgn0030803
3089,FBgn0030805
3090,FBgn0030806
3091,FBgn0030808
3092,FBgn0030809
3093,FBgn0030812
3094,FBgn0030813
3095,FBgn0030816
3096,FBgn0030817
3097,FBgn0030828
3098,FBgn0030833
3099,FBgn0030834
3100,FBgn0030837
3101,FBgn0030838
3102,FBgn0030839
3103,FBgn0030841
3104,FBgn0030846
3105,FBgn0030847
3106,FBgn0030850
3107,FBgn0030851
3108,FBgn0030853
3109,FBgn0030854
3110,FBgn0030855
3111,FBgn0030858
3112,FBgn0030863
3113,FBgn0030864
3114,FBgn0030869
3115,FBgn0030870
3116,FBgn0030871
3117,FBgn0030872
3118,FBgn0030873
3119,FBgn0030874
3120,FBgn0030876
3121,FBgn0030877
3122,FBgn0030878
3123,FBgn0030881
3124,FBgn0030883
3125,FBgn0030884
3126,FBgn0030886
3127,FBgn0030887
3128,FBgn0030889
3129,FBgn0030890
3130,FBgn0030891
3131,FBgn0030892
3132,FBgn0030893
3133,FBgn0030894
3134,FBgn0030895
3135,FBgn0030897
3136,FBgn0030904
3137,FBgn0030912
3138,FBgn0030913
3139,FBgn0030914
3140,FBgn0030915
3141,FBgn0030925
3142,FBgn0030926
3143,FBgn0030927
3144,FBgn0030929
3145,FBgn0030930
3146,FBgn0030931
3147,FBgn0030932
3148,FBgn0030933
3149,FBgn0030936
3150,FBgn0030938
3151,FBgn0030940
3152,FBgn0030941
3153,FBgn0030943
3154,FBgn0030944
3155,FBgn0030945
3156,FBgn0030946
3157,FBgn0030952
3158,FBgn0030954
3159,FBgn0030955
3160,FBgn0030956
3161,FBgn0030958
3162,FBgn0030959
3163,FBgn0030960
3164,FBgn0030961
3165,FBgn0030963
3166,FBgn0030964
3167,FBgn0030966
3168,FBgn0030968
3169,FBgn0030969
3170,FBgn0030970
3171,FBgn0030973
3172,FBgn0030974
3173,FBgn0030976
3174,FBgn0030984
3175,FBgn0030985
3176,FBgn0030990
3177,FBgn0030991
3178,FBgn0030992
3179,FBgn0030993
3180,FBgn0030994
3181,FBgn0030995
3182,FBgn0030996
3183,FBgn0030997
3184,FBgn0031002
3185,FBgn0031003
3186,FBgn0031004
3187,FBgn0031005
3188,FBgn0031006
3189,FBgn0031008
3190,FBgn0031011
3191,FBgn0031012
3192,FBgn0031016
3193,FBgn0031020
3194,FBgn0031021
3195,FBgn0031022
3196,FBgn0031023
3197,FBgn0031030
3198,FBgn0031034
3199,FBgn0031036
3200,FBgn0031037
3201,FBgn0031040
3202,FBgn0031042
3203,FBgn0031043
3204,FBgn0031044
3205,FBgn0031045
3206,FBgn0031047
3207,FBgn0031048
3208,FBgn0031049
3209,FBgn0031050
3210,FBgn0031051
3211,FBgn0031052
3212,FBgn0031053
3213,FBgn0031054
3214,FBgn0031055
3215,FBgn0031057
3216,FBgn0031058
3217,FBgn0031059
3218,FBgn0031060
3219,FBgn0031061
3220,FBgn0031062
3221,FBgn0031064
3222,FBgn0031065
3223,FBgn0031066
3224,FBgn0031068
3225,FBgn0031069
3226,FBgn0031070
3227,FBgn0031077
3228,FBgn0031078
3229,FBgn0031080
3230,FBgn0031081
3231,FBgn0031088
3232,FBgn0031089
3233,FBgn0031090
3234,FBgn0031091
3235,FBgn0031092
3236,FBgn0031093
3237,FBgn0031094
3238,FBgn0031097
3239,FBgn0031098
3240,FBgn0031099
3241,FBgn0031100
3242,FBgn0031104
3243,FBgn0031106
3244,FBgn0031107
3245,FBgn0031108
3246,FBgn0031111
3247,FBgn0031114
3248,FBgn0031115
3249,FBgn0031116
3250,FBgn0031117
3251,FBgn0031118
3252,FBgn0031119
3253,FBgn0031126
3254,FBgn0031134
3255,FBgn0031142
3256,FBgn0031143
3257,FBgn0031144
3258,FBgn0031145
3259,FBgn0031146
3260,FBgn0031148
3261,FBgn0031149
3262,FBgn0031150
3263,FBgn0031155
3264,FBgn0031157
3265,FBgn0031161
3266,FBgn0031168
3267,FBgn0031169
3268,FBgn0031170
3269,FBgn0031174
3270,FBgn0031178
3271,FBgn0031181
3272,FBgn0031182
3273,FBgn0031183
3274,FBgn0031184
3275,FBgn0031187
3276,FBgn0031188
3277,FBgn0031189
3278,FBgn0031190
3279,FBgn0031191
3280,FBgn0031194
3281,FBgn0031195
3282,FBgn0031196
3283,FBgn0031209
3284,FBgn0031213
3285,FBgn0031214
3286,FBgn0031216
3287,FBgn0031217
3288,FBgn0031219
3289,FBgn0031220
3290,FBgn0031224
3291,FBgn0031227
3292,FBgn0031228
3293,FBgn0031229
3294,FBgn0031231
3295,FBgn0031232
3296,FBgn0031233
3297,FBgn0031238
3298,FBgn0031239
3299,FBgn0031240
3300,FBgn0031244
3301,FBgn0031245
3302,FBgn0031247
3303,FBgn0031250
3304,FBgn0031251
3305,FBgn0031252
3306,FBgn0031253
3307,FBgn0031254
3308,FBgn0031255
3309,FBgn0031256
3310,FBgn0031257
3311,FBgn0031258
3312,FBgn0031260
3313,FBgn0031261
3314,FBgn0031263
3315,FBgn0031264
3316,FBgn0031265
3317,FBgn0031266
3318,FBgn0031267
3319,FBgn0031268
3320,FBgn0031270
3321,FBgn0031275
3322,FBgn0031279
3323,FBgn0031281
3324,FBgn0031282
3325,FBgn0031284
3326,FBgn0031285
3327,FBgn0031286
3328,FBgn0031287
3329,FBgn0031289
3330,FBgn0031292
3331,FBgn0031294
3332,FBgn0031295
3333,FBgn0031298
3334,FBgn0031299
3335,FBgn0031302
3336,FBgn0031304
3337,FBgn0031305
3338,FBgn0031306
3339,FBgn0031307
3340,FBgn0031309
3341,FBgn0031310
3342,FBgn0031312
3343,FBgn0031313
3344,FBgn0031314
3345,FBgn0031315
3346,FBgn0031317
3347,FBgn0031318
3348,FBgn0031319
3349,FBgn0031320
3350,FBgn0031321
3351,FBgn0031322
3352,FBgn0031324
3353,FBgn0031327
3354,FBgn0031333
3355,FBgn0031335
3356,FBgn0031343
3357,FBgn0031344
3358,FBgn0031347
3359,FBgn0031351
3360,FBgn0031356
3361,FBgn0031357
3362,FBgn0031359
3363,FBgn0031360
3364,FBgn0031361
3365,FBgn0031365
3366,FBgn0031367
3367,FBgn0031374
3368,FBgn0031375
3369,FBgn0031377
3370,FBgn0031378
3371,FBgn0031379
3372,FBgn0031381
3373,FBgn0031384
3374,FBgn0031389
3375,FBgn0031390
3376,FBgn0031391
3377,FBgn0031392
3378,FBgn0031393
3379,FBgn0031395
3380,FBgn0031397
3381,FBgn0031398
3382,FBgn0031399
3383,FBgn0031401
3384,FBgn0031403
3385,FBgn0031413
3386,FBgn0031414
3387,FBgn0031417
3388,FBgn0031418
3389,FBgn0031419
3390,FBgn0031420
3391,FBgn0031422
3392,FBgn0031423
3393,FBgn0031424
3394,FBgn0031428
3395,FBgn0031432
3396,FBgn0031434
3397,FBgn0031435
3398,FBgn0031436
3399,FBgn0031437
3400,FBgn0031449
3401,FBgn0031450
3402,FBgn0031452
3403,FBgn0031453
3404,FBgn0031456
3405,FBgn0031457
3406,FBgn0031458
3407,FBgn0031459
3408,FBgn0031460
3409,FBgn0031461
3410,FBgn0031463
3411,FBgn0031473
3412,FBgn0031474
3413,FBgn0031476
3414,FBgn0031478
3415,FBgn0031479
3416,FBgn0031483
3417,FBgn0031484
3418,FBgn0031485
3419,FBgn0031488
3420,FBgn0031489
3421,FBgn0031490
3422,FBgn0031491
3423,FBgn0031492
3424,FBgn0031493
3425,FBgn0031494
3426,FBgn0031495
3427,FBgn0031496
3428,FBgn0031497
3429,FBgn0031498
3430,FBgn0031500
3431,FBgn0031501
3432,FBgn0031505
3433,FBgn0031513
3434,FBgn0031515
3435,FBgn0031516
3436,FBgn0031517
3437,FBgn0031518
3438,FBgn0031519
3439,FBgn0031520
3440,FBgn0031528
3441,FBgn0031529
3442,FBgn0031530
3443,FBgn0031533
3444,FBgn0031534
3445,FBgn0031535
3446,FBgn0031536
3447,FBgn0031538
3448,FBgn0031540
3449,FBgn0031542
3450,FBgn0031544
3451,FBgn0031547
3452,FBgn0031548
3453,FBgn0031549
3454,FBgn0031550
3455,FBgn0031558
3456,FBgn0031559
3457,FBgn0031560
3458,FBgn0031561
3459,FBgn0031562
3460,FBgn0031563
3461,FBgn0031566
3462,FBgn0031568
3463,FBgn0031571
3464,FBgn0031573
3465,FBgn0031574
3466,FBgn0031575
3467,FBgn0031589
3468,FBgn0031590
3469,FBgn0031592
3470,FBgn0031597
3471,FBgn0031598
3472,FBgn0031600
3473,FBgn0031601
3474,FBgn0031602
3475,FBgn0031603
3476,FBgn0031604
3477,FBgn0031606
3478,FBgn0031607
3479,FBgn0031608
3480,FBgn0031609
3481,FBgn0031610
3482,FBgn0031611
3483,FBgn0031620
3484,FBgn0031621
3485,FBgn0031622
3486,FBgn0031623
3487,FBgn0031626
3488,FBgn0031627
3489,FBgn0031628
3490,FBgn0031629
3491,FBgn0031630
3492,FBgn0031631
3493,FBgn0031632
3494,FBgn0031633
3495,FBgn0031634
3496,FBgn0031635
3497,FBgn0031636
3498,FBgn0031637
3499,FBgn0031638
3500,FBgn0031639
3501,FBgn0031640
3502,FBgn0031643
3503,FBgn0031645
3504,FBgn0031646
3505,FBgn0031649
3506,FBgn0031650
3507,FBgn0031651
3508,FBgn0031652
3509,FBgn0031655
3510,FBgn0031657
3511,FBgn0031659
3512,FBgn0031660
3513,FBgn0031661
3514,FBgn0031662
3515,FBgn0031663
3516,FBgn0031664
3517,FBgn0031670
3518,FBgn0031673
3519,FBgn0031675
3520,FBgn0031676
3521,FBgn0031678
3522,FBgn0031681
3523,FBgn0031682
3524,FBgn0031683
3525,FBgn0031684
3526,FBgn0031688
3527,FBgn0031689
3528,FBgn0031690
3529,FBgn0031692
3530,FBgn0031693
3531,FBgn0031694
3532,FBgn0031695
3533,FBgn0031696
3534,FBgn0031697
3535,FBgn0031698
3536,FBgn0031700
3537,FBgn0031702
3538,FBgn0031703
3539,FBgn0031708
3540,FBgn0031710
3541,FBgn0031711
3542,FBgn0031713
3543,FBgn0031715
3544,FBgn0031716
3545,FBgn0031717
3546,FBgn0031723
3547,FBgn0031725
3548,FBgn0031728
3549,FBgn0031730
3550,FBgn0031733
3551,FBgn0031734
3552,FBgn0031735
3553,FBgn0031736
3554,FBgn0031737
3555,FBgn0031738
3556,FBgn0031739
3557,FBgn0031740
3558,FBgn0031741
3559,FBgn0031745
3560,FBgn0031751
3561,FBgn0031752
3562,FBgn0031753
3563,FBgn0031759
3564,FBgn0031760
3565,FBgn0031762
3566,FBgn0031763
3567,FBgn0031764
3568,FBgn0031765
3569,FBgn0031766
3570,FBgn0031768
3571,FBgn0031769
3572,FBgn0031770
3573,FBgn0031771
3574,FBgn0031772
3575,FBgn0031773
3576,FBgn0031774
3577,FBgn0031775
3578,FBgn0031776
3579,FBgn0031777
3580,FBgn0031779
3581,FBgn0031782
3582,FBgn0031791
3583,FBgn0031799
3584,FBgn0031801
3585,FBgn0031805
3586,FBgn0031808
3587,FBgn0031811
3588,FBgn0031813
3589,FBgn0031814
3590,FBgn0031815
3591,FBgn0031816
3592,FBgn0031817
3593,FBgn0031818
3594,FBgn0031820
3595,FBgn0031821
3596,FBgn0031822
3597,FBgn0031824
3598,FBgn0031826
3599,FBgn0031829
3600,FBgn0031830
3601,FBgn0031831
3602,FBgn0031832
3603,FBgn0031834
3604,FBgn0031835
3605,FBgn0031836
3606,FBgn0031837
3607,FBgn0031842
3608,FBgn0031844
3609,FBgn0031848
3610,FBgn0031850
3611,FBgn0031851
3612,FBgn0031853
3613,FBgn0031854
3614,FBgn0031855
3615,FBgn0031857
3616,FBgn0031858
3617,FBgn0031860
3618,FBgn0031865
3619,FBgn0031866
3620,FBgn0031868
3621,FBgn0031869
3622,FBgn0031871
3623,FBgn0031872
3624,FBgn0031873
3625,FBgn0031874
3626,FBgn0031875
3627,FBgn0031876
3628,FBgn0031877
3629,FBgn0031878
3630,FBgn0031879
3631,FBgn0031881
3632,FBgn0031882
3633,FBgn0031883
3634,FBgn0031885
3635,FBgn0031886
3636,FBgn0031888
3637,FBgn0031893
3638,FBgn0031894
3639,FBgn0031895
3640,FBgn0031896
3641,FBgn0031897
3642,FBgn0031902
3643,FBgn0031903
3644,FBgn0031904
3645,FBgn0031905
3646,FBgn0031906
3647,FBgn0031907
3648,FBgn0031908
3649,FBgn0031909
3650,FBgn0031913
3651,FBgn0031914
3652,FBgn0031925
3653,FBgn0031935
3654,FBgn0031936
3655,FBgn0031937
3656,FBgn0031939
3657,FBgn0031945
3658,FBgn0031947
3659,FBgn0031948
3660,FBgn0031950
3661,FBgn0031951
3662,FBgn0031952
3663,FBgn0031955
3664,FBgn0031957
3665,FBgn0031959
3666,FBgn0031961
3667,FBgn0031968
3668,FBgn0031969
3669,FBgn0031970
3670,FBgn0031971
3671,FBgn0031972
3672,FBgn0031973
3673,FBgn0031974
3674,FBgn0031975
3675,FBgn0031976
3676,FBgn0031977
3677,FBgn0031979
3678,FBgn0031980
3679,FBgn0031981
3680,FBgn0031985
3681,FBgn0031986
3682,FBgn0031987
3683,FBgn0031988
3684,FBgn0031990
3685,FBgn0031992
3686,FBgn0031995
3687,FBgn0031996
3688,FBgn0031997
3689,FBgn0031998
3690,FBgn0031999
3691,FBgn0032000
3692,FBgn0032001
3693,FBgn0032002
3694,FBgn0032004
3695,FBgn0032005
3696,FBgn0032006
3697,FBgn0032010
3698,FBgn0032013
3699,FBgn0032014
3700,FBgn0032015
3701,FBgn0032016
3702,FBgn0032017
3703,FBgn0032018
3704,FBgn0032020
3705,FBgn0032021
3706,FBgn0032022
3707,FBgn0032023
3708,FBgn0032024
3709,FBgn0032025
3710,FBgn0032026
3711,FBgn0032029
3712,FBgn0032030
3713,FBgn0032031
3714,FBgn0032032
3715,FBgn0032033
3716,FBgn0032034
3717,FBgn0032036
3718,FBgn0032042
3719,FBgn0032047
3720,FBgn0032048
3721,FBgn0032049
3722,FBgn0032050
3723,FBgn0032051
3724,FBgn0032052
3725,FBgn0032053
3726,FBgn0032054
3727,FBgn0032055
3728,FBgn0032058
3729,FBgn0032059
3730,FBgn0032061
3731,FBgn0032069
3732,FBgn0032074
3733,FBgn0032075
3734,FBgn0032076
3735,FBgn0032077
3736,FBgn0032078
3737,FBgn0032079
3738,FBgn0032082
3739,FBgn0032083
3740,FBgn0032084
3741,FBgn0032089
3742,FBgn0032095
3743,FBgn0032100
3744,FBgn0032101
3745,FBgn0032105
3746,FBgn0032109
3747,FBgn0032116
3748,FBgn0032117
3749,FBgn0032120
3750,FBgn0032123
3751,FBgn0032124
3752,FBgn0032127
3753,FBgn0032129
3754,FBgn0032130
3755,FBgn0032135
3756,FBgn0032136
3757,FBgn0032138
3758,FBgn0032139
3759,FBgn0032140
3760,FBgn0032147
3761,FBgn0032149
3762,FBgn0032150
3763,FBgn0032151
3764,FBgn0032153
3765,FBgn0032154
3766,FBgn0032156
3767,FBgn0032157
3768,FBgn0032160
3769,FBgn0032161
3770,FBgn0032162
3771,FBgn0032163
3772,FBgn0032166
3773,FBgn0032167
3774,FBgn0032168
3775,FBgn0032169
3776,FBgn0032170
3777,FBgn0032171
3778,FBgn0032172
3779,FBgn0032178
3780,FBgn0032181
3781,FBgn0032187
3782,FBgn0032189
3783,FBgn0032191
3784,FBgn0032192
3785,FBgn0032193
3786,FBgn0032194
3787,FBgn0032195
3788,FBgn0032196
3789,FBgn0032197
3790,FBgn0032198
3791,FBgn0032200
3792,FBgn0032202
3793,FBgn0032204
3794,FBgn0032205
3795,FBgn0032208
3796,FBgn0032209
3797,FBgn0032210
3798,FBgn0032211
3799,FBgn0032213
3800,FBgn0032214
3801,FBgn0032216
3802,FBgn0032217
3803,FBgn0032218
3804,FBgn0032221
3805,FBgn0032222
3806,FBgn0032223
3807,FBgn0032224
3808,FBgn0032225
3809,FBgn0032228
3810,FBgn0032229
3811,FBgn0032230
3812,FBgn0032231
3813,FBgn0032233
3814,FBgn0032234
3815,FBgn0032235
3816,FBgn0032236
3817,FBgn0032242
3818,FBgn0032243
3819,FBgn0032244
3820,FBgn0032246
3821,FBgn0032247
3822,FBgn0032248
3823,FBgn0032249
3824,FBgn0032250
3825,FBgn0032251
3826,FBgn0032252
3827,FBgn0032253
3828,FBgn0032256
3829,FBgn0032258
3830,FBgn0032259
3831,FBgn0032261
3832,FBgn0032262
3833,FBgn0032264
3834,FBgn0032266
3835,FBgn0032283
3836,FBgn0032285
3837,FBgn0032286
3838,FBgn0032287
3839,FBgn0032289
3840,FBgn0032290
3841,FBgn0032291
3842,FBgn0032292
3843,FBgn0032293
3844,FBgn0032295
3845,FBgn0032296
3846,FBgn0032297
3847,FBgn0032298
3848,FBgn0032305
3849,FBgn0032314
3850,FBgn0032321
3851,FBgn0032322
3852,FBgn0032329
3853,FBgn0032330
3854,FBgn0032336
3855,FBgn0032337
3856,FBgn0032338
3857,FBgn0032339
3858,FBgn0032341
3859,FBgn0032343
3860,FBgn0032345
3861,FBgn0032346
3862,FBgn0032348
3863,FBgn0032350
3864,FBgn0032354
3865,FBgn0032358
3866,FBgn0032361
3867,FBgn0032363
3868,FBgn0032364
3869,FBgn0032368
3870,FBgn0032369
3871,FBgn0032377
3872,FBgn0032378
3873,FBgn0032381
3874,FBgn0032382
3875,FBgn0032387
3876,FBgn0032388
3877,FBgn0032390
3878,FBgn0032391
3879,FBgn0032393
3880,FBgn0032394
3881,FBgn0032395
3882,FBgn0032397
3883,FBgn0032398
3884,FBgn0032399
3885,FBgn0032400
3886,FBgn0032401
3887,FBgn0032402
3888,FBgn0032405
3889,FBgn0032406
3890,FBgn0032407
3891,FBgn0032408
3892,FBgn0032409
3893,FBgn0032414
3894,FBgn0032415
3895,FBgn0032416
3896,FBgn0032420
3897,FBgn0032421
3898,FBgn0032422
3899,FBgn0032424
3900,FBgn0032428
3901,FBgn0032429
3902,FBgn0032430
3903,FBgn0032431
3904,FBgn0032433
3905,FBgn0032434
3906,FBgn0032436
3907,FBgn0032444
3908,FBgn0032445
3909,FBgn0032446
3910,FBgn0032447
3911,FBgn0032449
3912,FBgn0032450
3913,FBgn0032451
3914,FBgn0032452
3915,FBgn0032453
3916,FBgn0032454
3917,FBgn0032455
3918,FBgn0032456
3919,FBgn0032462
3920,FBgn0032465
3921,FBgn0032467
3922,FBgn0032470
3923,FBgn0032472
3924,FBgn0032474
3925,FBgn0032475
3926,FBgn0032476
3927,FBgn0032477
3928,FBgn0032478
3929,FBgn0032479
3930,FBgn0032480
3931,FBgn0032481
3932,FBgn0032482
3933,FBgn0032484
3934,FBgn0032485
3935,FBgn0032486
3936,FBgn0032487
3937,FBgn0032488
3938,FBgn0032494
3939,FBgn0032495
3940,FBgn0032499
3941,FBgn0032503
3942,FBgn0032506
3943,FBgn0032507
3944,FBgn0032509
3945,FBgn0032511
3946,FBgn0032512
3947,FBgn0032513
3948,FBgn0032514
3949,FBgn0032515
3950,FBgn0032516
3951,FBgn0032517
3952,FBgn0032518
3953,FBgn0032521
3954,FBgn0032524
3955,FBgn0032525
3956,FBgn0032536
3957,FBgn0032538
3958,FBgn0032551
3959,FBgn0032582
3960,FBgn0032586
3961,FBgn0032587
3962,FBgn0032593
3963,FBgn0032595
3964,FBgn0032596
3965,FBgn0032597
3966,FBgn0032600
3967,FBgn0032601
3968,FBgn0032603
3969,FBgn0032613
3970,FBgn0032614
3971,FBgn0032615
3972,FBgn0032620
3973,FBgn0032629
3974,FBgn0032633
3975,FBgn0032634
3976,FBgn0032635
3977,FBgn0032637
3978,FBgn0032638
3979,FBgn0032639
3980,FBgn0032640
3981,FBgn0032642
3982,FBgn0032643
3983,FBgn0032644
3984,FBgn0032646
3985,FBgn0032647
3986,FBgn0032648
3987,FBgn0032649
3988,FBgn0032650
3989,FBgn0032651
3990,FBgn0032652
3991,FBgn0032656
3992,FBgn0032663
3993,FBgn0032666
3994,FBgn0032670
3995,FBgn0032671
3996,FBgn0032681
3997,FBgn0032682
3998,FBgn0032683
3999,FBgn0032684
4000,FBgn0032685
4001,FBgn0032688
4002,FBgn0032689
4003,FBgn0032690
4004,FBgn0032691
4005,FBgn0032692
4006,FBgn0032694
4007,FBgn0032698
4008,FBgn0032699
4009,FBgn0032700
4010,FBgn0032701
4011,FBgn0032702
4012,FBgn0032703
4013,FBgn0032704
4014,FBgn0032705
4015,FBgn0032706
4016,FBgn0032707
4017,FBgn0032713
4018,FBgn0032715
4019,FBgn0032717
4020,FBgn0032719
4021,FBgn0032720
4022,FBgn0032721
4023,FBgn0032723
4024,FBgn0032724
4025,FBgn0032725
4026,FBgn0032726
4027,FBgn0032727
4028,FBgn0032728
4029,FBgn0032729
4030,FBgn0032730
4031,FBgn0032731
4032,FBgn0032732
4033,FBgn0032741
4034,FBgn0032744
4035,FBgn0032746
4036,FBgn0032748
4037,FBgn0032749
4038,FBgn0032750
4039,FBgn0032751
4040,FBgn0032752
4041,FBgn0032753
4042,FBgn0032754
4043,FBgn0032763
4044,FBgn0032769
4045,FBgn0032770
4046,FBgn0032771
4047,FBgn0032772
4048,FBgn0032773
4049,FBgn0032774
4050,FBgn0032775
4051,FBgn0032779
4052,FBgn0032780
4053,FBgn0032781
4054,FBgn0032782
4055,FBgn0032783
4056,FBgn0032785
4057,FBgn0032787
4058,FBgn0032788
4059,FBgn0032790
4060,FBgn0032791
4061,FBgn0032793
