"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","entrez","geneSymbol","cg"
"FBgn0000003",0.103876233166007,0.0067967778541268,0.0303645839326116,0.223838991807395,0.822882588582645,NA,"FBgn0000003",NA,"7SLRNA:CR32864","CR32864"
"FBgn0000008",1564.51451794987,-0.0419818515807138,0.057333259703451,-0.732242537714751,0.464020545154678,0.724142641577979,"FBgn0000008",43852,"a","CG6741"
"FBgn0000014",0.416401897264462,0.0780898299337019,0.0563153553177604,1.38665253007956,0.16554774207159,NA,"FBgn0000014",42037,"abd-A","CG10325"
"FBgn0000015",1.23010901880591,-0.116483024535831,0.0963277517635246,-1.2092364080269,0.226572034010141,0.493203387454131,"FBgn0000015",47763,"Abd-B","CG11648"
"FBgn0000017",9581.81949016144,0.0618061841926742,0.0627723041209787,0.984609137073533,0.324816099801072,0.601411794638139,"FBgn0000017",45821,"Abl","CG4032"
"FBgn0000018",275.051513737868,0.0303526005197159,0.0602997916761488,0.503361614957646,0.614710053902538,0.827669893458987,"FBgn0000018",44793,"abo","CG6093"
"FBgn0000022",0,NA,NA,NA,NA,NA,"FBgn0000022",30981,"ac","CG3796"
"FBgn0000024",25611.6021826937,-0.0274377218072629,0.0677434681470434,-0.405023872526084,0.685459963303477,0.872433643162702,"FBgn0000024",41625,"Ace","CG17907"
"FBgn0000028",1068.74444417301,0.0548043047574551,0.0704576245289324,0.777833557742932,0.436667141909532,0.700321679269679,"FBgn0000028",47080,"acj6","CG9151"
"FBgn0000032",644.916280571235,-0.00445168979672896,0.0423254455775962,-0.105177623908709,0.916234865762008,0.969614825386375,"FBgn0000032",48445,"Acph-1","CG7899"
"FBgn0000036",5658.40383253448,-0.0429788626752886,0.0925189557808205,-0.464541156053539,0.642260080174145,0.845645868673167,"FBgn0000036",42918,"nAChRalpha1","CG5610"
"FBgn0000037",8943.38481816779,0.114424316278007,0.0464213686838156,2.46490613099696,0.013704915010259,0.0670985672146437,"FBgn0000037",37892,"mAChR-A","CG4356"
"FBgn0000038",32278.5783420654,0.112942063121984,0.0545453167208686,2.07060972255338,0.0383952828421343,0.148219390664035,"FBgn0000038",38545,"nAChRbeta1","CG11348"
"FBgn0000039",4377.85766881452,0.00717747705180636,0.0477184901525269,0.150412911826513,0.880438854995052,0.957400129754639,"FBgn0000039",42919,"nAChRalpha2","CG6844"
"FBgn0000042",34150.7906628887,0.0474464198267922,0.0546002275743222,0.86897842618344,0.384858930986406,0.657008157481466,"FBgn0000042",31521,"Act5C","CG4027"
"FBgn0000043",1089.14135053304,-0.10417827837221,0.0417078534082865,-2.49780964156531,0.0124963277333429,0.062446180906628,"FBgn0000043",35526,"Act42A","CG12051"
"FBgn0000044",433.609950853465,0.0285381114092238,0.151039541731185,0.188944637160082,0.850136208221372,0.943762194953,"FBgn0000044",37368,"Act57B","CG10067"
"FBgn0000045",1259.82282817263,0.273963067310775,0.0802175566788215,3.41525070886514,0.0006372332968593,0.00517510677449371,"FBgn0000045",40444,"Act79B","CG7478"
"FBgn0000046",72.0731517375076,-0.0955940046656246,0.148567308477801,-0.643439028714103,0.519939265531616,0.764707703237739,"FBgn0000046",48632,"Act87E","CG18290"
"FBgn0000047",4.87647289196464,-0.074500036521206,0.139721164997495,-0.533205091172419,0.593891617640954,0.813589939135202,"FBgn0000047",41885,"Act88F","CG5178"
"FBgn0000052",613.731280637352,-0.289764699960746,0.0721465209497561,-4.01633642407432,5.91098582868096e-05,0.000653573377762091,"FBgn0000052",33847,"ade2","CG9127"
"FBgn0000053",635.312757717371,0.415926147860083,0.0726503572720092,5.72503926309433,1.03409822092757e-08,2.27649336921341e-07,"FBgn0000053",33986,"ade3","CG31628"
"FBgn0000055",24.8894572454895,-0.328142069615403,0.137429641206267,-2.38770957076791,0.0169537335933694,0.0793491373344943,"FBgn0000055",NA,"Adh","CG3481"
"FBgn0000056",0,NA,NA,NA,NA,NA,"FBgn0000056",3772432,"Adhr","CG3484"
"FBgn0000057",1006.09105708682,-0.00555449009485132,0.0482467541919572,-0.115126710343082,0.908344688869751,0.96635983048891,"FBgn0000057",37073,"adp","CG5124"
"FBgn0000061",0.842130719522731,0.0494510031808168,0.0912377036671955,0.542001839077377,0.587817238961445,0.809315492731371,"FBgn0000061",33208,"al","CG3935"
"FBgn0000063",211.398662071711,-0.0959080318050229,0.0695054372302903,-1.37986372903826,0.167628606137461,0.413974801420003,"FBgn0000063",42126,"ald","CG7643"
"FBgn0000064",21436.1227103955,0.012939184547589,0.050541105097732,0.256013091177335,0.797940728806427,0.922623645162787,"FBgn0000064",43183,"Ald","CG6058"
"FBgn0000071",18.3646337106847,-0.235878424555017,0.151495363248729,-1.55700095037065,0.119470259773375,0.333803638258401,"FBgn0000071",40831,"Ama","CG2198"
"FBgn0000075",67.913647341835,-0.106703493485273,0.108912912903227,-0.979713889206903,0.327227368173088,0.604093892219244,"FBgn0000075",35188,"amd","CG10501"
"FBgn0000077",371.684041272614,-0.0802839378123946,0.0569705766373611,-1.4092175742477,0.158770842705072,0.399793772920446,"FBgn0000077",43869,"amx","CG12127"
"FBgn0000078",106.858173972808,0.118620873647357,0.148488925295318,0.798853338129026,0.424375458347007,0.691009528791922,"FBgn0000078",36932,"Amy-d","CG17876"
"FBgn0000079",99.8873549627682,-0.267880785968136,0.145817079224035,-1.83710157543727,0.0661949016498141,0.220316076549381,"FBgn0000079",47764,"Amy-p","CG18730"
"FBgn0000083",4157.80596158781,-0.176553893180926,0.0467512475981947,-3.77645308416847,0.000159077506658106,0.00157899154756935,"FBgn0000083",42492,"AnxB9","CG5730"
"FBgn0000084",2745.00331035928,-0.0858339641755444,0.071460733739553,-1.20113466072678,0.229698969828168,0.496446160596363,"FBgn0000084",33019,"AnxB10","CG9579"
"FBgn0000092",64.736553571708,0.0755479000726012,0.125118871154245,0.603808996801663,0.545970637270912,0.782969066730886,"FBgn0000092",31252,"CG2650","CG2650"
"FBgn0000094",0.468192808818872,0.0668602848566555,0.0668783260079796,0.999730239191064,0.31744107390811,NA,"FBgn0000094",43595,"Anp","CG1361"
"FBgn0000097",1551.90112527022,-0.00417333482573888,0.0644343454374261,-0.0647687936830477,0.948358088294431,0.979692884062461,"FBgn0000097",33392,"aop","CG3166"
"FBgn0000100",17540.5732202367,-0.0698791395112096,0.052838933877384,-1.32249336584588,0.186003917039989,0.440718102876991,"FBgn0000100",40451,"RpLP0","CG7490"
"FBgn0000108",55029.0965028711,-0.00389510299981842,0.0660917538192014,-0.0589347804337852,0.953004055405435,0.982205473227186,"FBgn0000108",31002,"Appl","CG7727"
"FBgn0000109",323.514104129677,1.07566826808354,0.0608851622797812,17.6671659860346,7.50749412517179e-70,1.92817474114829e-67,"FBgn0000109",48224,"Aprt","CG18315"
"FBgn0000114",1734.23741851202,0.0702213527321621,0.0536037808440729,1.31000745892212,0.190193312297773,0.445990099780337,"FBgn0000114",34648,"aret","CG31762"
"FBgn0000115",542.025379422983,-0.0122143387906185,0.0543494291718292,-0.224737204727617,0.82218371967283,0.932807003140682,"FBgn0000115",39745,"Arl1","CG6025"
"FBgn0000116",39412.9295723986,0.149746669250894,0.0615044750531161,2.43472802786416,0.0149029864885935,0.071773261654068,"FBgn0000116",39041,"Argk","CG32031"
"FBgn0000117",20146.0486656842,-0.00898737485653417,0.0330849895578345,-0.271645086688745,0.785894928359906,0.916084784116956,"FBgn0000117",31151,"arm","CG11579"
"FBgn0000119",1896.58313114182,0.114648864765653,0.0477669251756535,2.40017259524357,0.0163873430712599,0.0772524951177487,"FBgn0000119",44279,"arr","CG5912"
"FBgn0000120",10279.6630124455,-0.504225979687813,0.136197860057798,-3.70215787145139,0.000213773524910711,0.0020392519103039,"FBgn0000120",35078,"Arr1","CG5711"
"FBgn0000121",16866.2048430973,-0.54534043452677,0.132617506041286,-4.11213007095003,3.92025315479316e-05,0.000453972706243346,"FBgn0000121",38993,"Arr2","CG5962"
"FBgn0000137",0.521013644669115,-0.00365922821805639,0.0618639451458003,-0.0591496098322271,0.952832944849666,NA,"FBgn0000137",30985,"ase","CG3258"
"FBgn0000139",720.320142195654,-0.120067987599356,0.0456966257249903,-2.62750226508943,0.00860142691875924,0.0463859978365984,"FBgn0000139",42936,"ash2","CG6677"
"FBgn0000140",22.3365294336354,0.432490980735352,0.141564282687791,3.05508545322252,0.00224996405424886,0.015290825171323,"FBgn0000140",42946,"asp","CG6875"
"FBgn0000146",209.235180315917,-1.02400152098295,0.0768048655011045,-13.3325084850024,1.49775471370909e-40,2.00699131637018e-38,"FBgn0000146",34524,"aub","CG6137"
"FBgn0000147",254.045914282042,-0.259049305765905,0.0644024247870467,-4.02235329838089,5.76195423486702e-05,0.000639364282695236,"FBgn0000147",41446,"aurA","CG3068"
"FBgn0000150",2607.07966443964,0.00713723077615285,0.0753528810990194,0.094717423833788,0.924539277981158,0.972332683100654,"FBgn0000150",43739,"awd","CG2210"
"FBgn0000152",586.407602040107,0.210565802772819,0.0571453250842682,3.68474240827771,0.000228934052903391,0.00216600077067767,"FBgn0000152",32645,"Axs","CG9703"
"FBgn0000153",1300.51695688599,-0.319061641664448,0.151014242877728,-2.11279171808174,0.0346185988493525,0.137360182367177,"FBgn0000153",34791,"b","CG7811"
"FBgn0000157",680.790669495074,-0.209036912430866,0.0519871500638496,-4.02093425344785,5.79677835027338e-05,0.000642650031494336,"FBgn0000157",37973,"Dll","CG3629"
"FBgn0000158",1.34359767916537,0.00595721821326042,0.105865599988165,0.0562715198697822,0.955125506725559,0.982788352133603,"FBgn0000158",43038,"bam","CG10422"
"FBgn0000163",191.192009432313,-0.189422822650746,0.099809115513232,-1.89785092951388,0.0577157220097625,0.199249347783913,"FBgn0000163",32703,"baz","CG5055"
"FBgn0000166",0.21629454365023,-0.0182411630471619,0.0394844538426863,-0.46198342061,0.644093209891273,NA,"FBgn0000166",40830,"bcd","CG1034"
"FBgn0000173",3867.74506362686,0.033040439035058,0.0565252807802216,0.584524987386156,0.558867158984255,0.791111135480284,"FBgn0000173",32358,"ben","CG18319"
"FBgn0000179",1216.34796056777,0.0379605020750682,0.0661099526199946,0.574202530340148,0.565830757249715,0.796296983490238,"FBgn0000179",31379,"bi","CG3578"
"FBgn0000180",455.024352512176,-0.115589531130089,0.0559029084168187,-2.06768367520773,0.0386697779804309,0.14892877942604,"FBgn0000180",34330,"bib","CG4722"
"FBgn0000181",7784.84861002741,-0.187870559322747,0.0395203951487131,-4.75376216800973,1.99665900424581e-06,3.00180636638321e-05,"FBgn0000181",45827,"bic","CG3644"
"FBgn0000182",0,NA,NA,NA,NA,NA,"FBgn0000182",34946,"BicC","CG4824"
"FBgn0000183",5747.42015657059,-0.0659878165200743,0.0606346533151513,-1.08828554155492,0.276469071371123,0.553121233637959,"FBgn0000183",35051,"BicD","CG6605"
"FBgn0000206",223.818100449353,-0.713813434780605,0.137066357242464,-5.20779459775023,1.91098291462379e-07,3.40442158547428e-06,"FBgn0000206",43146,"boss","CG8285"
"FBgn0000212",5030.9438905093,0.0153054950419307,0.0446615646010397,0.342699481727838,0.731824552660234,0.893791666851135,"FBgn0000212",39744,"brm","CG5942"
"FBgn0000216",0,NA,NA,NA,NA,NA,"FBgn0000216",39620,"Brd","CG3096"
"FBgn0000221",228.193495390374,0.0523663937917274,0.073477853559667,0.712682682669871,0.476042134782356,0.733489243544167,"FBgn0000221",31358,"brn","CG4934"
"FBgn0000227",0.166454197668872,0.00431359150556742,0.0308142000927662,0.139987132315015,0.888670157200052,NA,"FBgn0000227",33669,"Bsg25A","CG12205"
"FBgn0000228",2867.15685289674,0.103136420710996,0.0443161762401774,2.32728609418002,0.0199500433923365,0.0901554746850162,"FBgn0000228",33757,"Bsg25D","CG14025"
"FBgn0000229",6303.79587789611,-0.0558335316395191,0.0382130225483168,-1.46111267615439,0.143984522034728,0.375656495186163,"FBgn0000229",44801,"bsk","CG5680"
"FBgn0000233",41.1128105555726,-0.0700648752679609,0.124037192724992,-0.564869888851039,0.572162265899203,0.799457827723605,"FBgn0000233",31912,"btd","CG12653"
"FBgn0000239",2975.46045948651,-0.0217517460825642,0.0313811834349439,-0.693146137323266,0.488217846198326,0.742673834978811,"FBgn0000239",45830,"bur","CG9242"
"FBgn0000241",45.9371763048047,-0.0412012584611546,0.136603924980203,-0.301611088166943,0.762948554292321,0.908132213153758,"FBgn0000241",NA,"bw","CG17632"
"FBgn0000244",801.581243725179,0.0956022675699927,0.0414656803633161,2.30557576126426,0.0211343489577507,0.0939301314795991,"FBgn0000244",41144,"by","CG9379"
"FBgn0000246",489.07869875919,-0.111852394905769,0.0509115140769879,-2.19699604173285,0.0280207289034187,0.117177593596115,"FBgn0000246",47765,"c(3)G","CG17604"
"FBgn0000247",4956.17724313089,0.136927185282816,0.0516714667252195,2.64995739352578,0.00805019222022365,0.0439127299517332,"FBgn0000247",43518,"ca","CG31037"
"FBgn0000250",2452.98506868274,-0.0363512067902644,0.0384519630513682,-0.945366735677517,0.344471678525388,0.620945584568062,"FBgn0000250",34969,"cact","CG5848"
"FBgn0000251",3.13960847702322,-0.182419735216694,0.132178492286642,-1.38010149806445,0.167555396112333,0.413974801420003,"FBgn0000251",35341,"cad","CG1759"
"FBgn0000253",67455.6560585215,0.0216984705968652,0.0599773293705881,0.361777872148902,0.717518029142728,0.88534460973411,"FBgn0000253",36329,"Cam","CG8472"
"FBgn0000256",4005.89463045087,0.0128947705617138,0.0394687460613168,0.32670839204471,0.743888452343478,0.899589120045442,"FBgn0000256",33611,"capu","CG3399"
"FBgn0000257",1480.25985671747,0.0357083175058413,0.0487463930283423,0.732532507278633,0.463843609015916,0.724142641577979,"FBgn0000257",32947,"car","CG12230"
"FBgn0000259",6281.16245151731,0.0121851956388953,0.0450298283409778,0.270602755725068,0.786696576120762,0.916585898347675,"FBgn0000259",32132,"CkIIbeta","CG15224"
"FBgn0000261",1610.52447098689,0.0134417245688427,0.0651362869007023,0.206363076687716,0.836507310594246,0.938997104276374,"FBgn0000261",40048,"Cat","CG6871"
"FBgn0000273",17314.8420564005,0.0931699937107402,0.0654938573516534,1.42257606252273,0.154859087297734,0.394361253502677,"FBgn0000273",34284,"Pka-C1","CG4379"
"FBgn0000274",1.53117334432687,0.00805724714845219,0.0994387677435881,0.0810272223930663,0.935420303339641,0.975937437728542,"FBgn0000274",43644,"Pka-C2","CG12066"
"FBgn0000276",19.2748028456476,-0.811067164967524,0.134713377078788,-6.02068764479988,1.73677631169669e-09,4.29077722857652e-08,"FBgn0000276",43597,"CecA1","CG1365"
"FBgn0000277",14.8149727329254,-0.916215779717496,0.138065167503187,-6.63611102124181,3.22067300922065e-11,9.47600402331078e-10,"FBgn0000277",43597,"CecA2","CG1367"
"FBgn0000278",3.65107375977808,-0.4753462317335,0.120412669140034,-3.94764301072587,7.8924373300336e-05,0.000838381547471427,"FBgn0000278",43598,"CecB","CG1878"
"FBgn0000279",11.903608900034,-0.517871506278166,0.121765033980446,-4.25303955782026,2.10888305304603e-05,0.000257409012652985,"FBgn0000279",43599,"CecC","CG1373"
"FBgn0000280",0,NA,NA,NA,NA,NA,"FBgn0000280",NA,"Cec-Psi1","CR32926"
"FBgn0000281",0.628055643618606,0.0260765139208498,0.0711960492830534,0.366263496127119,0.714168465765281,NA,"FBgn0000281",NA,"Cec2","CR32934"
"FBgn0000283",5470.00865362387,0.0196024193998612,0.028038755858816,0.699118730465988,0.484477833921841,0.740000193718101,"FBgn0000283",41848,"Cp190","CG6384"
"FBgn0000286",2223.32114255628,0.0517102300936751,0.0528043605621178,0.979279543265076,0.327441875319849,0.604206471926822,"FBgn0000286",33692,"Cf2","CG11924"
"FBgn0000287",1540.44772038303,0.109328448190811,0.0465780799032213,2.34720813777576,0.0189146854125139,0.0863630525057299,"FBgn0000287",34568,"salr","CG4881"
"FBgn0000289",11757.3506667023,0.0455299019420504,0.0435617532976612,1.04518065723711,0.295939481492732,0.573397025197948,"FBgn0000289",36571,"cg","CG8367"
"FBgn0000299",5222.64773246938,0.0724371371440489,0.0915360609730561,0.791350822550372,0.428739298769162,0.693772143873974,"FBgn0000299",33727,"Cg25C","CG4145"
"FBgn0000303",7731.25642704464,0.0183947418376898,0.0552882883508657,0.332705938027141,0.739356266783097,0.896578383451097,"FBgn0000303",NA,"Cha","CG12345"
"FBgn0000307",4681.12082310127,-0.0183878308248952,0.0468488769333547,-0.392492457205602,0.694694383465315,0.87441407243379,"FBgn0000307",34974,"chif","CG5813"
"FBgn0000308",6830.02858163864,-0.0201266045725867,0.0341510533718448,-0.58934066699037,0.555632769718508,0.78837526113814,"FBgn0000308",33834,"chic","CG9553"
"FBgn0000316",2276.30487986292,1.16777443741636,0.0320821097958512,36.3995524249273,4.32696957641747e-290,7.62041156258208e-287,"FBgn0000316",30973,"cin","CG2945"
"FBgn0000317",516.744914317642,0.206373129250622,0.0636778853804515,3.24089168504293,0.00119156449937045,0.00877515361304596,"FBgn0000317",34882,"ck","CG7595"
"FBgn0000318",1191.61496884677,0.0114786660181847,0.0435371726100567,0.2636520777542,0.792048025596184,0.919518604345961,"FBgn0000318",43938,"cl","CG11024"
"FBgn0000319",18510.7884035599,-0.0108909408643522,0.0400352882601215,-0.272033531857955,0.785596236533263,0.915996444148498,"FBgn0000319",32537,"Chc","CG9012"
"FBgn0000320",194.50126120633,-0.0741031273124441,0.0881036914147221,-0.841089926228239,0.400297558158113,0.669679508342139,"FBgn0000320",33916,"eya","CG9554"
"FBgn0000326",607.723574156715,-0.0537986497795677,0.0552405905056938,-0.973897079793571,0.330107643836678,0.606640150399682,"FBgn0000326",117300,"clt","CG9858"
"FBgn0000330",992.779854207625,0.00433761844963791,0.0347239239867319,0.124917289051068,0.900589030899617,0.963420823753078,"FBgn0000330",31647,"cm","CG3035"
"FBgn0000337",2.73156050587856,-0.231188795102698,0.126707068945431,-1.82459271630901,0.0680625133877753,0.224531620295556,"FBgn0000337",NA,"cn","CG1555"
"FBgn0000339",948.317576126361,-0.0162297729221553,0.0422835134902781,-0.383832174350574,0.701102839577401,0.877634625233196,"FBgn0000339",34967,"cni","CG5855"
"FBgn0000346",20731.5575533889,0.164114366406364,0.0355741532080538,4.61330352535867,3.96318890227392e-06,5.68118520781777e-05,"FBgn0000346",47091,"comt","CG1618"
"FBgn0000351",62.1871580597304,0.0331025553782309,0.104702116897564,0.316159370594359,0.751881544767953,0.902634515079618,"FBgn0000351",33937,"cort","CG11330"
"FBgn0000352",2594.76302651546,0.185649211143323,0.0433074362808091,4.28677444537603,1.81286196641529e-05,0.000225519296891702,"FBgn0000352",35653,"cos","CG1708"
"FBgn0000355",0.157741736954343,0.0103587176883082,0.0303645839326116,0.341144726741436,0.732994631538584,NA,"FBgn0000355",38999,"Cp15","CG6519"
"FBgn0000356",0.0447494959089739,-0.00293660081164356,0.0303645839326116,-0.0967113798812718,0.922955602358474,NA,"FBgn0000356",39001,"Cp16","CG6533"
"FBgn0000357",125.277841846861,-0.00507206645550616,0.123679814368229,-0.041009654497097,0.967288199162662,0.987508279988407,"FBgn0000357",38998,"Cp18","CG6517"
"FBgn0000358",0,NA,NA,NA,NA,NA,"FBgn0000358",39000,"Cp19","CG6524"
"FBgn0000359",0.558022836019929,0.104991440532818,0.0637953620709802,1.64575350189253,0.0998145189733344,NA,"FBgn0000359",31787,"Cp36","CG1478"
"FBgn0000360",0.0498151295197756,-0.00294465996536758,0.0303645839326116,-0.0969767928288657,0.922744824207781,NA,"FBgn0000360",31788,"Cp38","CG11213"
"FBgn0000370",5672.23016740437,-0.105852667857903,0.0424150681607232,-2.49563828252723,0.0125730738616359,0.062651921813358,"FBgn0000370",47767,"crc","CG8669"
"FBgn0000376",1082.29274580292,-0.0218026589111066,0.0481559041037425,-0.452751522723715,0.650727674588136,0.85073133463188,"FBgn0000376",NA,"crm","CG2714"
"FBgn0000377",925.090373772562,0.000887967069955313,0.0443373516852824,0.0200275171205156,0.98402142147728,0.993269252116552,"FBgn0000377",31208,"crn","CG3193"
"FBgn0000382",23509.489215898,-0.0203063435094522,0.0569682521166066,-0.356450176282182,0.721503458403335,0.887782676434406,"FBgn0000382",45278,"csw","CG3954"
"FBgn0000384",1091.35247993659,-0.0546903580322959,0.0892792893743652,-0.612576090328953,0.540156671672832,0.779288464416413,"FBgn0000384",3355131,"cta","CG17678"
"FBgn0000392",0,NA,NA,NA,NA,NA,"FBgn0000392",33934,"cup","CG11181"
"FBgn0000394",211.491949973389,-0.26327139851602,0.0779617259281027,-3.37693137731214,0.000732993345997376,0.00584507602990262,"FBgn0000394",44510,"cv","CG12410"
"FBgn0000395",703.054563379702,-0.274295478239432,0.131300848136177,-2.0890609781511,0.0367022344228469,0.143327842851409,"FBgn0000395",45280,"cv-2","CG15671"
"FBgn0000404",68.3904930723593,-0.0619646583346709,0.101737483375024,-0.609064194228758,0.542481889661471,0.78078403032671,"FBgn0000404",39340,"CycA","CG5940"
"FBgn0000405",3.84760469881324,0.416021241379734,0.133172447588539,3.12392877740829,0.0017845364690464,0.0125212097839522,"FBgn0000405",37618,"CycB","CG3510"
"FBgn0000406",711.948348978793,0.525324470817644,0.146963876625269,3.57451424717874,0.000350878707391019,0.00311645007544416,"FBgn0000406",35008,"Cyt-b5-r","CG13279"
"FBgn0000411",1365.34727714118,-0.0717573106077844,0.0540344217730472,-1.32799256942502,0.184180561664516,0.438166338132026,"FBgn0000411",39570,"D","CG5893"
"FBgn0000412",4435.38371773493,0.107528185805695,0.0318144055817771,3.37985839557177,0.000725231843894753,0.00580939452341424,"FBgn0000412",41095,"D1","CG9745"
"FBgn0000414",15629.3948918915,-0.0521227752796172,0.056069685297127,-0.929607059561791,0.352574570934462,0.629203721841351,"FBgn0000414",39866,"Dab","CG9695"
"FBgn0000416",16546.6352727096,-0.0719023536232289,0.0312905992834221,-2.29788995001202,0.0215680534332384,0.0953186833030952,"FBgn0000416",43662,"Sap-r","CG12070"
"FBgn0000422",14342.2888164891,-0.168464824261912,0.0593364238002975,-2.83914690964351,0.00452343259109916,0.0272120278446443,"FBgn0000422",35190,"Ddc","CG10697"
"FBgn0000426",129.471306397112,0.113391621321289,0.0760157694602255,1.49168550323785,0.135781611251127,0.362241009197985,"FBgn0000426",36314,"SmF","CG16792"
"FBgn0000427",1.7595396962768,-0.113349186380458,0.104645426113653,-1.08317382412254,0.278731275938527,0.555749501822766,"FBgn0000427",31691,"dec-1","CG2175"
"FBgn0000439",126.51273826519,-0.000777788853953045,0.0795270163615909,-0.00978018401214273,0.992196666575839,0.996406625504663,"FBgn0000439",40832,"Dfd","CG2189"
"FBgn0000442",88.7317602399243,-0.141669045538142,0.098603361175941,-1.43675675807195,0.150787121241875,0.387513785839031,"FBgn0000442",33253,"Pkg21D","CG3324"
"FBgn0000447",828.068118430611,-0.0299142360974023,0.0528062302117355,-0.566490657966988,0.571060281794507,0.798450537923447,"FBgn0000447",41022,"Dhod","CG9741"
"FBgn0000448",1592.78047436667,0.109741462768392,0.0863718308773506,1.27057006495817,0.203881642134243,0.465281911186773,"FBgn0000448",36073,"Hr46","CG33183"
"FBgn0000449",4.69713081527091,-0.27843184552955,0.140003238096466,-1.98875289825585,0.046728484063992,0.17165338246153,"FBgn0000449",45282,"dib","CG12028"
"FBgn0000451",12.327439917061,-0.519147817287162,0.150990504563703,-3.43828122693724,0.000585419366728334,0.00480496002198862,"FBgn0000451",44135,"ect","CG6611"
"FBgn0000454",1986.28943110702,0.345329081387284,0.101561235335466,3.40020560252767,0.000673352013666834,0.00543620407628339,"FBgn0000454",48450,"Dip-B","CG9285"
"FBgn0000455",954.444201372109,-0.00730684350882427,0.0515674080051035,-0.141694992854811,0.887320930158532,0.958795023840335,"FBgn0000455",47769,"Dip-C","CG5663"
"FBgn0000459",272.196188259263,0.127272262765042,0.0594222108010982,2.14182981496693,0.0322071792832557,0.13000985795808,"FBgn0000459",32579,"disco","CG9908"
"FBgn0000463",49.1072665071728,-0.24369037134199,0.121090213640664,-2.01246957962385,0.0441704602760482,0.164611074450763,"FBgn0000463",42313,"Dl","CG3619"
"FBgn0000464",1848.92090235245,0.02510961617709,0.0546043623855796,0.45984633974448,0.645626518746008,0.847543789064081,"FBgn0000464",35259,"Lar","CG10443"
"FBgn0000473",473.64297343277,0.801918849235509,0.0732507246260069,10.9475893014005,6.82395840776667e-28,5.88292022733899e-26,"FBgn0000473",35587,"Cyp6a2","CG9438"
"FBgn0000477",791.811646605088,-0.10857803826471,0.05992223381594,-1.81198248713865,0.069988902548613,0.22880487685476,"FBgn0000477",48228,"DNaseII","CG7780"
"FBgn0000479",11444.1913448093,0.0572975163949141,0.0747260080383857,0.766768062405812,0.443219428303245,0.70612679143479,"FBgn0000479",31309,"dnc","CG32498"
"FBgn0000482",1002.01061992119,0.0329841233237942,0.04893081900371,0.67409710271339,0.50024958138393,0.750409047021126,"FBgn0000482",NA,"dor","CG3093"
"FBgn0000489",2243.05916956608,-0.021426521458575,0.0452923007982784,-0.47307204714558,0.636161778683092,0.841390667053445,"FBgn0000489",39733,"Pka-C3","CG6117"
"FBgn0000490",78.5368147414692,-0.0119911267914173,0.111653856004532,-0.107395545666874,0.914475188113343,0.968332225308209,"FBgn0000490",33432,"dpp","CG9885"
"FBgn0000492",166.700616951324,-0.0589135376088096,0.0778421134743081,-0.756833736641208,0.449149478189213,0.711119149505465,"FBgn0000492",45285,"Dr","CG1897"
"FBgn0000499",1816.9842723975,0.0952240823446905,0.0462902759466006,2.05710768400989,0.0396758687453426,0.1520788783274,"FBgn0000499",32078,"dsh","CG18361"
"FBgn0000500",4508.7022059739,0.131222119969296,0.0600707365457106,2.18445998026749,0.0289284649174913,0.120117923712642,"FBgn0000500",45845,"Dsk","CG18090"
"FBgn0000504",405.014142518953,-0.0394358265385169,0.0977156423872887,-0.403577416829702,0.686523495134447,0.872433643162702,"FBgn0000504",40940,"dsx","CG11094"
"FBgn0000520",710.965784454295,-0.0282157442185577,0.0770279473878793,-0.366305284969823,0.71413728641883,0.884190465699642,"FBgn0000520",31265,"dwg","CG2711"
"FBgn0000524",184.956507314178,-0.224809157386965,0.0852266687491427,-2.63777947309746,0.00834508307510962,0.0452410660290024,"FBgn0000524",31589,"dx","CG3929"
"FBgn0000527",3849.38414329253,-0.134358295564441,0.0998546699088471,-1.34553842786812,0.178451420255078,0.430339040722766,"FBgn0000527",42521,"e","CG3331"
"FBgn0000529",219.595913672801,-0.061665076254801,0.0700011609545911,-0.880915050748979,0.378363800591804,0.652474638536412,"FBgn0000529",35266,"bsh","CG10604"
"FBgn0000533",118.718051405873,0.102926585686706,0.100572749807987,1.02340431064292,0.306116722122792,0.583277735754216,"FBgn0000533",41858,"ea","CG4920"
"FBgn0000535",6714.45280279932,-0.0933089264860885,0.0813620277110737,-1.1468362958878,0.251449285216544,0.524778531936609,"FBgn0000535",32428,"eag","CG10952"
"FBgn0000536",2345.71109404399,0.00949860507237448,0.0342173234703645,0.277596378354993,0.781322212573874,0.913938082204678,"FBgn0000536",32585,"eas","CG3525"
"FBgn0000541",12206.7291417919,0.00258145179663369,0.0586886906574995,0.0439855067085879,0.964915956657526,0.986744953068234,"FBgn0000541",44811,"E(bx)","CG32346"
"FBgn0000542",31.3659290694263,-0.249155122745965,0.136024424386283,-1.83169400547075,0.0669970222722753,0.221967022459718,"FBgn0000542",31339,"ec","CG2904"
"FBgn0000543",1361.53925397178,0.0554697917204683,0.0432704653590331,1.28193194272843,0.19986652141693,0.459607251637366,"FBgn0000543",38291,"ecd","CG5714"
"FBgn0000546",3873.21354993333,-0.00197009348452044,0.0769241821164906,-0.0256108473345484,0.979567733987099,0.991803881109634,"FBgn0000546",35540,"EcR","CG1765"
