"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","entrez","geneSymbol","cg","Bonf.correction"
"FBgn0000473",473.64297343277,0.801918849235509,0.0732507246260069,10.9475893014005,6.82395840776667e-28,5.88292022733899e-26,"FBgn0000473",35587,"Cyp6a2","CG9438",8.41257592509475e-24
"FBgn0000551",67.3047604812861,0.741591618517367,0.111690339274696,6.63971139610798,3.14297937776072e-11,9.26953343756799e-10,"FBgn0000551",40354,"Edg78E","CG7673",3.87466497690342e-07
"FBgn0000639",26.5083383327684,0.540187280413772,0.137776620640025,3.9207470607451,8.82748813834967e-05,0.000921467178404528,"FBgn0000639",39566,"Fbp1","CG17285",1
"FBgn0001086",47.2146079195014,0.538986189749309,0.109949333966645,4.90213237592527,9.48019150977996e-07,1.4983564222124e-05,"FBgn0001086",34968,"fzy","CG4274",0.0116871800932567
"FBgn0001089",619.001788966977,0.541505710857141,0.0699909735210482,7.73679352658662,1.01955431566744e-14,4.06765877137481e-13,"FBgn0001089",33839,"Gal","CG9092",1.25690656035482e-10
"FBgn0001114",347.794151896366,0.738015790786753,0.141583130829188,5.21259691366149,1.86215228367336e-07,3.3270454134964e-06,"FBgn0001114",34193,"Glt","CG9280",0.00229566133531252
"FBgn0001149",2413.22743696275,1.14961932825298,0.0448071052351959,25.6570765332538,3.52516139805166e-145,2.55636410089299e-142,"FBgn0001149",41503,"GstD1","CG10045",4.34581897151809e-141
"FBgn0001208",329.510666573451,0.855473963082755,0.112369835935524,7.61302137678312,2.67761481160447e-14,1.03803884897673e-12,"FBgn0001208",38871,"Hn","CG7399",3.30096353974599e-10
"FBgn0001224",1571.1499998305,0.557712398584498,0.0601275281879746,9.27549186523919,1.76801389846233e-20,1.1411557769761e-18,"FBgn0001224",39077,"Hsp23","CG4463",2.17960753402436e-16
"FBgn0001225",629.493665955938,0.691470425567347,0.137745977915185,5.01989557904266,5.16995755110577e-07,8.54359741153244e-06,"FBgn0001225",39075,"Hsp26","CG4183",0.0063735236690032
"FBgn0001226",165.335325299949,0.685969571039738,0.1285175559759,5.3375553700101,9.42081379700334e-08,1.75437753005222e-06,"FBgn0001226",39078,"Hsp27","CG4466",0.00116139792489457
"FBgn0001253",942.651730602949,-1.62057501176315,0.0839143102525099,-19.3122604104904,4.23620002497831e-83,1.45066316410924e-80,"FBgn0001253",45879,"ImpE1","CG32356",5.22238739079326e-79
"FBgn0001263",678.963311753223,-0.673705839874,0.130702550689173,-5.15449649851254,2.54313312412696e-07,4.40333499357264e-06,"FBgn0001263",37629,"inaD","CG3504",0.00313517451542372
"FBgn0002542",197.863823643971,1.59006381963856,0.0862266944350713,18.4405053453124,6.21575989152373e-76,1.74154290778874e-73,"FBgn0002542",45894,"lds","CG2684",7.66278879427046e-72
"FBgn0002562",3.68492394604077,0.529154460195792,0.124869225985276,4.23766909757404,2.25852306563464e-05,0.000275129173450038,"FBgn0002562",32199,"Lsp1alpha","CG2559",0.278430723531438
"FBgn0002563",144.005494670292,1.28277021061757,0.150900218653436,8.5007843067718,1.88313990172259e-17,9.47565253405557e-16,"FBgn0002563",33274,"Lsp1beta","CG4178",2.32153487084361e-13
"FBgn0002564",13.1812698607647,-1.04916370287442,0.151395080233181,-6.92997223726479,4.20923218375642e-12,1.34782894445063e-10,"FBgn0002564",38015,"Lsp1gamma","CG6821",5.18914143613492e-08
"FBgn0002565",1799.71633795339,1.70008189372747,0.146642385449232,11.5933867859511,4.451746837592e-31,4.32134921368773e-29,"FBgn0002565",45326,"Lsp2","CG6806",5.48811350138342e-27
"FBgn0002936",155.752598860908,-0.777233522267174,0.130512240834874,-5.95525383132867,2.5966848601948e-09,6.2523302649378e-08,"FBgn0002936",33271,"ninaA","CG3966",3.20119309564815e-05
"FBgn0002940",31038.0285678263,-0.525377937854955,0.148592501643692,-3.53569616261494,0.000406702168468045,0.0035160058435302,"FBgn0002940",42367,"ninaE","CG4550",1
"FBgn0003124",17.9486114377906,0.626479315373906,0.140616806027951,4.45522361850104,8.3805796097566e-06,0.000113284852444166,"FBgn0003124",40232,"polo","CG12306",0.103315785429079
"FBgn0003227",386.276761153465,-2.05723381761585,0.085135970958634,-24.1640964970661,5.30862378754683e-129,3.27223570264387e-126,"FBgn0003227",49241,"rec","CG31293",6.54447140528774e-125
"FBgn0003250",2285.03952312802,-0.770844573458387,0.149091774818744,-5.17026894606042,2.33757330917459e-07,4.07604013514913e-06,"FBgn0003250",39887,"Rh4","CG9668",0.00288176037555043
"FBgn0003292",503.20077010006,0.570954184306401,0.0473000381181514,12.0709032597438,1.50473521566294e-33,1.61307615119067e-31,"FBgn0003292",39297,"rt","CG6097",1.85503757386928e-29
"FBgn0003390",57.0297556497624,0.718992576745915,0.104525105912058,6.8786591553501,6.04185245885189e-12,1.91475468156108e-10,"FBgn0003390",31617,"shf","CG3135",7.4483957112726e-08
"FBgn0003401",9.34301818572685,-0.561305065888286,0.151540762590484,-3.70398733841091,0.000212236856065598,0.00202826043533076,"FBgn0003401",45360,"shu","CG4735",1
"FBgn0003483",23.8942806621923,-0.844145611724226,0.151150588209445,-5.58479872109078,2.339710317343e-08,4.93058953712896e-07,"FBgn0003483",41919,"spn-E","CG3158",0.000288439487922044
"FBgn0003515",53.5249097572314,-0.559066444583012,0.133677091088418,-4.18221581597126,2.88681741393229e-05,0.000343188862863619,"FBgn0003515",39836,"st","CG4314",0.355886850789572
"FBgn0003861",4323.21902514702,-0.531198144344945,0.147039187191574,-3.61262976551183,0.000303107334532452,0.00275365307304058,"FBgn0003861",43542,"trp","CG7875",1
"FBgn0003944",18.1305249798129,1.20503105162584,0.150530393474439,8.00523418435404,1.19239534086518e-15,5.2312632605644e-14,"FBgn0003944",42034,"Ubx","CG10388",1.4699849762186e-11
"FBgn0004034",24.2617480206305,0.722255566756772,0.146917768119611,4.91605321807475,8.83064014714353e-07,1.40833288142284e-05,"FBgn0004034",NA,"y","CG3757",0.0108864131733985
"FBgn0004240",176.810030186034,-0.539545582283061,0.117289847890792,-4.60010471482093,4.2227861214148e-06,6.01832454390771e-05,"FBgn0004240",37183,"Dpt","CG12763",0.0520585073048017
"FBgn0004512",1306.10527910056,0.682806550857386,0.0741046016175055,9.21409110842705,3.13926488989257e-20,2.00522578044537e-18,"FBgn0004512",36428,"Mdr49","CG3879",3.87008575625957e-16
"FBgn0004513",2272.77200057693,0.508087985251703,0.0566580372563117,8.96762418636559,3.02978794647824e-19,1.77862980019922e-17,"FBgn0004513",38726,"Mdr65","CG10181",3.73512258041837e-15
"FBgn0004620",457.790654820581,0.6972745199409,0.0637659532825345,10.9349030955659,7.84897925789859e-28,6.71959835356763e-26,"FBgn0004620",33788,"GluRIIA","CG6992",9.67622162913738e-24
"FBgn0004623",710.448573185599,-0.652878818269966,0.136172586805613,-4.79449523274425,1.63084942496137e-06,2.47905199888086e-05,"FBgn0004623",40148,"Gbeta76C","CG8770",0.0201051117109238
"FBgn0004629",1661.82921456411,0.62643400980689,0.08334838452504,7.51585064757545,5.65420729959323e-14,2.15139097498103e-12,"FBgn0004629",41767,"Cys","CG8050",6.97050675893853e-10
"FBgn0004784",952.581928642795,-0.639650660844089,0.134886368917276,-4.7421445619637,2.11467633509126e-06,3.15996725563697e-05,"FBgn0004784",36897,"inaC","CG6518",0.026069729859005
"FBgn0004895",49.9842673763945,3.52988064088825,0.136766551350749,25.8095316875804,6.93107463411008e-147,5.34039300558181e-144,"FBgn0004895",38471,"fd64A","CG1132",8.5446288089309e-143
"FBgn0010052",6.14880423553979,0.538595260615374,0.146510379248723,3.67615771235587,0.000236773177745858,0.00222990048529483,"FBgn0010052",36780,"Jhe","CG8425",1
"FBgn0010241",15.883170978438,1.19290296287948,0.151269571584938,7.88594130584722,3.12173321515052e-15,1.3090043223257e-13,"FBgn0010241",36582,"Mdr50","CG8523",3.84847270763756e-11
"FBgn0010258",21.3111127667778,0.629642979312622,0.140258463911561,4.48916209227585,7.1503874179028e-06,9.79444178754509e-05,"FBgn0010258",41668,"Rbp4","CG9654",0.0881499760879058
"FBgn0010388",184.161326395064,-0.708084419531851,0.127925429423831,-5.53513420061221,3.1099014342934e-08,6.35802071011096e-07,"FBgn0010388",36635,"Dro","CG10816",0.000383388648819691
"FBgn0011692",16.3373366021118,0.769205922144662,0.147002074793311,5.23261949347439,1.67124544166793e-07,3.01215114106466e-06,"FBgn0011692",38515,"pav","CG1258",0.00206031138048822
"FBgn0011722",270.499832168485,-0.506289495513437,0.144996139079852,-3.49174466800536,0.000479876739143059,0.00405755860092979,"FBgn0011722",33896,"Tig","CG11527",1
"FBgn0012042",54.9489688427589,-0.791095887535585,0.141578064123916,-5.5877009791798,2.30095393748118e-08,4.85721920227191e-07,"FBgn0012042",NA,"AttA","CG10146",0.000283661601412679
"FBgn0013277",5.88495741096429,1.13159798748896,0.145926693464491,7.75456471070054,8.86470129415927e-15,3.55974063695099e-13,"FBgn0013277",44921,"Hsp70Ba","CG31449",1.09284037554395e-10
"FBgn0013813",280.221320397371,-0.579236778360548,0.096857072670954,-5.98032505409646,2.22692782698205e-09,5.4149045860029e-08,"FBgn0013813",43379,"Dhc98D","CG1842",2.74535662510347e-05
"FBgn0013949",1086.66082856003,-0.669103439295508,0.0985742887891761,-6.78780894606849,1.13849275988023e-11,3.53534980952229e-10,"FBgn0013949",42970,"Ela","CG7021",1.40353387438035e-07
"FBgn0014018",1599.74861781292,-0.624431308602215,0.088047597387824,-7.09197442210464,1.32211953363006e-12,4.44116883122381e-11,"FBgn0014018",41087,"Rel","CG11992",1.62990896105914e-08
"FBgn0014031",96.7370230474767,0.612739080459114,0.136902950551421,4.47571858744539,7.61547388909341e-06,0.000103624240733712,"FBgn0014031",31587,"Spat","CG3926",0.0938835621047435
"FBgn0014073",48.6024164080433,-0.587990047653149,0.140517480257696,-4.1844619372254,2.85842334326052e-05,0.000340141341464438,"FBgn0014073",38559,"Tie","CG7525",0.352386429757157
"FBgn0014141",627.68474202927,-0.549889463782623,0.116911596755296,-4.70346380550749,2.55784457933671e-06,3.76807290727767e-05,"FBgn0014141",42066,"cher","CG3937",0.0315331079740629
"FBgn0014865",128.931615590391,-0.887286162301375,0.134333269526865,-6.60511104528675,3.97219485826511e-11,1.16316432809245e-09,"FBgn0014865",36708,"Mtk","CG8175",4.89692182126922e-07
"FBgn0015033",19.4814125877673,0.71390922461348,0.145329311405102,4.91235537904308,8.99887554008988e-07,1.42961517600809e-05,"FBgn0015033",38841,"Cyp4d8","CG4321",0.0110938137658228
"FBgn0015037",385.814373151151,-2.9073785672556,0.0855731662304288,-33.9753534352895,5.15216413333976e-253,7.05731993731251e-250,"FBgn0015037",45524,"Cyp4p1","CG10842",6.35158794358126e-249
"FBgn0015039",104.973278624524,0.504232189284322,0.143568510532808,3.51213638292288,0.000444519822625928,0.00379504180978701,"FBgn0015039",35635,"Cyp9b2","CG4486",1
"FBgn0015575",264.411249367515,0.613424138200571,0.104400576314887,5.87567770076664,4.21116950252159e-09,9.88862811944498e-08,"FBgn0015575",40901,"alpha-Est7","CG1112",5.19152976270861e-05
"FBgn0015663",87.299361690284,-0.612526519359234,0.0954999037022293,-6.41389672254649,1.41846320451553e-10,3.96526403294046e-09,"FBgn0015663",44058,"Dot","CG2788",1.74868143852674e-06
"FBgn0016715",22.6819601414148,0.798782766671307,0.143085155343156,5.58256909848975,2.36991403366433e-08,4.96271601591713e-07,"FBgn0016715",38075,"Reg-2","CG3200",0.000292163002070138
"FBgn0016974",71.5084275967989,-0.847694863265341,0.0994741391917548,-8.52176123516136,1.57145092829641e-17,8.00530869588351e-16,"FBgn0016974",NA,"swaPsi","CR32747",1.93728470440381e-13
"FBgn0020300",15.4331787884113,-0.892367162330804,0.151381800694813,-5.8948113857479,3.75109601314094e-09,8.91011785163805e-08,"FBgn0020300",50263,"gk","CG13695",4.62435116500015e-05
"FBgn0021738",35.5397626369367,2.67370827427895,0.141201317205721,18.9354343655558,5.82333986904504e-80,1.9402738893402e-77,"FBgn0021738",43900,"Crg-1","CG32788",7.17901339055873e-76
"FBgn0021765",868.144790410376,-0.891065305284111,0.0649457878409513,-13.7201400569084,7.69166819663783e-43,1.12884387533513e-40,"FBgn0021765",32789,"scu","CG7113",9.48228855281512e-39
"FBgn0022774",195.375541550673,1.39486040734754,0.105050727812704,13.2779699521402,3.10703636576612e-40,3.98995253303799e-38,"FBgn0022774",40145,"Oat","CG8782",3.83035443171647e-36
"FBgn0023489",68.9675047462266,-0.593455456586419,0.141774578974424,-4.18590879182562,2.84027391164666e-05,0.000338308181476135,"FBgn0023489",33239,"Pph13","CG2819",0.3501489678278
"FBgn0024289",170.322424050281,0.865724124746853,0.140067415785599,6.18076745323847,6.37907249336793e-10,1.66966466450615e-08,"FBgn0024289",40836,"Sodh-1","CG1982",7.86412056982399e-06
"FBgn0024811",4662.74430442794,0.599923809575184,0.0446717858464088,13.4295909198225,4.05646114582651e-41,5.61888236019654e-39,"FBgn0024811",43775,"Crk","CG1587",5.00080530057492e-37
"FBgn0025383",17.201522612891,0.515707518891059,0.14911063841358,3.45855617263651,0.000543079012817232,0.00451150813343048,"FBgn0025383",31102,"CG14780","CG14780",1
"FBgn0025454",330.59372283427,0.644731658391922,0.110370422101997,5.84152571053961,5.17248937309016e-09,1.1986174622454e-07,"FBgn0025454",36316,"Cyp6g1","CG8453",6.37664489914555e-05
"FBgn0025835",5.12484327522974,0.596512274515745,0.142707665459601,4.1799595879775,2.91560904658253e-05,0.000345611810829514,"FBgn0025835",5740408,"CG17707","CG17707",0.359436283262694
"FBgn0025836",11910.912260808,1.02544629401842,0.0489566933011398,20.945987665277,2.04122370445538e-97,8.11748575113738e-95,"FBgn0025836",5740235,"RhoGAP1A","CG40494",2.51642058285259e-93
"FBgn0026562",3908.44513507392,1.08408161126675,0.0678326304658822,15.9817126922714,1.71371915647352e-57,3.64253961396648e-55,"FBgn0026562",43230,"BM-40-SPARC","CG6378",2.11267297610056e-53
"FBgn0026565",6.86766456068908,0.528013411474322,0.148737023405915,3.54997968483835,0.000385260880106935,0.00336128530074897,"FBgn0026565",40812,"CG1315","CG1315",1
"FBgn0026602",2350.05030785817,-0.822612470939404,0.057072343196662,-14.4135044202551,4.25557847053847e-47,6.99503618463976e-45,"FBgn0026602",44750,"Ady43A","CG1851",5.24627713847982e-43
"FBgn0026721",1584.8211349391,0.521218858127091,0.0500006657839944,10.4242383567208,1.92192960382882e-25,1.4808467597501e-23,"FBgn0026721",36919,"fat-spondin","CG6953",2.36935481560016e-21
"FBgn0026755",6.27792251541377,0.805157878410445,0.144198361041469,5.58368259247338,2.35478301805111e-08,4.95388482022765e-07,"FBgn0026755",53584,"Ugt37b1","CG9481",0.00029029765046534
"FBgn0027106",36.2265580916086,-0.611859506462776,0.130815416244568,-4.67727370387956,2.90714113542298e-06,4.25139216103138e-05,"FBgn0027106",33027,"Inx7","CG2977",0.0358392359174945
"FBgn0027341",356.650385582872,0.519997682882326,0.0658187100913567,7.90045387034426,2.77889671597641e-15,1.17322735323826e-13,"FBgn0027341",3354921,"Gfat1","CG12449",3.42582387145572e-11
"FBgn0027342",734.583150029907,1.01472145123165,0.0769939381088791,13.1792382121915,1.15551706212288e-39,1.46857879812896e-37,"FBgn0027342",31659,"fz4","CG4626",1.42452143418509e-35
"FBgn0027494",12.0621424634676,-0.538467505814633,0.15083096510099,-3.57000636741996,0.000356972550626858,0.0031591942599626,"FBgn0027494",43321,"RpS10a","CG12275",1
"FBgn0027500",22.544189654707,-1.33997462827967,0.145518041643356,-9.20830580969309,3.31312637268904e-20,2.10537226404693e-18,"FBgn0027500",39850,"spd-2","CG17286",4.08442219225105e-16
"FBgn0027521",40.0599936104732,0.70961212598297,0.124460534188132,5.70150313600883,1.1875555054316e-08,2.59118305680721e-07,"FBgn0027521",32591,"CG3679","CG3679",0.000146401842709607
"FBgn0027560",660.857802338883,0.506998919134772,0.143226706716079,3.53983506818883,0.000400377163816951,0.00347663042290303,"FBgn0027560",33642,"Tps1","CG4104",1
"FBgn0027578",76.022949199764,0.738206235921857,0.136611099850841,5.40370611705688,6.52778647215429e-08,1.25545322353694e-06,"FBgn0027578",43413,"CG14526","CG14526",0.000804745516287181
"FBgn0028562",47.1215895823034,-0.62028626711002,0.123297784971645,-5.03079813844724,4.88442202297882e-07,8.10432768496406e-06,"FBgn0028562",44269,"sut2","CG17975",0.00602151546992829
"FBgn0028670",393.822837889309,0.530759475653611,0.072718415282269,7.298831713994,2.90277104674879e-13,1.0525106313035e-11,"FBgn0028670",42216,"Vha100-2","CG18617",3.57853614643191e-09
"FBgn0028939",38.485783315639,-0.624120991690725,0.127708909698132,-4.88705911878795,1.02353366536626e-06,1.60128464805016e-05,"FBgn0028939",34818,"NimC2","CG18146",0.0126181230266353
"FBgn0028952",7.74118702302714,0.69765085432968,0.151071110024652,4.61802957703719,3.87401045756086e-06,5.5727889055788e-05,"FBgn0028952",48440,"Kebab","CG31672",0.0477588009208103
"FBgn0028990",293.174988068203,0.718433541928221,0.0857272242177785,8.38045963209,5.27214125897016e-17,2.54882186041506e-15,"FBgn0028990",45815,"Spn27A","CG11331",6.49949574405841e-13
"FBgn0029114",453.608671857509,2.10304827140046,0.0597134931484545,35.2189791706214,1.02442577059436e-271,1.57864011248591e-268,"FBgn0029114",44497,"Tollo","CG6890",1.26291208998873e-267
"FBgn0029518",20.5222384347693,0.64497541441081,0.145962417847726,4.41877727103477,9.92608765723148e-06,0.00013129700497677,"FBgn0029518",3346142,"CG13376","CG13376",0.12236880863835
"FBgn0029733",18.9858278696354,-1.35186910269217,0.151319779798163,-8.93385586798599,4.11413238758933e-19,2.37004785393464e-17,"FBgn0029733",31419,"CG6927","CG6927",5.07190240742012e-15
"FBgn0029828",91.0856646560159,0.633617869401691,0.142527854986284,4.44557219683597,8.76582351500424e-06,0.000118103904145325,"FBgn0029828",31529,"CG6067","CG6067",0.108065072292972
"FBgn0029851",17.14342283719,0.522837544219738,0.148896659310302,3.51141218776535,0.000445732693885054,0.00380013322974754,"FBgn0029851",31556,"CG14445","CG14445",1
"FBgn0029898",94.108322846232,0.908201388530977,0.108757318195805,8.35071518493924,6.78508559491274e-17,3.26744278180016e-15,"FBgn0029898",31614,"CG14439","CG14439",8.36465352140842e-13
"FBgn0029924",272.522291656573,3.35490836133246,0.0898317205209376,37.3465891767097,2.88015229239204e-305,7.10130349212181e-302,"FBgn0029924",31641,"CG4586","CG4586",3.5506517460609e-301
"FBgn0029986",21.0770306444335,0.794681240885477,0.137668278050478,5.7724353942605,7.81339060189190e-09,1.75133598800224e-07,"FBgn0029986",31714,"CG15332","CG15332",9.63234793401233e-05
"FBgn0029990",1613.16278949976,0.930998518126361,0.14897579569384,6.24932737422431,4.12224068655575e-10,1.11201276113478e-08,"FBgn0029990",31721,"CG2233","CG2233",5.08189831838593e-06
"FBgn0030157",480.178284583345,0.511203601232598,0.0537079384851024,9.51821305474975,1.76182433006525e-21,1.19998731165991e-19,"FBgn0030157",31920,"CG1468","CG1468",2.17197703410444e-17
"FBgn0030159",800.23909688481,-0.786452623123118,0.10315259074629,-7.62416743421838,2.45614402452735e-14,9.55184338623758e-13,"FBgn0030159",31922,"CG9689","CG9689",3.02793435343731e-10
"FBgn0030310",52.9768350320513,-0.984227545300866,0.147575745669037,-6.66930423315061,2.57018966906946e-11,7.70931830663949e-10,"FBgn0030310",32099,"PGRP-SA","CG11709",3.16852982402883e-07
"FBgn0030396",76.8389727665717,-0.598070032958922,0.103452166498143,-5.7811262267732,7.42021873877828e-09,1.67233010258974e-07,"FBgn0030396",32201,"CG2556","CG2556",9.14764566116586e-05
"FBgn0030439",254.726516955011,-2.16496352098233,0.118853677572016,-18.2153683858082,3.89785214718472e-74,1.02239832490411e-71,"FBgn0030439",32248,"CG12716","CG12716",4.80527212704933e-70
"FBgn0030482",499.177182082831,-0.828343817521724,0.109785424437833,-7.54511650124175,4.51883358814474e-14,1.72471146980336e-12,"FBgn0030482",32297,"CG1673","CG1673",5.57081804746484e-10
"FBgn0030575",359.380987548274,0.682900165452244,0.0606143213401814,11.2663171071347,1.92452535993397e-29,1.74452563509309e-27,"FBgn0030575",32399,"CG5321","CG5321",2.3725548637266e-25
"FBgn0030623",8.38149834445642,-1.38488713495015,0.149085298329721,-9.28922670756773,1.5541331336319e-20,1.01911453571351e-18,"FBgn0030623",32453,"PPYR1","CG15031",1.9159353271414e-16
"FBgn0030669",922.678562985305,-0.724003768973103,0.0560881364010841,-12.9083227831957,4.04005111166875e-38,4.8829166769267e-36,"FBgn0030669",32505,"CG9240","CG9240",4.98057501046523e-34
"FBgn0030691",76.1642491026033,0.766261907146181,0.106578611154358,7.18964057465903,6.49621051866087e-13,2.25592347250848e-11,"FBgn0030691",32528,"Efhc1.1","CG8959",8.00852832740512e-09
"FBgn0030697",4.32523580164844,0.502441743535859,0.140613273354305,3.57321703385605,0.000352622260955899,0.00312742966407505,"FBgn0030697",32538,"CG8565","CG8565",1
"FBgn0030737",310.568624085983,0.592254579694457,0.0817925080338119,7.24093922452686,4.45588060614374e-13,1.58305752485706e-11,"FBgn0030737",32592,"CG9914","CG9914",5.49320961125401e-09
"FBgn0030798",35.2731240238627,-0.612976573929057,0.151135223717609,-4.05581544031312,4.99596977149535e-05,0.000562468633269357,"FBgn0030798",32675,"CG13003","CG13003",0.615903153429946
"FBgn0030817",603.134840273551,0.535864518600629,0.073157647081507,7.32479159702343,2.3927025340227e-13,8.72699314776089e-12,"FBgn0030817",32695,"CG4991","CG4991",2.94972368394318e-09
"FBgn0030870",30.61903808105,-0.570677584284818,0.144696848356656,-3.94395310448077,8.01493380720815e-05,0.000849596766769235,"FBgn0030870",32761,"CG6398","CG6398",0.988081039752621
"FBgn0030893",486.019142606805,-0.601508375394086,0.0760973478717423,-7.90445912001945,2.69099470295457e-15,1.14002002398708e-13,"FBgn0030893",32790,"RhoGAP16F","CG7122",3.31745826980239e-11
"FBgn0030895",1075.88219598736,0.778846824630208,0.0917322895427805,8.49043263296053,2.05869265510159e-17,1.02751267417378e-15,"FBgn0030895",32793,"CG7135","CG7135",2.53795630520924e-13
"FBgn0030968",91.7946602333809,0.602868292847692,0.1152985449462,5.22875889829313,1.70651736589291e-07,3.06594516277644e-06,"FBgn0030968",32880,"CG7322","CG7322",0.00210379460867278
"FBgn0030993",33.3237856222662,-0.672878530702606,0.151508410555705,-4.44119589291848,8.94603080354028e-06,0.000120268994270496,"FBgn0030993",32905,"Mec2","CG7635",0.110286667746045
"FBgn0031002",203.981634403712,0.751552713843458,0.0837599544895159,8.97269725639032,2.89340521944939e-19,1.70669375815177e-17,"FBgn0031002",32915,"CG14196","CG14196",3.56698995453721e-15
"FBgn0031012",47.5126853823907,1.5523595756488,0.123377867562887,12.5821559920992,2.64705513623575e-36,3.07857506787871e-34,"FBgn0031012",32925,"CG8051","CG8051",3.26328957195143e-32
"FBgn0031022",121.235254858256,0.574581002559555,0.107126132335129,5.36359327117365,8.15824941756663e-08,1.54019753169619e-06,"FBgn0031022",32937,"CG12204","CG12204",0.00100574898819761
"FBgn0031108",11.1709997798025,0.791009459649787,0.150420886435959,5.258641126188,1.45123789801697e-07,2.65049789729678e-06,"FBgn0031108",33036,"CG15459","CG15459",0.00178908608067533
"FBgn0031155",9.94674921127079,-1.05207881023136,0.150742476488177,-6.97931223329663,2.96628580397302e-12,9.59799774051952e-11,"FBgn0031155",33088,"CG15446","CG15446",3.65683713913794e-08
"FBgn0031157",49.8202511103129,-0.533848902048062,0.112257430392201,-4.75557742755131,1.97879999349963e-06,2.9858808225047e-05,"FBgn0031157",33090,"CG1503","CG1503",0.0243946463198634
"FBgn0031252",15.2830665676838,0.771236594558713,0.150163102303933,5.13599268212849,2.8065857946926e-07,4.8121821525689e-06,"FBgn0031252",33213,"CG13690","CG13690",0.00345995896769704
"FBgn0031254",3.80509988277665,0.839037112318975,0.134834069341257,6.22273818789389,4.88552269347228e-10,1.29803283976565e-08,"FBgn0031254",33216,"CG13692","CG13692",6.02287237651263e-06
"FBgn0031255",8.75121360727698,1.32901990392732,0.151168454936721,8.7916483930702,1.47381394851877e-18,8.14761361315669e-17,"FBgn0031255",33217,"BBS8","CG13691",1.81691783573394e-14
"FBgn0031261",81.528264926149,-1.10920590117794,0.137488371493007,-8.06763429614382,7.16733493326512e-16,3.22477755683549e-14,"FBgn0031261",33228,"nAChRbeta3","CG11822",8.83589050572924e-12
"FBgn0031264",105.658530668596,-0.55008067650509,0.0905193256973864,-6.07694182725196,1.22496175206e-09,3.07562698154698e-08,"FBgn0031264",33232,"CG11835","CG11835",1.51013284793957e-05
"FBgn0031279",9.14865089039695,-0.536505030516067,0.151079838210271,-3.55113585552935,0.000383572367969681,0.00334892362063048,"FBgn0031279",33252,"CG3544","CG3544",1
"FBgn0031305",95.3955893491397,0.687589426619738,0.136171780904366,5.04942670245778,4.43137921917999e-07,7.41248887571925e-06,"FBgn0031305",33290,"Iris","CG4715",0.00546300430140509
"FBgn0031432",60.4495724192319,0.755454096073464,0.150864622605115,5.00749667502135,5.51425038613459e-07,9.10035860244541e-06,"FBgn0031432",33438,"Cyp309a1","CG9964",0.00679796787602672
"FBgn0031488",13.9218890399398,-0.591319182375647,0.151463543500644,-3.90403636881197,9.46015554083811e-05,0.000980040315188674,"FBgn0031488",33509,"CG17265","CG17265",1
"FBgn0031489",554.914923927607,-2.17931242294454,0.110815615501252,-19.6661130571433,4.20830160078163e-86,1.57211945861927e-83,"FBgn0031489",33510,"CG17224","CG17224",5.18799421344359e-82
"FBgn0031490",424.536746998405,-1.9207545957268,0.147090600969379,-13.0583095253425,5.69790136091677e-39,7.16772734463082e-37,"FBgn0031490",33511,"CG17264","CG17264",7.0243727977382e-35
"FBgn0031501",62.4768182216373,0.523141459356923,0.13709204422984,3.81598700563437,0.000135639642651987,0.00135837978441405,"FBgn0031501",33522,"CG17261","CG17261",1
"FBgn0031515",245.411544765161,0.503558840869348,0.0634881856762462,7.93153616701559,2.16451540925018e-15,9.29761183457708e-14,"FBgn0031515",33540,"CG9664","CG9664",2.66841459652362e-11
"FBgn0031549",91.035698563538,-1.27313625957266,0.103170030363429,-12.3401752920678,5.503593136594e-35,6.28224964703063e-33,"FBgn0031549",33578,"Spindly","CG15415",6.78482961879308e-31
"FBgn0031559",3.23675129499951,0.853355932034797,0.135223903450904,6.31068849705722,2.77796834595111e-10,7.62734827814816e-09,"FBgn0031559",33590,"CG3513","CG3513",3.42467937688852e-06
"FBgn0031620",8.66345792292558,-0.852817160999835,0.152149652868882,-5.60512064877837,2.08109949314199e-08,4.41579940644656e-07,"FBgn0031620",33668,"CG11929","CG11929",0.000256557945514545
"FBgn0031621",4.12713633702333,-0.609859570519804,0.141388957347729,-4.31334654388834,1.60801765837526e-05,0.000202075858230888,"FBgn0031621",33670,"Elba3","CG15634",0.198236416924502
"FBgn0031622",12.7836248532047,-0.809686027773534,0.150525933885065,-5.37904669896798,7.48812851209628e-08,1.4245225606937e-06,"FBgn0031622",33671,"CG3251","CG3251",0.00092313648297123
"FBgn0031630",59.3229919210088,-0.95607164830671,0.128231242432568,-7.45584016944599,8.92969438789792e-14,3.3460569122798e-12,"FBgn0031630",33679,"CG15629","CG15629",1.10085272414005e-09
"FBgn0031688",178.625197869512,1.36848455186381,0.0907927239957481,15.0726235719935,2.4518021552535e-51,4.44497308381841e-49,"FBgn0031688",33748,"Cyp28d2","CG6081",3.02258169699652e-47
"FBgn0031689",9666.24607859611,0.681589473285917,0.0729869064109027,9.33851709577463,9.76927262086655e-21,6.47503187473349e-19,"FBgn0031689",33749,"Cyp28d1","CG10833",1.20435592870043e-16
